Ten dich vu,Gia (VND)
"Chụp X-quang cột sống ngực thẳng nghiêng hoặc chếch [<= 24x30 cm, 2 tư thế]","105300"
"Chụp X-quang cột sống thắt lưng thẳng nghiêng [<= 24x30 cm, 2 tư thế]","105300"
"Chụp X-quang cột sống thắt lưng chếch hai bên [<= 24x30 cm, 2 tư thế]","105300"
"Chụp X-quang cột sống thắt lưng L5-S1 thẳng nghiêng [<= 24x30 cm, 2 tư thế]","105300"
"Chụp X-quang cột sống thắt lưng động, gấp ưỡn [<= 24x30 cm, 2 tư thế]","105300"
"Chụp X-quang cột sống cùng cụt thẳng nghiêng [<= 24x30 cm, 2 tư thế]","105300"
"Chụp X-quang khung chậu thẳng [<= 24x30 cm, 1 tư thế]","73300"
"Chụp X-quang xương đòn thẳng hoặc chếch [<= 24x30 cm, 1 tư thế]","73300"
"Chụp X-quang khớp vai thẳng [<= 24x30 cm, 1 tư thế]","73300"
"Chụp X-quang khớp vai nghiêng hoặc chếch [<= 24x30 cm, 1 tư thế]","73300"
"Chụp X-quang xương bả vai thẳng nghiêng [<= 24x30 cm, 1 tư thế]","73300"
"Chụp X-quang xương cánh tay thẳng nghiêng [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang khớp khuỷu thẳng, nghiêng hoặc chếch [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang xương cẳng tay thẳng nghiêng [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang xương cổ tay thẳng, nghiêng hoặc chếch [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang xương bàn ngón tay thẳng, nghiêng hoặc chếch [<= 24x30 cm, 1 tư thế]","73300"
"Chụp X-quang khớp háng thẳng hai bên [số hóa 1 phim]","73300"
"Chụp X-quang xương đùi thẳng nghiêng [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang khớp gối thẳng, nghiêng hoặc chếch [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang xương cẳng chân thẳng nghiêng [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang xương cổ chân thẳng, nghiêng hoặc chếch [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang xương bàn, ngón chân thẳng, nghiêng hoặc chếch [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang xương gót thẳng nghiêng [số hóa 1 phim]","73300"
"Chụp X-quang ngực thẳng [<= 24x30 cm, 1 tư thế]","73300"
"Chụp X-quang ngực nghiêng hoặc chếch mỗi bên [<= 24x30 cm, 1 tư thế]","73300"
"Chụp X-quang xương ức thẳng, nghiêng [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang đỉnh phổi ưỡn [<= 24x30 cm, 1 tư thế]","73300"
"Chụp X-quang bụng không chuẩn bị thẳng hoặc nghiêng [số hóa 2 phim]","73300"
"Chụp CLVT sọ não không tiêm thuốc cản quang (từ 1-32 dãy)","550100"
"Chụp CLVT hàm - mặt không tiêm thuốc cản quang (từ 1-32 dãy)","550100"
"Chụp cắt lớp vi tính lồng ngực không tiêm thuốc cản quang (từ 1-32 dãy)","550100"
"Chụp cắt lớp vi tính bụng - tiểu khung thường quy (từ 1-32 dãy) [có thuốc cản quang]","663400"
"Chụp X-quang Blondeau [số hóa 2 phim]","105300"
"Chụp X-quang cột sống cổ thẳng nghiêng [số hóa 1 phim]","73300"
"Chụp X-quang cột sống cổ chếch hai bên [<= 24x30 cm, 1 tư thế]","73300"
"Chụp X-quang cột sống thắt lưng thẳng nghiêng [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang cột sống thắt lưng chếch hai bên [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang cột sống thắt lưng L5-S1 thẳng nghiêng [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang cột sống thắt lưng động, gấp ưỡn [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang cột sống cùng cụt thẳng nghiêng [<= 24x30 cm, 2 tư thế]","73300"
"Chụp X-quang khớp vai thẳng [<= 24x30 cm, 1 tư thế]","105300"
"Chụp X-quang ngực thẳng [<= 24x30 cm, 1 tư thế]","105300"
"Chụp X-quang bụng không chuẩn bị thẳng hoặc nghiêng [số hóa 2 phim]","105300"
"Chụp X-quang Blondeau [số hóa 2 phim]","105300"
"Chụp X-quang tại giường","73300"
"Chụp X-quang cột sống ngực thẳng nghiêng hoặc chếch [số hóa 1 phim]","73300"
"Phẫu thuật tán nhuyễn thể thủy tinh bằng siêu âm (phaco) có hoặc không đặt IOL","2752600"
"Cắt bỏ túi lệ","930200"
"Phẫu thuật mộng đơn thuần","960200"
"Khâu cò mi, tháo cò","452400"
"Lấy dị vật giác mạc sâu [gây mê]","99400"
"Lấy dị vật giác mạc sâu [gây mê]","359500"
"Khâu da mi đơn giản","897100"
"Khâu giác mạc [phức tạp]","799600"
"Khâu cùng mạc","849600"
"Khâu cùng mạc","1244100"
"Cắt bè cùng giác mạc (Trabeculectomy)","1202600"
"Múc nội nhãn","599800"
"Phẫu thuật quặm [1 mi - gây tê ]","698800"
"Phẫu thuật quặm [2 mi - gây tê ]","935200"
"Phẫu thuật quặm [3 mi - gây tê ]","1188600"
"Phẫu thuật quặm [4 mi - gây tê ]","1387000"
"Tiêm dưới kết mạc","55000"
"Tiêm cạnh nhãn cầu","55000"
"Tiêm hậu nhãn cầu","55000"
"Bơm thông lệ đạo","65100"
"Bơm thông lệ đạo","105800"
"Trích chắp, lẹo, nang lông mi; trích áp xe mi, kết mạc","85500"
"Lấy dị vật kết mạc","71500"
"Khâu kết mạc [gây tê]","897100"
"Lấy calci kết mạc","40900"
"Đốt lông xiêu, nhổ lông siêu","53600"
"Nặn tuyến bờ mi, đánh bờ mi","40900"
"Rửa cùng đồ","48300"
"Soi đáy mắt trực tiếp","60000"
"Đo nhãn áp","31600"
"Đo khúc xạ máy","12700"
"Phẫu thuật lấy thể thủy tinh ngoài bao có hoặc không đặt IOL","1722100"
"Cắt chỉ khâu giác mạc","40300"
"Đo khúc xạ khách quan (soi bóng đồng tử - Skiascope)","33600"
"Xử lý vết thương phần mềm nông vùng mi mắt","1043500"
"Đo khúc xạ giác mạc","41900"
"Phẫu thuật mộng có ghép (kết mạc rời tự thân, màng ối...) có hoặc không áp thuốc chống chuyển hóa","1632200"
"Phẫu thuật mộng có ghép (kết mạc rời tự thân, màng ối...) có hoặc không áp thuốc chống chuyển hóa","1083600"
"Phẫu thuật mộng có ghép (kết mạc rời tự thân, màng ối...) có hoặc không áp thuốc chống chuyển hóa","930200"
"Cắt chỉ sau phẫu thuật lác","40300"
"Cắt chỉ sau phẫu thuật sụp mi","40300"
"Phẫu thuật cắt mống mắt chu biên","570300"
"Rửa chất nhân tiền phòng","830200"
"Kéo nắn cột sống cổ","54800"
"Kéo nắn cột sống thắt lưng","54800"
"Điện châm [kim ngắn]","78300"
"Điện châm điều trị hội chứng tiền đình","78300"
"Điện châm điều trị huyết áp thấp","78300"
"Điện châm điều trị thiểu năng tuần hoàn não mạn tính","78300"
"Điện châm điều trị hội chứng stress","78300"
"Điện châm điều trị rối loạn tiểu tiện","78300"
"Điện châm điều trị liệt tứ chi do chấn thương cột sống","78300"
"Điện châm điều trị rối loạn thần kinh chức năng sau chấn thương sọ não","78300"
"Điện châm điều trị rối loạn cảm giác đầu chi","78300"
"Điện châm điều trị liệt chi trên","78300"
"Điện châm điều trị chắp lẹo","78300"
"Điện châm điều trị rối loạn cảm giác nông","78300"
"Điện châm điều trị viêm mũi xoang","78300"
"Điện châm điều trị đau do thoái hóa khớp","78300"
"Điện châm điều trị ù tai","78300"
"Điện châm điều trị giảm khứu giác","78300"
"Điện châm điều trị liệt do tổn thương đám rối dây thần kinh","78300"
"Điện châm điều trị giảm đau do zona","78300"
"Điện châm điều trị liệt do viêm đa rễ, đa dây thần kinh","78300"
"Điện châm điều trị chứng tic cơ mặt","78300"
"Xoa bóp bấm huyệt điều trị liệt chi trên","76000"
"Xoa bóp bấm huyệt điều trị liệt chi dưới","76000"
"Xoa bóp bấm huyệt điều trị liệt nửa người do tai biến mạch máu não","76000"
"Xoa bóp bấm huyệt điều trị hội chứng thắt lưng- hông","76000"
"Xoa bóp bấm huyệt điều trị cứng khớp chi trên","76000"
"Xoa bóp bấm huyệt điều trị cứng khớp chi dưới","76000"
"Xoa bóp bấm huyệt điều trị choáng, ngất","76000"
"Xoa bóp bấm huyệt điều trị chứng ù tai","76000"
"Xoa bóp bấm huyệt điều trị giảm khứu giác","76000"
"Xoa bóp bấm huyệt điều trị liệt do bệnh của cơ","76000"
"Xoa bóp bấm huyệt điều trị tâm căn suy nhược","76000"
"Xoa bóp bấm huyệt điều trị đau đầu, đau nửa đầu","76000"
"Xoa bóp bấm huyệt điều trị mất ngủ","76000"
"Xoa bóp bấm huyệt điều trị hội chứng stress","76000"
"Xoa bóp bấm huyệt điều trị thiểu năng tuần hoàn não mạn tính","76000"
"Xoa bóp bấm huyệt điều trị tổn thương rễ, đám rối và dây thần kinh","76000"
"Xoa bóp bấm huyệt điều trị tổn thương dây thần kinh V","76000"
"Xoa bóp bấm huyệt điều trị liệt dây thần kinh số VII ngoại biên","76000"
"Xoa bóp bấm huyệt điều trị sụp mi","76000"
"Xoa bóp bấm huyệt điều trị viêm thần kinh thị giác sau giai đoạn cấp","76000"
"Xoa bóp bấm huyệt điều trị hội chứng tiền đình","76000"
"Xoa bóp bấm huyệt điều trị giảm thính lực","76000"
"Xoa bóp bấm huyệt điều trị viêm mũi xoang","76000"
"Xoa bóp bấm huyệt điều trị đau thần kinh liên sườn","76000"
"Xoa bóp bấm huyệt điều trị viêm khớp dạng thấp","76000"
"Xoa bóp bấm huyệt điều trị đau do thoái hóa khớp","76000"
"Xoa bóp bấm huyệt điều trị đau lưng","76000"
"Xoa bóp bấm huyệt điều trị viêm quanh khớp vai","76000"
"Xoa bóp bấm huyệt điều trị hội chứng vai gáy","76000"
"Xoa bóp bấm huyệt điều trị chứng tic cơ mặt","76000"
"Xoa bóp bấm huyệt điều trị rối loạn cảm giác đầu chi","76000"
"Xoa bóp bấm huyệt điều trị bí đái cơ năng","76000"
"Xoa bóp bấm huyệt điều trị liệt tứ chi do chấn thương cột sống","76000"
"Điều trị bằng sóng ngắn","41100"
"Điều trị bằng dòng điện một chiều đều","48900"
"Điều trị bằng điện phân dẫn thuốc","48900"
"Điều trị bằng các dòng điện xung","44900"
"Điều trị bằng siêu âm","48700"
"Điều trị bằng sóng xung kích","71200"
"Điều trị bằng dòng giao thoa","30800"
"Điều trị bằng tia hồng ngoại","40900"
"Đo liều sinh học trong điều trị tia tử ngoại","40200"
"Điều trị bằng tia tử ngoại tại chỗ","40200"
"Điều trị bằng tia tử ngoại toàn thân","40200"
"Điều trị bằng Parafin","46000"
"Điều trị bằng máy kéo giãn cột sống","50800"
"Kỹ thuật tập tay và bàn tay cho người bệnh liệt nửa người","51800"
"Kỹ thuật tập đứng và đi cho người bệnh liệt nửa người","59300"
"Tập ngồi thăng bằng tĩnh và động","59300"
"Tập đứng thăng bằng tĩnh và động","59300"
"Tập đi với thanh song song","33400"
"Tập đi với khung tập đi","33400"
"Tập đi with nạng (nạng nách, nạng khuỷu)","33400"
"Tập đi with gậy","33400"
"Tập đi with bàn xương cá","33400"
"Tập đi trên máy thảm lăn (Treadmill)","33400"
"Tập lên, xuống cầu thang","33400"
"Tập đi trên các địa hình khác nhau (dốc, sỏi, gồ ghề...)","33400"
"Tập đi with chân giả trên gối","33400"
"Tập đi with chân giả dưới gối","33400"
"Tập đi with khung treo","33400"
"Tập vận động thụ động","59300"
"Tập vận động có trợ giúp","59300"
"Tập vận động có kháng trở","59300"
"Tập vận động trên bóng","33400"
"Tập trong bồn bóng nhỏ","33400"
"Tập tạo thuận thần kinh cơ cảm thụ bản thể chức năng","59300"
"Tập với thang tường","33400"
"Tập với giàn treo các chi","33400"
"Tập với ròng rọc","14700"
"Tập với dụng cụ quay khớp vai","33400"
"Tập với dụng cụ chèo thuyền","33400"
"Tập thăng bằng với bàn bập bênh","33400"
"Tập với máy tập thăng bằng","33400"
"Tập với ghế tập mạnh cơ tứ đầu đùi","14700"
"Tập với xe đạp tập","14700"
"Tập với bàn nghiêng","33400"
"Tập các kiểu thở","32900"
"Tập ho có trợ giúp","32900"
"Kỹ thuật kéo nắn trị liệu","54800"
"Kỹ thuật xoa bóp vùng","51300"
"Kỹ thuật xoa bóp toàn thân","64900"
"Tập điều hợp vận động","59300"
"Tập mạnh cơ đáy chậu (cơ sàn chậu, pelvis floor)","318700"
"Kỹ thuật tập sử dụng và điều khiển xe lăn","33400"
"Tập tri giác và nhận thức","51400"
"Điện châm [kim dài]","85300"
"Điều trị vết thương mạn tính bằng chiếu tia plasma","36600"
"Phẫu thuật cắt bỏ u nang vành tai, u bã đậu dái tai [gây mê]","1385400"
"Phẫu thuật cắt bỏ u nang vành tai, u bã đậu dái tai [gây tê]","874800"
"Phẫu thuật lấy đường rò luân nhĩ [gây tê]","580400"
"Phẫu thuật lấy đường rò luân nhĩ [gây mê]","3209900"
"Đặt ống thông khí màng nhĩ","3209900"
"Khâu vết rách vành tai","194700"
"Trích rạch màng nhĩ","69300"
"Bơm hơi vòi nhĩ","126500"
"Lấy dị vật tai [kính hiển vi, gây mê]","530700"
"Lấy dị vật tai [kính hiển vi, gây tê]","170600"
"Chọc hút dịch vành tai","64300"
"Làm thuốc tai","22000"
"Lấy nút biểu bì ống tai ngoài","70300"
"Phẫu thuật nội soi mở xoang sàng","3180600"
"Phẫu thuật nội soi mở xoang bướm","4211900"
"Nâng xương chính mũi sau chấn thương [gây mê]","2804100"
"Phẫu thuật cắt Amidan gây tê hoặc gây mê","1217100"
"Phẫu thuật nội soi cắt polyp mũi [gây mê]","705900"
"Phẫu thuật nội soi cắt polyp mũi [gây tê]","489500"
"Phẫu thuật nội soi mở dẫn lưu/cắt bỏ u nhầy xoang","5244100"
"Phẫu thuật nội soi chỉnh hình cuốn mũi dưới","4211900"
"Phẫu thuật nội soi bịt lỗ thủng vách ngăn mũi","3526900"
"Phẫu thuật chỉnh hình vách ngăn","3526900"
"Phẫu thuật nội soi chỉnh hình vách ngăn mũi","3526900"
"Nội soi chọc thông xoang trán/xoang bướm","310500"
"Nội soi đốt điện cuốn mũi dưới [gây tê]","489900"
"Nội soi đốt điện cuốn mũi dưới [gây tê]","705500"
"Bẻ cuốn mũi","165500"
"Nội soi bẻ cuốn mũi dưới","165500"
"Nâng sống mũi sau chấn thương","2804100"
"Nội soi sinh thiết u vòm [gây mê]","1601900"
"Nội soi sinh thiết u vòm [gây tê]","545500"
"Phương pháp Proetz","69300"
"Nhét bấc mũi sau","139000"
"Nhét bấc mũi trước","139000"
"Cầm máu mũi bằng vật liệu cầm máu [1 bên]","216500"
"Cầm máu mũi bằng vật liệu cầm máu [1 bên]","286500"
"Lấy dị vật mũi [gây mê]","705500"
"Lấy dị vật mũi [không gây mê]","213900"
"Nội soi lấy dị vật mũi gây tê/gây mê [gây mê]","705500"
"Nội soi lấy dị vật mũi gây tê/gây mê [gây tê]","213900"
"Phẫu thuật xử trí chảy máu sau cắt Amidan (gây mê)","3045800"
"Phẫu thuật nạo VA gây mê nội khí quản","852900"
"Cắt polyp ống tai [gây tê]","2122100"
"Cắt polyp ống tai [gây tê]","634500"
"Lấy sỏi ống tuyến Wharton đường miệng","1051700"
"Trích áp xe quanh Amidan","295500"
"Trích áp xe quanh Amidan","771900"
"Cắt phanh lưỡi [không gây mê]","344200"
"Cắt phanh lưỡi [gây mê]","771900"
"Lấy dị vật họng miệng","43100"
"Đốt họng hạt bằng nhiệt","89400"
"Đốt họng hạt bằng nhiệt","89400"
"Khí dung mũi họng","27500"
"Chích áp xe thành sau họng gây tê/gây mê","295500"
"Chích áp xe thành sau họng gây tê/gây mê","771900"
"Nội soi hạ họng ống cứng lấy dị vật gây tê/gây mê","545500"
"Nội soi thanh quản ống cứng lấy dị vật gây tê/gây mê [gây tê]","404900"
"Chọc rửa xoang hàm","310500"
"Phẫu thuật nội soi chỉnh hình cuốn mũi giữa","4211900"
"Lấy dị vật hạ họng","43100"
"Nâng xương chính mũi sau chấn thương [gây tê]","1326200"
"Phẫu thuật nội soi mở xoang hàm","3180600"
"Trích nhọt ống tai ngoài","218500"
"Trích áp xe phần mềm lớn","218500"
"Trích áp xe phần mềm lớn","218500"
"Khâu vết thương phần mềm dài trên 10 cm [tổn thương nông]","269500"
"Khâu vết thương phần mềm dài trên 10 cm [tổn thương nông]","354200"
"Khâu vết thương phần mềm dài trên 10 cm [tổn thương nông]","354200"
"Khâu vết thương phần mềm dài dưới 10 cm [tổn thương nông]","194700"
"Khâu vết thương phần mềm dài dưới 10 cm [tổn thương nông]","194700"
"Khâu vết thương phần mềm dài dưới 10 cm [tổn thương nông]","289500"
"Khâu vết thương phần mềm dài dưới 10 cm [tổn thương nông]","289500"
"Thay băng, cắt chỉ vết mổ","40300"
"Thay băng điều trị vết thương mạn tính","279500"
"Thay băng, cắt chỉ vết mổ","64300"
"Thay băng vết mổ [chiều dài trên 15cm đến 30 cm]","89500"
"Thay băng, cắt chỉ vết mổ","121400"
"Thay băng, cắt chỉ vết mổ","148600"
"Thay băng, cắt chỉ vết mổ","193600"
"Thay băng, cắt chỉ vết mổ","275600"
"Phẫu thuật kết hợp xương gãy xương đòn","4102500"
"Phẫu thuật kết hợp xương gãy thân xương cánh tay","4102500"
"Phẫu thuật kết hợp xương gãy lồi cầu ngoài xương cánh tay [gây tê]","4102500"
"Phẫu thuật kết hợp xương gãy mỏm khuỷu","4324900"
"Phẫu thuật kết hợp xương gãy Monteggia","4102500"
"Phẫu thuật kết hợp xương gãy thân 2 xương cẳng tay","4102500"
"Phẫu thuật kết hợp xương gãy xương quay kèm trật khớp quay trụ dưới","4102500"
"Phẫu thuật kết hợp xương gãy đầu dưới xương quay","4102500"
"Phẫu thuật kết hợp xương gãy thân đốt bàn và ngón tay","4102500"
"Phẫu thuật tổn thương gân duỗi cẳng và bàn ngón tay","3302900"
"Phẫu thuật tổn thương gân gấp của cổ tay và cẳng tay","3302900"
"Phẫu thuật tổn thương gân gấp bàn - cổ tay","3302900"
"Phẫu thuật kết hợp xương gãy thân xương đùi","4102500"
"Phẫu thuật kết hợp xương gãy bánh chè","4324900"
"Phẫu thuật kết hợp xương gãy thân xương chày","4102500"
"Phẫu thuật kết hợp xương gãy thân 2 xương cẳng chân","4102500"
"Phẫu thuật kết hợp xương gãy đầu dưới xương chày (Pilon)","4102500"
"Phẫu thuật kết hợp xương gãy mắt cá trong","4102500"
"Phẫu thuật kết hợp xương gãy mắt cá ngoài","4102500"
"Phẫu thuật kết hợp xương gãy trật đốt bàn ngón chân","4324900"
"Phẫu thuật thương tích phần mềm các cơ quan vận động","5204600"
"Phẫu thuật vết thương bàn tay tổn thương gân duỗi","3302900"
"Phẫu thuật vết thương phần mềm tổn thương gân gấp","3302900"
"Phẫu thuật kết hợp xương gãy xương đốt bàn ngón tay","4102500"
"Phẫu thuật kết hợp xương gãy nội khớp xương khớp ngón tay","4102500"
"Phẫu thuật kết hợp xương gãy lồi cầu xương khớp ngón tay","4102500"
"Phẫu thuật gãy xương đốt bàn ngón tay","4102500"
"Phẫu thuật kết hợp xương gãy đầu dưới xương quay","4102500"
"Phẫu thuật điều trị bệnh DE QUER VAIN và ngón tay cò súng","3923600"
"Phẫu thuật kết hợp xương gãy xương đốt bàn và đốt ngón chân","4102500"
"Phẫu thuật tổn thương gân chày trước","3302900"
"Phẫu thuật tổn thương gân duỗi dài ngón I","3302900"
"Phẫu thuật làm mỏm cụt ngón và đốt bàn ngón","3226900"
"Phẫu thuật cắt cụt cẳng tay, cánh tay","3994900"
"Phẫu thuật tổn thương gân Achille","3302900"
