Ten dich vu,Gia (VND)
"Xoa bóp bấm huyệt điều trị đau lưng","65500"
"Xoa bóp bấm huyệt điều trị viêm quanh khớp vai","65500"
"Xoa bóp bấm huyệt điều trị hội chứng vai gáy","65500"
"Xoa bóp bấm huyệt điều trị tắc tia sữa","65500"
"Xoa bóp bấm huyệt điều trị rối loạn kinh nguyệt","65500"
"Xoa bóp bấm huyệt điều trị hội chứng tiền mãn kinh","65500"
"Cứu điều trị hội chứng thắt lưng- hông thể phong hàn","35500"
"Cứu điều trị đau đầu, đau nửa đầu thể hàn","35500"
"Cứu điều trị ngoại cảm phong hàn","35500"
"Cứu điều trị liệt dây thần kinh số VII ngoại biên thể hàn","35500"
"Cứu điều trị đau vai gáy cấp thể hàn","35500"
"Cứu điều trị rối loạn tiêu tiện thể hàn","35500"
"Cứu điều trị cảm cúm thể hàn","35500"
"Cứu điều trị rối loạn tiêu hóa thể hàn","35500"
"Cấp cứu ngừng tim","500000"
"Cố định gãy xương sườn bằng băng dính to bản","49900"
"Thay băng điều trị vết bỏng dưới 10% diện tích cơ thể ở người lớn","242000"
"Đặt dây truyền dịch ngoại vi điều trị bệnh nhân bỏng","21000"
"Theo dõi nhịp tim thai và cơn co tử cung bằng monitor sản khoa","55000"
"Làm thuốc vết khâu tầng sinh môn nhiễm khuẩn","85600"
"Khám thai","50000"
"Thủ thuật xoắn políp cổ tử cung, âm đạo","388000"
"Lấy dị vật âm đạo","573000"
"Chích áp xe tuyến Bartholin","831000"
"Sinh thiết cổ tử cung, âm hộ, âm đạo","382000"
"Hút buồng tử cung do rong kinh, rong huyết","204000"
"Khám phụ khoa","50000"
"Soi cổ tử cung","61500"
"Làm thuốc âm đạo","10000"
"Cấy - tháo thuốc tránh thai (loại một nang)","210000"
"Đặt và tháo dụng cụ tử cung","218000"
"Lấy dị vật kết mạc","64400"
"Lấy calci kết mạc","35200"
"Cắt chỉ khâu da mi đơn giản","32000"
"Đốt lông xiêu, nhổ lông siêu","47900"
"Chích chắp, lẹo, nang lông mi; chích áp xe mi, kết mạc","78400"
"Cấp cứu bỏng mắt ban đầu","338000"
"Soi đáy mắt trực tiếp","52500"
"Khám lâm sàng mắt","29000"
"Đo thị lực","73000"
"Thử kính","20000"
"Chích nhọt ống tai ngoài","62600"
"Làm thuốc tai","20500"
"Lấy nút biểu bì ống tai ngoài","62900"
"Rút meche, rút merocel hốc mũi","200000"
"Lấy dị vật họng miệng","40800"
"Khí dung mũi họng","20400"
"Khâu vết thương đơn giản vùng đầu, mặt, cổ (Tổn thương nông chiều dài < 10 cm)","178000"
"Khâu vết thương đơn giản vùng đầu, mặt, cổ (Tổn thương nông chiều dài ≥ 10 cm)","237000"
"Khâu vết thương đơn giản vùng đầu, mặt, cổ (Tổn thương sâu chiều dài < 10 cm)","257000"
"Khâu vết thương đơn giản vùng đầu, mặt, cổ (Tổn thương sâu chiều dài ≥ 10 cm)","305000"
"Cắt chỉ sau phẫu thuật","32900"
"Thay băng vết mổ","81600"
"Chích áp xe nhỏ vùng đầu cổ","182000"
"Điều trị viêm quanh răng","150000"
"Chích áp xe lợi","72200"
"Lấy cao răng","134000"
"Chụp tủy bằng Hydroxit canxi","268000"
"Điều trị sâu ngà răng phục hồi bằng Composite","243000"
"Điều trị sâu ngà răng phục hồi bằng Amalgam","243000"
"Điều trị sâu ngà răng phục hồi bằng GlassIonomer Cement","243000"
"Phục hồi cổ răng bằng GlassIonomer Cement","333000"
"Phục hồi cổ răng bằng Composite","337000"
"Tẩy trắng răng tủy sống bằng máng thuốc","1000000"
"Hàm giả tháo lắp bán phần nền nhựa thường","400000"
"Hàm giả tháo lắp toàn phần nền nhựa thường","1000000"
"Hàm khung kim loại","1200000"
"Tháo cầu răng giả","300000"
"Tháo chụp răng giả","200000"
"Sửa hàm giả gãy","194000"
"Thêm răng cho hàm giả tháo lắp","300000"
"Thêm móc cho hàm giả tháo lắp","300000"
"Nhổ răng vĩnh viễn","203000"
"Nhổ răng vĩnh viễn lung lay","101000"
"Nhổ chân răng vĩnh viễn","187000"
"Cắt lợi xơ cho răng mọc","447000"
"Cắt lợi trùm răng khôn hàm dưới","158000"
"Trám bít hố rãnh với Composite hóa trùng hợp","208000"
"Trám bít hố rãnh với Composite quang trùng hợp","208000"
"Trám bít hố rãnh bằng nhựa Sealant","150000"
"Trám bít hố rãnh bằng GlassIonomer Cement","208000"
"Hàn răng không sang chấn với GlassIonomer Cement","150000"
"Dự phòng sâu răng bằng máng có Gel Fluor","545000"
"Điều trị răng sữa sâu ngà phục hồi bằng Amalgam","95200"
"Điều trị răng sữa sâu ngà phục hồi bằng GlassIonomer Cement","95200"
"Nhổ răng sữa","37300"
"Nhổ chân răng sữa","37300"
"Chích Apxe lợi trẻ em","100000"
"Điều trị viêm lợi trẻ em (do mảng bám)","131000"
"Siêu âm tuyến giáp","100000"
"Siêu âm các tuyến nước bọt","100000"
"Siêu âm ổ bụng (gan mật, tụy, lách, thận, bàng quang)","100000"
"Siêu âm hệ tiết niệu (thận, tuyến thượng thận, bàng quang, tiền liệt tuyến)","100000"
"Siêu âm tử cung phần phụ","179000"
"Siêu âm thai (thai, nhau thai, nước ối)","100000"
"Siêu âm Doppler các khối u trong ổ bụng","100000"
"Siêu âm Doppler gan lách","100000"
"Siêu âm Doppler mạch máu ổ bụng (động mạch chủ, mạch treo tràng trên, thân tạng...)","100000"
"Siêu âm Doppler động mạch thận","100000"
"Siêu âm Doppler tử cung phần phụ","100000"
"Siêu âm Doppler tĩnh mạch chậu, chủ dưới","100000"
"Siêu âm phần mềm (da, tổ chức dưới da, cơ....)","100000"
"Siêu âm Doppler động mạch, tĩnh mạch chi dưới","100000"
"Siêu âm tim, màng tim qua thành ngực","219000"
"Siêu âm Doppler tim, van tim","219000"
"Siêu âm tuyến vú hai bên","100000"
"Siêu âm Doppler tuyến vú","100000"
"Chụp Xquang sọ thẳng nghiêng","68200"
"Chụp Xquang mặt thẳng nghiêng","68200"
"Chụp Xquang Blondeau","68200"
"Chụp Xquang Hirtz","68200"
"Chụp Xquang răng cận chóp (Periapical)","13100"
"Chụp Xquang cột sống cổ thẳng nghiêng","68200"
"Chụp Xquang cột sống cổ C1-C2","55200"
"Chụp Xquang cột sống thắt lưng thẳng nghiêng","68200"
"Chụp Xquang cột sống thắt lưng L5-S1 thẳng nghiêng","68200"
"Chụp Xquang cột sống cùng cụt thẳng nghiêng","68200"
"Chụp Xquang khung chậu thẳng","55200"
"Chụp Xquang xương đòn thẳng hoặc chếch","55200"
"Chụp Xquang khớp vai thẳng","55200"
"Chụp Xquang khớp vai nghiêng hoặc chếch","55200"
"Chụp Xquang xương bả vai thẳng nghiêng","68200"
"Chụp Xquang xương cánh tay thẳng nghiêng","68200"
"Chụp Xquang khớp khuỷu thẳng, nghiêng hoặc chếch","68200"
"Chụp Xquang khớp khuỷu gấp (Jones hoặc Coyle)","55200"
"Chụp Xquang xương cẳng tay thẳng nghiêng","68200"
"Chụp Xquang xương cổ tay thẳng nghiêng hoặc chếch","68200"
"Chụp Xquang xương bàn ngón tay thẳng, nghiêng hoặc chếch","68200"
"Chụp Xquang khớp háng thẳng hai bên","68200"
"Chụp Xquang khớp háng nghiêng","55200"
"Chụp Xquang xương đùi thẳng nghiêng","68200"
"Chụp Xquang khớp gối thẳng, nghiêng hoặc chếch","68200"
"Chụp Xquang xương bánh chè và khớp đùi bánh chè","68200"
"Chụp Xquang xương cẳng chân thẳng nghiêng","68200"
"Chụp Xquang xương cổ chân thẳng, nghiêng hoặc chếch","68200"
"Chụp Xquang xương bàn, ngón chân thẳng, nghiêng hoặc chếch","68200"
"Chụp Xquang xương gót thẳng nghiêng","68200"
"Chụp Xquang ngực thẳng","55200"
"Chụp Xquang ngực nghiêng hoặc chếch mỗi bên","55200"
"Chụp Xquang xương ức thẳng, nghiêng","68200"
"Chụp Xquang khớp ức đòn thẳng chếch","55200"
"Chụp Xquang đỉnh phổi ưỡn","55200"
"Điện tim thường","32000"
"Đo thị lực","73000"
"Định lượng sắt huyết thanh","32300"
"Huyết đồ (bằng máy đếm tổng trở)","69300"
"Tìm ký sinh trùng sốt rét trong máu (bằng phương pháp thủ công)","36900"
"Máu lắng (bằng phương pháp thủ công)","23100"
"Xét nghiệm tế bào cặn nước tiểu (bằng phương pháp thủ công)","43100"
"Định nhóm máu hệ ABO (Kỹ thuật trên giấy)","39100"
"Định nhóm máu hệ Rh (Kỹ thuật trên giấy)","31100"
"Xét nghiệm sàng lọc giang mai đối với đơn vị máu toàn phần và thành phần máu bằng kỹ thuật RPR","37800"
"Xét nghiệm sàng lọc ký sinh trùng sốt rét đối với đơn vị máu toàn phần và thành phần máu bằng kỹ thuật nhuộm giemsa soi kính hiển vi","36900"
"Định lượng Acid Uric","21500"
"Định lượng Albumin","21500"
"Đo hoạt độ ALP (Alkalin Phosphatase)","21500"
"Đo hoạt độ ALT (GPT)","21500"
"Đo hoạt độ AST (GOT)","21500"
"Định lượng Bilirubin trực tiếp","21500"
"Định lượng Bilirubin gián tiếp","21500"
"Định lượng Bilirubin toàn phần","21500"
"Định lượng Calci toàn phần","16000"
"Định lượng Cholesterol toàn phần","26900"
"Định lượng Creatinin","21500"
"Định lượng Glucose","21500"
"Đo hoạt độ GGT (Gama Glutamyl Transferase)","19200"
"Định lượng HbA1c","101000"
"Định lượng HDL-C (High density lipoprotein Cholesterol)","26900"
"Định lượng LDL - C (Low density lipoprotein Cholesterol)","26900"
"Định lượng Sắt","32300"
"Định lượng Triglycerid","26900"
"Định lượng Urê","21500"
"Định tính Amphetamin (test nhanh)","43100"
"Định tính beta hCG (test nhanh)","23300"
"Định tính Marijuana (THC) (test nhanh)","43100"
"Định tính Opiate (test nhanh)","43100"
"Định tính Morphin (test nhanh)","42900"
"Định tính Codein (test nhanh)","42900"
"Định tính Heroin (test nhanh)","42900"
"Tổng phân tích nước tiểu (Bằng máy tự động)","27400"
"Vi khuẩn nhuộm soi","68000"
"AFB trực tiếp nhuộm Ziehl-Neelsen","200000"
"HBsAg test nhanh","53600"
"HBsAb test nhanh","59000"
"HBcAb test nhanh","59000"
"HBeAg test nhanh","59000"
"HBeAb test nhanh","59700"
"HCV Ab test nhanh","53000"
"HAV Ab test nhanh","80000"
"HEV IgM test nhanh","80000"
"HIV Ab test nhanh","53000"
"Dengue virus NS1Ag test nhanh","130000"
"Hồng cầu, bạch cầu trong phân soi tươi","38200"
"Đơn bào đường ruột soi tươi","41200"
"Trứng giun, sán soi tươi","47000"
"Trứng giun soi tập trung","47000"
"Strongyloides stercoralis (Giun lươn) ấu trùng soi tươi","41200"
"Plasmodium (Ký sinh trùng sốt rét) nhuộm soi định tính","32100"
"Trichomonas vaginalis soi tươi","41200"
"Vi nấm soi tươi","41700"
"Vi nấm nhuộm soi","41200"
"Nhuộm phiến đồ tế bào theo Papanicolaou","155000"
"Xử lý vết thương phần mềm nông vùng mi mắt","90000"
"Khám sức khỏe xin việc","76000"
"Khám sức khỏe theo TT 14","270000"
"Khám sức khỏe sổ hồng (Lần 1)","323000"
"Khám sức khỏe sổ hồng (Lần 2)","267800"
"Khám sức khỏe thi lấy bằng lái xe","247600"
"Xét nghiệm vi sinh nước (nước sinh hoạt, nước ăn uống)","160000"
"Xét nghiệm vi sinh nước (nước uống trực tiếp)","400000"
"Soi cổ tử cung màu","150000"
"Dịch vụ Bác sĩ tư vấn sức khỏe","67000"
"Công đọc kết quả xét nghiệm Pap's","50000"
