Ten dich vu,Gia (VND)
"Điều trị u mềm lây bằng nạo thương tổn (1 nốt)","380200"
"Điều trị bệnh da bằng ngâm, tắm","68900"
"Điều trị các bệnh lý của da bằng PUVA tại chỗ","306000"
"Điều trị các bệnh lý của da bằng UVB tại chỗ","40200"
"Điều trị sùi mào gà bằng đốt điện (mỗi lần 5 nốt)","399000"
"Điều trị bằng tia hồng ngoại","40900"
"Ghép da tự thân tem thư (post stam graft) dưới 10% diện tích cơ thể ở người lớn","4449400"
"Phẫu thuật điều trị u dưới móng","893600"
"Phẫu thuật chuyển gân gấp chung nông điều trị cò mềm các ngón tay cho người bệnh phong","3320600"
"Phẫu thuật chuyển gân điều trị liệt đối chiếu ngón cái cho người bệnh phong","3320600"
"Phẫu thuật chuyển gân điều trị hở mi (mắt thỏ) cho người bệnh phong","2572800"
"Phẫu thuật điều trị sa trễ mi dưới cho người bệnh phong","2292800"
"Phẫu thuật điều trị sập cầu mũi cho người bệnh phong","1932800"
"Phẫu thuật điều trị hẹp hố khẩu cái cho người bệnh phong","2847800"
"Phẫu thuật điều trị lỗ đáo có viêm xương cho người bệnh phong","694000"
"Phẫu thuật điều trị lỗ đáo không viêm xương cho người bệnh phong","649800"
"Phẫu thuật chuyển gân cơ chày sau điều trị cất cần cho người bệnh phong","3320600"
"Phẫu thuật xử lý vết thương da đầu phức tạp","5204600"
"Phẫu thuật khâu đơn giản vết thương vùng mặt cổ","2767900"
"Phẫu thuật cắt bỏ u da lành tính vùng da đầu dưới 2cm","771000"
"Phẫu thuật cắt bỏ u da lành tính vùng da đầu từ 2cm trở lên","771000"
"Phẫu thuật cắt bỏ ung thư da vùng da đầu dưới 2cm","2396200"
"Phẫu thuật cắt bỏ ung thư da vùng da đầu từ 2cm trở lên","3433300"
"Phẫu thuật ung thư biểu mô tế bào đáy vùng mặt, tạo hình vạt da, đóng khuyết da bằng phẫu thuật tạo hình thẩm mỹ đường kính 1-5 cm","4421700"
"Phẫu thuật Mohs điều trị ung thư da","4070500"
"Phẫu thuật điều trị hội chứng ống cổ tay","2698800"
"Phẫu thuật cắt bỏ khối u da ác tính mi mắt","4421700"
"Phẫu thuật ghép da tự thân vùng mi mắt","3044900"
"Phẫu thuật tạo hình cánh mũi bằng các vạt da có cuống mạch nuôi","3720600"
"Phẫu thuật tạo hình cánh mũi bằng ghép phức hợp vành tai","3720600"
"Phẫu thuật tạo hình môi từng phần bằng vạt tại chỗ","3720600"
"Phẫu thuật tạo hình môi từng phần bằng vạt lân cận","3720600"
"Phẫu thuật cắt bỏ u da lành tính vành tai","771000"
"Phẫu thuật cắt bỏ u da ác tính vành tai","4421700"
"Phẫu thuật điều trị vết thương bàn tay bằng các vạt da tại chỗ","3720600"
"Phẫu thuật điều trị vết thương ngón tay bằng các vạt da tại chỗ","3720600"
"Sinh thiết niêm mạc","138500"
"Sinh thiết hạch, cơ, thần kinh và các u dưới da","294500"
"Sinh thiết móng","377000"
"Sốc điện ngoài lồng ngực cấp cứu","532400"
"Thay băng vết thương hoặc mổ chiều dài từ trên 15 cm đến 30 cm nhiễm trùng","193600"
"Thay băng vết thương hoặc mổ chiều dài từ 30 cm đến 50 cm nhiễm trùng","148600"
"Thay băng cắt lọc vết thương mạn tính (Áp dụng đối với bệnh Pemphigus hoặc Pemphigoid hoặc ly thượng bì bọng nước bẩm sinh hoặc vết loét bàn chân do đái tháo đường hoặc vết loét, hoại tử ở bệnh nhân phong hoặc vết loét, hoại tử do tỳ đè)","279500"
"Thông đái","101800"
"Thụt tháo phân","92400"
"Xử lý vết thương phần mềm nông vùng mi mắt","1043500"
"Chụp Xquang sọ thẳng nghiêng","105300"
"Chụp Xquang mặt thẳng nghiêng","105300"
"Chụp Xquang Blondeau","73300"
"Chụp Xquang Hirtz","73300"
"Chụp Xquang hàm chếch một bên","73300"
"Chụp Xquang xương chính mũi nghiêng hoặc tiếp tuyến","73300"
"Chụp Xquang Schuller","73300"
"Chụp Xquang khớp thái dương hàm","73300"
"Chụp Xquang cột sống cổ thẳng nghiêng","73300"
"Chụp Xquang cột sống cổ chếch hai bên","73300"
"Chụp Xquang cột sống cổ động, nghiêng 3 tư thế","130300"
"Chụp Xquang cột sống cổ C1-C2","73300"
"Chụp Xquang cột sống ngực thẳng nghiêng hoặc chếch","73300"
"Chụp Xquang cột sống thắt lưng thẳng nghiêng","73300"
"Chụp Xquang khung chậu thẳng","73300"
"Chụp Xquang khớp vai thẳng","73300"
"Chụp Xquang xương bả vai thẳng nghiêng","73300"
"Chụp Xquang xương cánh tay thẳng nghiêng","73300"
"Chụp Xquang khớp khuỷu thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang xương cẳng tay thẳng nghiêng","73300"
"Chụp Xquang xương cổ tay thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang xương bàn ngón tay thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang khớp háng thẳng hai bên","73300"
"Chụp Xquang khớp háng nghiêng","73300"
"Chụp Xquang xương đùi thẳng nghiêng","73300"
"Chụp Xquang khớp gối thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang xương cẳng chân thẳng nghiêng","73300"
"Chụp Xquang xương cổ chân thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang xương bàn, ngón chân thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang ngực thẳng","73300"
"Chụp Xquang ngực nghiêng hoặc chếch mỗi bên","73300"
"Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng","73300"
"Chụp Xquang sọ tiếp tuyến","73300"
"Chụp Xquang cột sống thắt lưng chếch hai bên","73300"
"Chụp Xquang cột sống cùng cụt thẳng nghiêng","73300"
"Chụp Xquang khớp cùng chậu thẳng chếch hai bên","130300"
"Chụp Xquang xương đòn thẳng hoặc chếch","73300"
"Chụp Xquang khớp vai nghiêng hoặc chếch","73300"
"Chụp Xquang khớp khuỷu gập (Jones hoặc Coyle)","73300"
"Chụp Xquang xương bánh chè và khớp đùi bánh chè","73300"
"Chụp Xquang xương gót thẳng nghiêng","73300"
"Chụp Xquang xương ức thẳng, nghiêng","73300"
"Chụp Xquang khớp ức đòn thẳng chếch","73300"
"Chụp Xquang đỉnh phổi ưỡn","73300"
"Chụp Xquang thực quản cổ nghiêng","264800"
"Chụp Xquang thực quản dạ dày","264800"
"Chụp Xquang đường dò","446800"
"Siêu âm tuyến giáp","58600"
"Siêu âm các tuyến nước bọt","58600"
"Siêu âm cơ phần mềm vùng cổ mặt","58600"
"Siêu âm hạch vùng cổ","58600"
"Siêu âm thành ngực (cơ, phần mềm thành ngực)","58600"
"Siêu âm ổ bụng (gan mật, tụy, lách, thận, bàng quang)","58600"
"Siêu âm hệ tiết niệu (thận, tuyến thượng thận, bàng quang, tiền liệt tuyến)","58600"
"Siêu âm thai (thai, nhau thai, nước ối)","58600"
"Siêu âm Doppler các khối u trong ổ bụng","89300"
"Siêu âm tử cung buồng trứng qua đường bụng","58600"
"Siêu âm Doppler tử cung, buồng trứng qua đường bụng","89300"
"Siêu âm thai nhi trong 3 tháng đầu","58600"
"Siêu âm thai nhi trong 3 tháng giữa","58600"
"Siêu âm thai nhi trong 3 tháng cuối","58600"
"Siêu âm phần mềm (da, tổ chức dưới da, cơ….)","58600"
"Siêu âm Doppler động mạch, tĩnh mạch chi dưới","252300"
"Siêu âm tim, màng tim qua thành ngực","252300"
"Siêu âm tuyến vú hai bên","58600"
"Siêu âm Doppler tuyến vú","89300"
"Siêu âm tinh hoàn hai bên","58600"
"Siêu âm Doppler tinh hoàn, mào tinh hoàn hai bên","89300"
"Siêu âm màng phổi","58600"
"Siêu âm ống tiêu hóa (dạ dày, ruột non, đại tràng)","58600"
"Siêu âm Doppler gan lách","89300"
"Siêu âm Doppler mạch máu ổ bụng (động mạch chủ, mạc treo tràng trên, thân tạng…)","252300"
"Siêu âm Doppler động mạch thận","252300"
"Siêu âm Doppler tử cung phần phụ","89300"
"Siêu âm Doppler tĩnh mạch chậu, chủ dưới","252300"
"Siêu âm khớp (gối, háng, khuỷu, cổ tay….)","58600"
"Điều trị hạt cơm bằng Nitơ lỏng (Mỗi lần 1-5 thương tổn hoặc 5cm2 diện tích da)","380200"
"Điều trị sẩn cục bằng Nitơ lỏng (Mỗi lần 1-5 thương tổn hoặc 5cm2 diện tích da)","380200"
"Điều trị bớt sùi bằng Nitơ lỏng (Mỗi lần 1-5 thương tổn hoặc 5cm2 diện tích da)","380200"
"Giường Nội khoa loại 2 Hạng I - Khoa Da liễu","273800"
"Định lượng TSH (Thyroid Stimulating hormone) [Máu]","61700"
"Định lượng FT3 (Free Triiodothyronine) [Máu]","67300"
"Định lượng FT4 (Free Thyroxine) [Máu]","67300"
"Điện tâm đồ (Điện tim thường)","39900"
"Điều trị đau do bệnh Zona bằng chiếu Laser He-ne không thay băng (thương tổn rỉ dịch đã khô không cần chăm sóc vết thương)","278900"
"Định lượng Vancomycin [Máu]","543000"
"Treponema pallidum test nhanh","261000"
"Phẫu thuật tạo hình biến dạng môi trong sẹo khe hở môi một bên","2888600"
"Phẫu thuật tạo hình nhân trung","2396200"
"Phẫu thuật cắt bỏ tuyến vú phụ","3135800"
"Phẫu thuật cấy mỡ bàn tay","4630500"
"Phẫu thuật cấy mỡ vùng mông","4630500"
"Điều trị loét lỗ đáo cho người bệnh phong bằng chiếu laser Hé- Né","278900"
"Khí dung đường thở ở người bệnh nặng","27500"
"Mở khí quản","759800"
