Ten dich vu,Gia (VND)
"Chụp Xquang ngực thẳng [thẳng và nghiêng] [Tại giường]","105300"
"Chụp Xquang ngực nghiêng hoặc chếch mỗi bên [Tại giường]","73300"
"Chụp Xquang ngực thẳng [Tại giường]","73300"
"Chụp Xquang mặt thấp hoặc mặt cao [Tại giường]","73300"
"Chụp Xquang khớp khuỷu gập (Jones hoặc Coyle) [Tại giường]","73300"
"Chụp Xquang ống tuyến sữa","426800"
"Chụp Xquang tuyến nước bọt","426800"
"Chụp Xquang phim đo sọ thẳng, nghiêng (Cephalometric)","105300"
"Chụp Xquang tại phòng mổ","73300"
"Chụp Xquang tại giường","73300"
"Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng","73300"
"Chụp Xquang đỉnh phổi ưỡn","73300"
"Chụp Xquang khớp ức đòn thẳng chếch","105300"
"Chụp Xquang xương bánh chè và khớp đùi bánh chè","105300"
"Chụp Xquang xương đùi thẳng nghiêng","73300"
"Chụp Xquang xương cổ tay thẳng, nghiêng hoặc chếch","105300"
"Chụp Xquang cột sống cùng cụt thẳng nghiêng","105300"
"Chụp Xquang cột sống thắt lưng động, gập ưỡn","105300"
"Chụp Xquang cột sống thắt lưng L5-S1 thẳng nghiêng","105300"
"Chụp Xquang cột sống ngực thẳng nghiêng hoặc chếch","105300"
"Chụp Xquang cột sống cổ C1-C2","105300"
"Chụp Xquang cột sống cổ chếch hai bên","105300"
"Chụp Xquang Schuller","73300"
"Chụp Xquang hố yên thẳng hoặc nghiêng","73300"
"Chụp Xquang xương chính mũi nghiêng hoặc tiếp tuyến","73300"
"Chụp Xquang hàm chếch một bên","73300"
"Chụp Xquang hốc mắt thẳng nghiêng","105300"
"Chụp Xquang sọ tiếp tuyến","73300"
"Chụp khu trú dị vật nội nhãn","105300"
"Chụp khu trú dị vật nội nhãn","73300"
"Chụp Xquang phim đo sọ thẳng, nghiêng (Cephalometric)","73300"
"Chụp Xquang khớp ức đòn thẳng chếch","73300"
"Chụp Xquang xương bả vai thẳng nghiêng","73300"
"Chụp Xquang cột sống cùng cụt thẳng nghiêng","73300"
"Chụp Xquang cột sống thắt lưng động, gập ưỡn","73300"
"Chụp Xquang cột sống thắt lưng L5-S1 thẳng nghiêng","73300"
"Chụp Xquang cột sống thắt lưng chếch hai bên","73300"
"Chụp Xquang cột sống thắt lưng thẳng nghiêng","73300"
"Chụp Xquang cột sống ngực thẳng nghiêng hoặc chếch","73300"
"Chụp Xquang cột sống cổ C1-C2","73300"
"Chụp Xquang cột sống cổ chếch hai bên","73300"
"Chụp Xquang cột sống cổ thẳng nghiêng","73300"
"Chụp Xquang hốc mắt thẳng nghiêng","73300"
"Chụp Xquang mặt thẳng nghiêng","73300"
"Chụp Xquang khớp vai nghiêng hoặc chếch","73300"
"Chụp Xquang khớp vai thẳng","73300"
"Chụp Xquang xương ức thẳng, nghiêng","73300"
"Chụp Xquang xương gót thẳng nghiêng","73300"
"Chụp Xquang xương bàn, ngón chân thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang xương cổ chân thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang xương cẳng chân thẳng nghiêng","73300"
"Chụp Xquang xương bánh chè và khớp đùi bánh chè","73300"
"Chụp Xquang khớp gối thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang xương đùi thẳng nghiêng [số hóa 1 phim]","73300"
"Chụp Xquang xương cánh tay thẳng nghiêng [Trái, phải]","73300"
"Chụp Xquang khớp khuỷu thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang xương cổ tay thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang xương bàn ngón tay thẳng, nghiêng hoặc chếch","73300"
"Chụp Xquang sọ thẳng nghiêng","105300"
"Chụp Xquang sọ thẳng/nghiêng","73300"
"Chụp Xquang đại tràng","304800"
"Chụp Xquang thực quản dạ dày","264800"
"Chụp Xquang niệu đạo bàng quang ngược dòng","604800"
"Chụp Xquang niệu đồ tĩnh mạch (UIV)","649800"
"Chụp Xquang tử cung vòi trứng","451800"
"Chụp Xquang cột sống cổ động, nghiêng 3 tư thế","130300"
"Chụp Xquang khớp cùng chậu thẳng chếch hai bên","130300"
"Chụp Xquang toàn bộ chi dưới thẳng","130300"
"Chụp Xquang cột sống thắt lưng chếch hai bên","105300"
"Chụp Xquang cột sống thắt lưng thẳng nghiêng","105300"
"Chụp Xquang cột sống cổ thẳng nghiêng","105300"
"Chụp Xquang khớp vai thẳng [thẳng và nghiêng]","105300"
"Chụp Xquang xương ức thẳng, nghiêng","105300"
"Chụp Xquang xương bả vai thẳng nghiêng","105300"
"Chụp Xquang xương cánh tay thẳng nghiêng","105300"
"Chụp Xquang khớp khuỷu thẳng, nghiêng hoặc chếch","105300"
"Chụp Xquang xương cẳng tay thẳng nghiêng","105300"
"Chụp Xquang xương bàn ngón tay thẳng, nghiêng hoặc chếch","105300"
"Chụp Xquang xương đùi thẳng nghiêng [số hóa 2 phim]","105300"
"Chụp Xquang khớp gối thẳng, nghiêng hoặc chếch","105300"
"Chụp Xquang xương cổ chân thẳng, nghiêng hoặc chếch","105300"
"Chụp Xquang xương gót thẳng nghiêng","105300"
"Chụp Xquang xương bàn, ngón chân thẳng, nghiêng hoặc chếch","105300"
"Chụp Xquang mặt thẳng nghiêng","105300"
"Chụp Xquang xương cẳng chân thẳng nghiêng","105300"
"Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng [thẳng và nghiêng]","105300"
"Chụp Xquang khớp háng nghiêng","73300"
"Chụp Xquang khớp háng thẳng hai bên","73300"
"Chụp Xquang khung chậu thẳng","73300"
"Chụp Xquang xương đòn thẳng hoặc chếch","73300"
"Chụp Xquang Hirtz","73300"
"Chụp Xquang Blondeau","73300"
"Chụp Xquang cột sống thắt lưng De Sèze","73300"
"Chụp Xquang ngực thẳng [thẳng và nghiêng]","105300"
"Chụp Xquang ngực nghiêng hoặc chếch mỗi bên","73300"
"Chụp Xquang ngực thẳng","73300"
"Chụp Xquang mặt thấp hoặc mặt cao","73300"
"Chụp Xquang khớp khuỷu gập (Jones hoặc Coyle)","73300"
"Chụp Xquang bao rễ thần kinh [Tại giường]","441800"
"Chụp Xquang bể thận-niệu quản xuôi dòng [Tại giường]","579800"
"Chụp Xquang mặt tụy ngược dòng qua nội soi [Tại giường]","280800"
"Chụp Xquang ruột non [Tại giường]","124300"
"Chụp Xquang thực quản dạ dày [Tại giường]","124300"
"Chụp Xquang tuyến vú [Tại giường]","102300"
"Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng [thẳng và nghiêng] [Tại giường]","77300"
"Chụp Xquang thực quản cổ nghiêng [Tại giường]","109300"
"Chụp Xquang xương ức thẳng, nghiêng [Tại giường]","77300"
"Chụp Xquang ngực thẳng [thẳng và nghiêng] [Tại giường]","77300"
"Chụp Xquang toàn bộ chi dưới thẳng [Tại giường]","77300"
"Chụp Xquang xương bàn, ngón chân thẳng, nghiêng hoặc chếch [Tại giường]","77300"
"Chụp Xquang xương cổ chân thẳng, nghiêng hoặc chếch [Tại giường]","77300"
"Chụp Xquang xương cẳng chân thẳng nghiêng [Tại giường]","77300"
"Chụp Xquang xương bánh chè và khớp đùi bánh chè [Tại giường]","77300"
"Chụp Xquang khớp gối thẳng, nghiêng hoặc chếch [Tại giường]","77300"
"Chụp Xquang xương đùi thẳng nghiêng [> 24x30 cm, 2 tư thế] [Tại giường]","77300"
"Chụp Xquang xương bàn ngón tay thẳng, nghiêng hoặc chếch [Tại giường]","77300"
"Chụp Xquang xương cổ tay thẳng, nghiêng hoặc chếch [Tại giường]","77300"
"Chụp Xquang khớp khuỷu thẳng, nghiêng hoặc chếch [Tại giường]","77300"
"Chụp Xquang xương bả vai thẳng nghiêng [Tại giường]","77300"
"Chụp Xquang cột sống thắt lưng động, gập ưỡn [Tại giường]","77300"
"Chụp Xquang cột sống thắt lưng chếch hai bên [Tại giường]","77300"
"Chụp Xquang cột sống thắt lưng thẳng nghiêng [Tại giường]","77300"
"Chụp Xquang cột sống cổ chếch hai bên [Tại giường]","77300"
"Chụp Xquang cột sống cổ thẳng nghiêng [Tại giường]","77300"
"Chụp Xquang mặt thẳng nghiêng [Tại giường]","77300"
"Chụp Xquang bàng quang trên xương mu [Tại giường]","246800"
"Chụp Xquang đường dò [Lỗ dò cản quang] [Tại giường]","446800"
"Chụp Xquang đường mật qua Kehr [Tại giường]","280800"
"Chụp Xquang bao rễ thần kinh","441800"
"Chụp Xquang mặt tụy ngược dòng qua nội soi","280800"
"Chụp Xquang ruột non","124300"
"Chụp Xquang tuyến vú","102300"
"Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng [thẳng và nghiêng]","77300"
"Chụp Xquang thực quản quản cổ nghiêng","109300"
"Chụp Xquang khớp ức đòn thẳng chếch","77300"
"Chụp Xquang xương ức thẳng, nghiêng","77300"
"Chụp Xquang ngực thẳng [thẳng và nghiêng]","77300"
"Chụp Xquang toàn bộ chi dưới thẳng","77300"
"Chụp Xquang xương bàn, ngón chân thẳng, nghiêng hoặc chếch","77300"
"Chụp Xquang xương cổ chân thẳng, nghiêng hoặc chếch","77300"
"Chụp Xquang xương cẳng chân thẳng nghiêng","77300"
"Chụp Xquang khớp gối thẳng, nghiêng hoặc chếch","77300"
"Chụp Xquang xương đùi thẳng nghiêng [> 24x30 cm, 2 tư thế]","77300"
"Chụp Xquang xương bàn ngón tay thẳng, nghiêng hoặc chếch","77300"
"Chụp Xquang xương cổ tay thẳng, nghiêng hoặc chếch","77300"
"Chụp Xquang khớp khuỷu thẳng, nghiêng hoặc chếch","77300"
"Chụp Xquang xương bả vai thẳng nghiêng","77300"
"Chụp Xquang cột sống thắt lưng chếch hai bên","77300"
"Chụp Xquang cột sống thắt lưng thẳng nghiêng","77300"
"Chụp Xquang cột sống cổ chếch hai bên","77300"
"Chụp Xquang cột sống cổ thẳng nghiêng","77300"
"Chụp Xquang mặt thẳng nghiêng","77300"
"Chụp Xquang bàng quang trên xương mu","246800"
"Chụp Xquang đường dò [ Lỗ dò cản quang ]","446800"
"Chụp Xquang đường mật qua Kehr","280800"
"[YHCT] Xoa bóp bấm huyệt điều trị béo phì","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị bí đái","76000"
"[YHCT]Xoa bóp bấm huyệt điều trị tổn thương rễ, đám rối và dây thần kinh","76000"
"Điều trị bằng tia hồng ngoại","40900"
"[YHCT] Cứu điều trị rối loạn kinh nguyệt thể hàn","37000"
"[YHCT] Cứu điều trị đau bụng kinh thể hàn","37000"
"[YHCT] Cứu điều trị chậm phát triển trí tuệ ở trẻ bại não","37000"
"[YHCT] Cứu hỗ trợ điều trị bệnh tự kỷ thể hàn","37000"
"[YHCT] Cứu điều trị cảm cúm thể hàn","37000"
"[YHCT] Cứu điều trị rối loạn thần kinh thực vật thể hàn","37000"
"[YHCT] Cứu điều trị bí đái thể hàn","37000"
"[YHCT] Cứu điều trị đái dầm thể hàn","37000"
"[YHCT] Cứu điều trị rối loạn tiêu hóa thể hàn","37000"
"[YHCT] Cứu điều trị rối loạn đại tiểu tiện thể hàn","37000"
"[YHCT] Cứu điều trị nôn nấc thể hàn","37000"
"[YHCT] Cứu điều trị rối loạn cảm giác đầu chi thể hàn","37000"
"[YHCT] Cứu điều trị đau đầu, đau nửa đầu thể hàn","37000"
"[YHCT] Cứu điều trị khàn tiếng thể hàn","37000"
"[YHCT] Cứu điều trị giảm khứu giác thể hàn","37000"
"[YHCT] Cứu điều trị ù tai thể hàn","37000"
"[YHCT] Cứu điều trị bệnh tự kỷ thể hàn","37000"
"[YHCT] Cứu điều trị bại não thể hàn","37000"
"[YHCT] Cứu điều trị liệt do bệnh của cơ thể hàn","37000"
"[YHCT] Cứu điều trị liệt nửa người thể hàn","37000"
"[YHCT] Cứu điều trị liệt chi dưới thể hàn","37000"
"[YHCT] Cứu điều trị liệt chi trên thể hàn","37000"
"[YHCT] Cứu điều trị liệt hàn","37000"
"[YHCT] Cứu điều trị ngoại cảm phong hàn","37000"
"[YHCT] Cứu điều trị đau vai gáy cấp thể hàn","37000"
"[YHCT] Cứu điều trị liệt thần kinh VII ngoại biên thể hàn","37000"
"[YHCT] Cứu điều trị đau bụng ỉa chảy thể hàn","37000"
"[YHCT] Cứu điều trị đau thần kinh toạ thể hàn","37000"
"[YHCT] Cứu điều trị đau lưng thể hàn","37000"
"[YHCT] Xoa bóp bấm huyệt điều trị đau bụng kinh","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị rối loạn kinh nguyệt","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị bệnh tự kỷ ở trẻ em","76000"
"[YHCT] Xoa bóp bấm huyệt phục hồi chức năng vận động ở trẻ bại não","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị chậm phát triển trí tuệ ở trẻ bại não","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị hysteria","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị đau răng","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị sa trực tràng","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị đái dầm","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị giảm đau do ung thư","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị giảm đau sau phẫu thuật","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị liệt tứ chi do chấn thương cột sống","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị rối loạn chức năng do chấn thương sọ não","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị béo phì","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị rối loạn thần kinh thực vật","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị rối loạn cảm giác","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị rối loạn tiêu hóa","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị táo bón","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị rối loạn đại, tiểu tiện","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị viêm cơ cứng cơ delta","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị rối loạn cảm giác đầu chi","76000"
"[YHCT] [DV] Xoa bóp bấm huyệt điều trị nôn, nấc","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị chứng tic cơ mặt","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị hội chứng vai gáy","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị viêm quanh khớp vai","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị đau mỏi cơ","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị đau lưng","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị thoái hóa khớp","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị viêm khớp dạng thấp","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị nôn, nấc","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị đau dạ dày","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị đau ngực, sườn","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị đau thần kinh liên sườn","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị đau vùng ngực","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị huyết áp thấp","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị tăng huyết áp","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị hen phế quản","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị viêm mũi xoang","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị giảm thính lực","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị hội chứng tiền đình","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị giảm thị lực do teo gai thị","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị lác","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị viêm thần kinh thị giác sau giai đoạn cấp","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị sụp mi","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị liệt dây thần kinh số VII ngoại biên","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị tổn thương dây thần kinh V","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị thiếu máu não mạn tính","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị stress","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị mất ngủ","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị đau đầu, đau nửa đầu","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị động kinh","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị hội chứng ngoại tháp","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị tâm căn suy nhược","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị teo cơ","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị liệt các dây thần kinh","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị liệt do bệnh của cơ","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị giảm khứu giác","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị chứng ù tai","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị bệnh tự kỷ","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị choáng ngất","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị cứng khớp chi dưới","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị cứng khớp chi trên","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị bại não trẻ em","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị do viêm não","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị đau thần kinh toạ","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị liệt nửa người","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị liệt chi dưới","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị liệt chi trên","76000"
"[YHCT] Xoa bóp bấm huyệt điều trị liệt","76000"
"[YHCT] [DV] Thủy châm điều trị sa trực tràng","144600"
"[YHCT] [DV] Thủy châm điều trị phục hồi chức năng vận động ở trẻ bại não","144600"
"[YHCT] [DV] Thủy châm điều trị chậm phát triển trí tuệ ở trẻ bại não","144600"
"[YHCT] [DV] Thủy châm điều trị liệt do tổn thương đám rối cánh tay ở trẻ em","144600"
"[YHCT] [DV] Thủy châm điều trị bệnh tự kỷ ở trẻ em","144600"
"[YHCT] [DV] Thủy châm điều trị liệt trẻ em","144600"
"[YHCT] [DV] Thủy châm điều trị bại liệt trẻ em","144600"
"[YHCT] [DV] Thủy châm điều trị tâm căn suy nhược","144600"
"[YHCT] [DV] Thủy châm điều trị mày đay","144600"
"[YHCT] [DV] Thủy châm hỗ trợ điều trị bệnh vẩy nến","144600"
"[YHCT] [DV] Thủy châm điều trị hội chứng tiền đình","144600"
"[YHCT] [DV] Thủy châm điều trị đau răng","144600"
"[YHCT] [DV] Thủy châm điều trị giảm đau do ung thư","144600"
"[YHCT] [DV] Thủy châm điều trị giảm đau sau phẫu thuật","144600"
"[YHCT] [DV] Thủy châm điều trị liệt tứ chi do chấn thương cột sống","144600"
"[YHCT] [DV] Thủy châm điều trị rối loạn chức năng do chấn thương sọ não","144600"
"[YHCT] [DV] Thủy châm điều trị bướu cổ đơn thuần","144600"
"[YHCT] [DV] Thủy châm điều trị rối loạn thần kinh thực vật","144600"
"[YHCT] [DV] Thủy châm điều trị đái dầm","144600"
"[YHCT] [DV] Thủy châm điều trị rối loạn cảm giác","144600"
"[YHCT] [DV] Thủy châm điều trị rối loạn tiêu hóa","144600"
"[YHCT] [DV] Thủy châm điều trị táo bón","144600"
"[YHCT] [DV] Thủy châm điều trị rối loạn đại, tiểu tiện","144600"
"[YHCT] [DV] Thủy châm điều trị cơn đau quặn thận","144600"
"[YHCT] [DV] Thủy châm điều trị viêm cơ cứng cơ delta","144600"
"[YHCT] [DV] Thủy châm điều trị rối loạn cảm giác đầu chi","144600"
"[YHCT] [DV] Thủy châm điều trị chứng tic","144600"
"[YHCT] [DV] Thủy châm điều trị hội chứng vai gáy","144600"
"[YHCT] [DV] Thủy châm điều trị viêm quanh khớp vai","144600"
"[YHCT] [DV] Thủy châm điều trị đau mỏi cơ","144600"
"[YHCT] [DV] Thủy châm điều trị đau lưng","144600"
"[YHCT] [DV] Thủy châm điều trị thoái hóa khớp","144600"
"Điều trị vết thương mạn tính bằng đèn hồng ngoại","40900"
"Thủy trị liệu chi thể điều trị vết bỏng (30 phút)","68900"
"Điều trị vết thương chậm liền bằng laser he-ne","36600"
"Điều trị tổn thương bỏng bằng máy sưởi ấm bức xạ","40900"
"Kéo nắn cột sống thắt lưng","54800"
"Kéo nắn cột sống cổ","54800"
"[YHCT] Kéo nắn cột sống thắt lưng","54800"
"[YHCT] Kéo nắn cột sống cổ","54800"
"Xoa bóp phòng chống loét trong các bệnh thần kinh (một ngày)","64900"
"Kỹ thuật sử dụng nẹp chỉnh hình tư thế chân, tay cho người bệnh sau bỏng","59300"
"Kỹ thuật sử dụng nẹp chỉnh hình tư thế cổ cho bệnh nhân sau bỏng","59300"
"Kỹ thuật kéo giãn cho trẻ em bị vẹo cổ bẩm sinh","54800"
"Vận động trị liệu hô hấp","32900"
