Ten dich vu,Gia (VND)
"Chụp Xquang sọ tiếp tuyến","130000"
"Siêu âm Doppler tim","400000"
"Chụp Xquang cột sống ngực thẳng nghiêng hoặc chếch","200000"
"Chụp Xquang cột sống thắt lưng thẳng nghiêng","200000"
"Siêu âm Doppler xuyên sọ","400000"
"Siêu âm Doppler xuyên sọ cấp cứu tại giường","400000"
"Chụp Xquang cột sống thắt lưng chếch hai bên","200000"
"Siêu âm Doppler mạch máu khối u gan","400000"
"Chụp Xquang cột sống thắt lưng L5-S1 thẳng nghiêng","200000"
"Chụp Xquang cột sống thắt lưng động, gập ưỡn","200000"
"Siêu âm Doppler mạch máu hệ tĩnh mạch cửa hoặc mạch máu ổ bụng","400000"
"Chụp Xquang khớp cùng chậu thẳng chếch hai bên","300000"
"Siêu âm Doppler mạch máu ổ bụng (động mạch chủ, mạc treo tràng trên, thân tạng…)","400000"
"Chụp Xquang khung chậu thẳng","200000"
"Siêu âm Doppler động mạch thận","400000"
"Chụp Xquang xương đòn thẳng hoặc chếch","200000"
"Siêu âm Doppler tĩnh mạch chậu, chủ dưới","400000"
"Siêu âm Doppler động mạch tử cung","400000"
"Siêu âm Doppler động mạch, tĩnh mạch chi dưới","400000"
"Siêu âm tim cấp cứu tại giường","400000"
"Siêu âm màng phổi cấp cứu","160000"
"Đặt máy tạo nhịp","8450000"
"Chụp và nút mạch dị dạng mạch chi (trên, dưới) số hóa xóa nền","26000000"
"Chụp và điều trị lấy huyết khối qua ống thông điều trị tắc mạch chi số hóa xóa nền","26000000"
"Chụp và nong động mạch chi (trên, dưới) số hóa xóa nền","26000000"
"Chụp và đặt lưới lọc tĩnh mạch chủ số hóa xóa nền","20100000"
"Chụp, nong và đặt Stent động mạch chi (trên, dưới) số hóa xóa nền","26000000"
"Chụp và can thiệp tĩnh mạch chi (trên, dưới) số hóa xóa nền","26000000"
"Chụp, nong và đặt stent động mạch vành","20000000"
"Thay van động mạch chủ qua da","19913000"
"Nong và đặt stent động mạch vành","20000000"
"Nong đặt Stent đường mật số hóa xóa nền","13300000"
"Dẫn lưu đường mật số hóa xóa nền","11500000"
"Điều trị thoát vị đĩa đệm qua da số hóa xóa nền","11300000"
"Sinh thiết thận dưới hướng dẫn siêu âm","2500000"
"Sinh thiết gan dưới hướng dẫn siêu âm","9500000"
"Sinh thiết thận ghép dưới hướng dẫn siêu âm","1500000"
"Chụp Xquang tại phòng mổ","200000"
"Chụp động mạch vành","13500000"
"Chụp động mạch não số hóa xóa nền (DSA)","13000000"
"Chụp, nong động mạch vành bằng bóng","12000000"
"Chụp Xquang đại tràng","604000"
"Chụp tĩnh mạch số hóa xóa nền (DSA)","11000000"
"Chụp tĩnh mạch chi số hóa xóa nền (DSA)","11000000"
"Chụp động mạch chi (trên, dưới) số hóa xóa nền (DSA)","13000000"
"Chụp động mạch tạng (gan, lách, thận, tử cung, sinh dục..) số hóa xóa nền (DSA)","13000000"
"Chụp Xquang niệu quản-bể thận ngược dòng","800000"
"Chụp Xquang thực quản dạ dày","507000"
"Chụp bàng quang có bơm thuốc cản quang (chưa thuốc) DVYT","461000"
"Chụp Xquang đường mật qua Kehr","850000"
"Chụp và nút động mạch điều trị cầm máu các tạng số hóa xóa nền","11750000"
"Chụp và nút dị dạng mạch các tạng số hóa xóa nền","20100000"
"Chụp và nút mạch mạc treo (tràng trên, tràng dưới) số hóa xóa nền","11750000"
"Chụp và can thiệp mạch tá tụy số hóa xóa nền","11750000"
"Chụp và nút mạch điều trị u gan số hóa xóa nền","11750000"
"Chụp và nút động mạch gan số hóa xóa nền","11750000"
"Chụp và can thiệp mạch lách số hóa xóa nền","20100000"
"Chụp, nong và đặt stent động mạch mạc treo (tràng trên, tràng dưới) số hóa xóa nền","22800000"
"Siêu âm tim qua thực quản","1215000"
"Siêu âm can thiệp - đặt ống thông dẫn lưu dịch màng bụng liên tục","514000"
"Siêu âm màng phổi cấp cứu","160000"
"Siêu âm tại giường","160000"
"Siêu âm trong lòng mạch vành (iVUS)","12300000"
"Chọc hút dịch ổ khớp dưới hướng dẫn siêu âm","550000"
"Chọc hút hạch (hoặc u) dưới hướng dẫn siêu âm","609000"
"Siêu âm Doppler mạch cấp cứu tại giường","400000"
"Đặt bóng đối xung động mạch chủ","12000000"
"Siêu âm khớp (một vị trí)","160000"
"Siêu âm phần mềm (một vị trí)","160000"
"Chụp đáy mắt không huỳnh quang","400000"
"Siêu âm các tuyến nước bọt","160000"
