Ten dich vu,Gia (VND)
Phẫu thuật thoát vị não và màng não có mảnh ghép nhân tạo,7964000
Phẫu thuật kẹp túi phình mạch não bằng xâm lấn tối thiểu (Keyhole),10558000
Phẫu thuật phình động mạch não sử dụng clip,10064000
Phẫu thuật điều trị tăng tiết mồ hôi tại chỗ vùng nách,7020000
Phẫu thuật cắt thuỳ phổi với dao siêu âm và stapler cắt phổi,43320000
"Phẫu thuật cắt thuỳ phổi, tạo hình khí ,phế quản với dao siêu âm và stapler cắt phổi",43806000
phẫu thuật cắt một phần phổi để làm giảm thể tích phổi,13155000
Phẫu thuật cắt u lành phổi với dao siêu âm và stapler cắt phổi,43806000
Phẫu thuật áp xe vú,5269000
Phẫu thuật dò thành ngực,6309000
Phẫu thuật lõm ngực bằng thanh nâng ngực,9063000
Phẫu thuật lõm ngực bằng thanh nâng ngực có nội soi lồng ngực hỗ trợ,15209000
Phẫu thuật lõm ngực bằng thanh nâng ngực và đặt túi ngực tạo hình,13771000
Phẫu thuật cố định xương sườn bằng nẹp vis,8889000
Phẫu thuật cố định xương ức bằng nẹp vis,8889000
Phẫu thuật rút thanh nâng ngực lõm,6515000
Phẫu thuật rút thanh nâng ngực lõm có nội soi lồng ngực hỗ trợ,6770000
Rút thanh kim loại sau phẫu thuật nâng ngực,6506000
Sinh thiết màng ngoài tim,13120000
Ghép thận,50899000
Phẫu thuật làm hẹp hệ thống động tĩnh mạch do tăng cung lượng,6595000
Nong niệu quản,8297000
Cắm lại niệu quản – bàng quang,14736000
"Thay ống thông dẫn lưu thận, bàng quang",8984000
Tạo hình niệu đạo bằng vạt da tự thân,11253000
Phẫu thuật tạo hình niệu đạo bằng niêm mạc má,8194000
Đặt bộ phận giả chữa bí đái do phì đại tuyến tiền liệt.,5384000
Cắt tinh mạc,4871000
Cắt mào tinh,7861000
Cắt thể Morgani xoắn,7469000
Nối ống dẫn tinh sau phẫu thuật đình sản,7729000
Đặt tinh hoàn nhân tạo,7711000
Tạo van chống trào ngược dạ dày – thực quản,10265000
Sinh thiết hạch bẹn,736000
Sinh thiết hạch nách,204000
Sinh thiết hạch ổ bụng bằng mổ mở,5394000
Sinh thiết hạch trên đòn,756000
Phẫu thuật cắt da thừa cạnh hậu môn,4574000
Chọc dò ổ áp xe hay ổ tụ dịch trong hay cạnh gan dưới hướng dẫn của siêu âm,1839000
Chọc tháo ổ áp xe hay ổ tụ dịch trong hay cạnh gan dưới hướng dẫn của siêu âm,1839000
Dẫn lưu ổ áp xe hay ổ tụ dịch trong hay cạnh gan dưới hướng dẫn của siêu âm,1839000
Cắt gan phải nối ống gan trái hồng tràng Roux-en-Y,14777000
Cắt gan trái nối ống gan phải hồng tràng Roux-en-Y,14777000
Dẫn lưu túi mật xuyên gan ra da (PTGBD),2849000
"Nối mật -ruột, nối vị tràng kèm miệng nối Braun (Phẫu thuật Warren)",7471000
Cắt khối tá tụy kèm cắt động mạch mạc treo tràng trên,14148000
Cắt khối tá tụy kèm cắt động mạch gan,14148000
Cắt khối tá tụy kèm cắt tĩnh mạch cửa,14148000
Cắt khối tá tụy kèm cắt tĩnh mạch mạc treo tràng trên,14148000
Cắt khối tá tụy nạo hạch triệt để,14157000
Cắt đầu tụy bảo tồn tá tràng,14121000
Phẫu thuật khâu nối gân gấp nhiều ngón tay,9380000
Kết hợp xương đặt lại chỗ bám dây chằng chéo trước,12075000
"Phẫu thuật điều trị chèn ép khoang chi dưới ( mông, đùi, cẳng chân, bàn chân )",4955000
"Phẫu thuật điều trị chèn ép khoang chi trên( vai, cánh tay, cẳng tay, bàn tay)",4499000
Tái tạo dây chằng vòng khớp quay trụ trên,13402000
Phẫu thuật cắt sẹo xấu co rút gấp ngón tay,8326000
Phẫu thuật lấy bỏ u phần mềm,4835000
Phẫu thuật giải ép phía trước và ghép xương liên thân đốt,7387000
Phẫu thuật thoát vị đĩa đệm cổ vi phẫu,7796000
"Phẫu thuật thoát vị đĩa đệm cổ vi phẫu có đặt đĩa đệm nhân tạo (đĩa đệm mềm, đĩa đệm cứng)",8122000
"Phẫu thuật thoát vị đĩa đệm cổ vi phẫu có đặt đĩa đệm nhân tạo (đĩa đệm mềm, đĩa đệm cứng) và nẹp vít",7519000
"Phẫu thuật thoát vị đĩa đệm cổ vi phẫu, can thiệp tối thiểu",7519000
"Phẫu thuật thoát vị đĩa đệm ngực vi phẫu có đặt đĩa đệm nhân tạo (đĩa đệm mềm, đĩa đệm cứng) và nẹp vít",7502000
"Phẫu thuật thoát vị đĩa đệm ngực vi phẫu, can thiệp tối thiểu",8606000
"Phẫu thuật lấy thân đốt sống, cố định cột sống và ghép xương liên thân đốt (xương tự thân có hoặc không có lồng titanium) (ALIP)",7502000
Phẫu thuật trượt thân đốt sống có sử dụng nẹp vít và ghép xương tự thân,5977000
Phẫu thuật trượt thân đốt sống có sử dụng nẹp vít và không ghép xương,7502000
Phẫu thuật trượt thân đốt sống có sử dụng nẹp vít và thay đĩa đệm nhân tạo,7502000
Phẫu thuật rút bộ thông Tenchkoff,4653000
Thay băng vết thương dưới 15 cm,593000
Thay băng sau phẫu thuật ghép da điều trị bỏng sâu,1006000
Thay băng và chăm sóc vùng lấy da,831000
Sử dụng thuốc tạo màng điều trị vết thương bỏng nông,782000
Gây mê thay băng bỏng,2880000
Ghép da đầu trong chấn thương,4026000
Ghép da tại giường,842000
Kỹ thuật tạo vạt da cân thượng đòn,5686000
Kỹ thuật tạo vạt da cân liên cột sau,5470000
Cắt các u nang giáp móng với dao siêu âm,2344000
Vét hạch dưới hàm đặt catheter động mạch lưỡi để truyền hoá chất,2702000
Cắt u xơ vòm mũi họng,2344000
Mở đường dưới thái dương (Ugo-Fish) lấy khối u xơ vòm mũi họng,3725000
Cắt u thành bên họng,2920000
Cắt u thành sau họng,3005000
Cắt u thành bên lan lên đáy sọ,3061000
Cắt u lành tính thanh quản,3339000
Cắt toàn bộ thanh quản và một phần họng có vét hạch hệ thống,3320000
Cắt ung thư tai-xương chũm và nạo vét hạch,2459000
Tạo hình cánh mũi do ung thư,2635000
Phẫu thuật cắt u khí quản,12567000
Phẫu thuật đốt u phổi bằng RFA,12236000
Các phẫu thuật điều trị ung thư tá tràng,25430000
Cắt toàn bộ đại tràng do ung thư và vét hạch hệ thống,11358000
"Cắt một nửa đại tràng phải, trái do ung thư kèm vét hạch hệ thống",10759000
"Cắt đoạn trực tràng do ung thư, cắt toàn bộ mạc treo trực tràng (TME).",11480000
Cắt trực tràng giữ lại cơ tròn,11533000
Cắt u mạc treo có cắt ruột,13531000
Cắt u mạc treo không cắt ruột,11372000
Cắt một nửa bàng quang và cắt túi thừa bàng quang,12143000
Cắt toàn bộ bàng quang và tạo hình bàng quang bằng ruột trong điều trị ung thư bàng quang,18644000
Cắt túi thừa niệu đạo,12082000
Cắt u nang buồng trứng kèm triệt sản,7186000
Phẫu thuật mở bụng/nội soi bóc u lành tử cung,15110000
Phẫu thuật cắt u vú có sinh thiết lạnh,9268000
Đốt u vú bằng RFA,1630000
Đốt u vú bằng laser,1630000
Đốt u vú bằng vi sóng,1560000
Cắt u xơ cơ xâm lấn,8646000
Phẫu thuật sinh thiết chân đoán,4634000
Phẫu thuật treo tử cung vào mỏm nhô xương cùng có giá đỡ qua nội soi kết hợp với đặt vòng nâng cổ bàng quang.,33389000
Hồi sức sơ sinh ngạt sau sinh,679000
Laser excimer điều trị tật khúc xạ,3348000
"Lấy da mi sa (mi trên, mi dưới, 2 mi) có hoặc không lấy mỡ dưới da mi",3529000
Phẫu thuật thủy tinh thể bằng phương pháp Phaco + có hoặc không đặt kính nội nhãn phối hợp cắt bè cùng mạc,4202000
"Phẫu thuật lấy mỡ mi mắt trên, dưới và tạo hình 2 mi",4295000
Phẫu thuật tạo nếp mi,3529000
Phẫu thuật điều trị hở mi,3341000
Phẫu thuật tạo hình mi,4295000
Thử kính,52000
Phẫu thuật xương chũm trong áp xe não do tai,8509000
Sinh thiết tai giữa,1160000
Phẫu thuật nội soi vùng chân bướm hàm,6982000
Phẫu thuật thắt động mạch hàm trong,5915000
Siêu âm 3D/4D khối u [Siêu âm tuyến vú 4D],527000
Khoan xoang trán,2394000
Phẫu thuật chỉnh hình xương hàm trên,6039000
Phẫu thuật chấn thương xương gò má,5489000
Phẫu thuật nội soi mũi xoang có sử dụng định vị Navigation,4190000
Nạo VA (gây tê),2130000
Phẫu thuật chỉnh hình thanh quản sau chấn thương,9604000
Phẫu thuật chỉnh hình khí quản sau chấn thương,7230000
Phẫu thuật nội soi chỉnh hình khí quản sau chấn thương,7101000
Phẫu thuật cắt bán phần dây thanh nội soi treo trong điều trị liệt cơ mở thanh quản,9204000
Trích áp xe vùng đầu cổ,733000
Sinh thiết u vùng cổ-mặt,2620000
Phẫu thuật thẩm mỹ nâng sống mũi lõm bằng vật liệu ghép tự thân,17426000
Phẫu thuật thẩm mỹ nâng sống mũi lõm bằng vật liệu ghép tổng hợp (không tính tiền vật liệu),9868000
Phẫu thuật tạo hình cánh mũi bằng vạt da,8962000
Phẫu thuật tạo hình chóp mũi bằng vạt da,11228000
Phẫu thuật tái tạo hình môi,8391000
Phẫu thuật thẩm mỹ làm dày môi,7861000
Phẫu thuật thẩm mỹ làm mỏng môi,6992000
Phẫu thuật lấy bỏ vật liệu ghép,2059000
Liên kết cố định răng lung lay bằng nẹp kim loại,571000
Phục hồi thân răng bằng Inlay/Onlay,1408000
Phục hồi thân răng có sử dụng chốt thân răng bằng các vật liệu khác nhau,805000
Chụp kim loại,849000
Chụp hợp kim thường cẩn sứ,1186000
Chụp hợp kim Titanium cẩn sứ,1292000
Chụp sứ toàn phần,1995000
Cầu hợp kim thường,955000
Cầu kim loại cẩn sứ,1292000
Cầu hợp kim Titanium cẩn sứ,1527000
Cầu sứ Cercon,2042000
Inlay/Onlay kim loại loại,863000
Cùi đúc Titanium,1028000
Inlay/Onlay kim loại,908000
Inlay/Onlay hợp kim Titanium,1196000
Hàm giả tháo lắp bán phần nền nhựa thường,1336000
Hàm giả tháo lắp toàn phần nền nhựa thường,2183000
Hàm khung kim loại,1405000
Hàm khung Titanium,1854000
Tháo cầu răng giả,298000
Tháo chụp răng giả,298000
Sửa hàm giả gãy,685000
Thêm răng cho hàm giả tháo lắp,803000
Thêm móc cho hàm giả tháo lắp,685000
Đệm hàm nhựa thường,607000
Phẫu thuật nhổ răng có tạo hình xương ổ răng,1292000
Phẫu thuật tạo hình xương ổ răng,1129000
Phẫu thuật nạo quanh cuống răng,1188000
"Phẫu thuật cắt, nạo xương ổ răng",578000
Cắt lợi di động để làm hàm giả,436000
Dự phòng sâu răng bằng máng có Gel Fluor,335000
Phẫu thuật chỉnh hình xương hàm trên một bên,15255000
Phẫu thuật chỉnh hình xương hàm trên hai bên,19789000
Phẫu thuật chỉnh hình xương hàm dưới một bên,15362000
Phẫu thuật chỉnh hình xương hàm dưới hai bên,19789000
Sơ cứu gãy xương vùng hàm mặt,1038000
Sơ cứu vết thương phần mềm vùng hàm mặt,540000
Phẫu thuật cắt đường rò luân nhĩ,4885000
"Phẫu thuật lấy xương chết, nạo rò điều trị viêm xương hàm",726000
Tập dưỡng sinh,86000
Kỹ thuật hướng dẫn người liệt hai chân ra vào xe lăn,46000
Kỹ thuật hướng dẫn người liệt nửa người ra vào xe lăn,46000
Tập các vận động thô của bàn tay,63000
Tập các vận động khéo léo của bàn tay,73000
Tập phối hợp hai tay,63000
Tập phối hợp tay mắt,63000
Tập phối hợp tay miệng,63000
"Tập các chức năng sinh hoạt hàng ngày (ADL) (ăn uống, tắm rửa, vệ sinh, vui chơi giải trí...)",73000
Tập điều hòa cảm giác,73000
Tập các chức năng sinh hoạt hàng ngày ADL với các dụng cụ trợ giúp thích nghi,73000
Kỹ thuật gương trị liệu (Mirror therapy),73000
Tập nói,75000
Tập luyện giọng,73000
Chụp cắt lớp vi tính phổi liều thấp tầm soát u (từ 64-128 dãy),1466000
Chụp và lấy máu tĩnh mạch tuyến thượng thận số hóa xóa nền,5680000
Chụp và lấy máu tĩnh mạch tuyến yên số hóa xóa nền,5674000
Sinh thiết phần mềm dưới cắt lớp vi tính,1879000
SPECT não với 99mTc HMPAO kết hợp nghiệm pháp Acetazolamide,294000
Xạ hình não với 99mTc TRODAT-1,294000
Xạ hình chức năng thận với 99mTc DTPA kết hợp nghiệm pháp Captopril,294000
"Nội soi siêu âm khí - phế quản ống mềm, sinh thiết xuyên thành phế quản",2948000
Đặt catheter tenchkoff qua nội soi ổ bụng,10678000
Sửa catheter tenchkoff qua nội soi ổ bụng,10678000
Nội soi máy nghiền tá tràng có tiền mê,364000
Nội soi sinh thiết niệu đạo,1310000
Nội soi niệu quản sinh thiết,8985000
Tán sỏi sỏi bàng quang kết hợp cắt đốt nội soi tuyến tiền liệt hoặc hẹp cổ bàng quang,4990000
Nội soi khớp điều trị,11110000
Nội soi khớp chẩn đoán,9372000
Thăm dò niệu động học bằng máy (Urodynamic),657000
Test hơi thở tìm vi khuẩn HP bằng C13,691000
Test hơi thở tìm vi khuẩn HP bằng C14,691000
Định lượng hoạt tính yếu tố V Leiden,1683000
Xét nghiệm PFA (Platelet Funtion Analyzer) bằng P2Y trên máy tự động (Tên khác: PFA bằng P2Y),1337000
Làm thủ thuật chọc hút hạch làm hạch đồ,75000
Xác định gen BCR-ABL1 bằng kỹ thuật RT-PCR,4555000
Xác định gen JAK2 V617F bằng kỹ thuật RT-PCR,4271000
Xét nghiệm sàng lọc giang mai đối với đơn vị máu toàn phần và thành phần máu bằng kỹ thuật ngưng kết hồng cầu/ vi hạt thụ động,115000
Xét nghiệm sàng lọc ký sinh trùng sốt rét đối với đơn vị máu toàn phần và thành phần máu bằng kỹ thuật ELISA,76000
Xét nghiệm sàng lọc CMV đối với đơn vị máu toàn phần và thành phần máu bằng kỹ thuật PCR/ NAT,921000
"Xét nghiệm sàng lọc viêm gan E đối với đơn vị máu toàn phần và thành phần máu bằng kỹ thuật ELISA, kỹ thuật PCR/ NAT",123000
"Xét nghiệm định nhóm máu hệ Kidd (Jka) đối với đơn vị máu bằng kỹ thuật ống nghiệm, bán tự động, tự động",270000
"Xét nghiệm định nhóm máu hệ Kidd (Jkb) đối với đơn vị máu bằng kỹ thuật ống nghiệm, bán tự động, tự động",270000
"Xét nghiệm định nhóm máu hệ Duffy (Fya) đối với đơn vị máu bằng kỹ thuật ống nghiệm, bán tự động, tự động",694000
"Xét nghiệm định nhóm máu hệ Duffy (Fyb) đối với đơn vị máu bằng kỹ thuật ống nghiệm, bán tự động, tự động",694000
"Xét nghiệm định nhóm máu hệ Lewis (Lea) đối với đơn vị máu bằng kỹ thuật ống nghiệm, bán tự động, tự động",201000
"Xét nghiệm định nhóm máu hệ Lewis (Leb) đối với đơn vị máu bằng kỹ thuật ống nghiệm, bán tự động, tự động",201000
Định nhóm máu hệ Ss ( xác định kháng nguyên S),447000
Định nhóm máu hệ Ss ( xác định kháng nguyên s),447000
Xét nghiệm Anti-HCV bằng kỹ thuật hóa phát quang,136000
Xét nghiệm phản ứng chéo tại giường bệnh trước truyền máu,44000
"Xét nghiệm phát máu (gồm cả định nhóm máu ABO, Rh-D, phản ứng hoà hợp)",216000
Điện di Lipoprotein,434000
Điện di Protein (máy tự động),274000
Định lượng T-uptake,164000
Định tính Heroin (test nhanh),59000
Lactat dịch,164000
Myoglobin niệu,188000
Định lượng Osteocalcin máu,227000
Điện di Protein Bence jones,2706000
Lipoprotein (a),375000
Methamphetamin niệu (test nhanh),59000
Methamphetamin (test nhanh),60000
Barbiturate (test nhanh),59000
Barbiturate niệu (test nhanh),59000
Benzodiazepin (test nhanh),188000
Benzodiazepin niệu (test nhanh),59000
Cocain (test nhanh),59000
Cocain niệu (test nhanh),59000
THC niệu (test nhanh),57000
Tỉ số A/C (albumin/creatinin niệu),127000
Bilirubin trực tiếp/ dịch chọc dò,38000
Bilirubin toàn phần/ dịch chọc dò,38000
A/G (tỉ số Albumin / Globulin ),52000
Acetylcholine receptor antibody (AchR-Ab),1578000
IL 6/ dịch chọc dò,275000
IAA (Insulin Autoantibodies),842000
Amikacin,332000
Anti Mitochondria Antibody (AMA),259000
Anti-A Disintegrin And Metalloproteinase-13,719000
Anti-Centromere,249000
Anti MPO,261000
Beta- lipoprotein,237000
Bộ xét nghiệm cytokines (13 xét nghiệm cytokines),2562000
Cellcept,723000
Ceton máu (bán định lượng),74000
Delta ALA,298000
DHEA-S ( ELISA),182000
Định lượng đồng,147000
Diquat,37000
Định lượng DPD (Deoxy pyridinoline) niệu,363000
E- Thiopurin methyltransferase,396000
EGF (Epidermal growth factor) máu,867000
EGF/ dịch chọc dò,867000
EGF-Biochip,867000
Free Hemoglobin,1145000
HbCO,147000
ICA (Islet Cell Autoantibodies),583000
IFNG (Interferon gamma) máu,867000
IFNG (Interferon gamma)/ dịch chọc dò,867000
Lipid máu,55000
Lysozyme dịch,988000
Lysozyme máu,988000
MCP-1 (Monocyte Chemoattractant Protein-1) máu,867000
MCP-1 (Monocyte Chemoattractant Protein-1)/ dịch chọc dò,867000
MEGX (Monoethylglycinexylidide),1247000
Metanephrine,560000
NSCLC (Non Small Cell Lung Cancer),515000
Oxalate nước tiểu,25000
Paraquat Dịch,36000
Paraquat Máu,37000
Paraquat Nước tiểu,36000
Phencyclidine niệu (PCP-test nhanh),56000
Serotonine,453000
Sirolimus,668000
ST2(sST2),554000
TNFA (Tumor necrosis factor alpha)/ dịch chọc dò,867000
TPA (trong K bàng quang),988000
Định lượng thuốc chống trầm cảm (Tricylic antidepressant),268000
Vascular endothelial growth factor (VEGF) máu,867000
Vascular endothelial growth factor (VEGF)/ dịch chọc dò,867000
Xét nghiệm phát hiện kháng thể kháng Phospholipid trong máu,532000
Định lượng ADA [dịch não tủy],82000
Định lượng ADA [dịch chọc dò],82000
Định lượng đồng [niệu 24 giờ],147000
Aspergillus Galactomannan miễn dịch bán tự động,719000
CRP (kỹ thuật ngưng kết),51000
Hain test phát hiện vi khuẩn lao kháng thuốc công thức I,627000
Legionella Pneumophila IgG - ELISA,164000
Legionella Pneumophila IgM - ELISA,180000
Leptospira IgM,154000
Pneumocystis carinii bằng kỹ thuật PCR,1155000
Quantiferon hoặc Interferon Gamma Release Assay (IGRA),1238000
"Phẫu thuật u sọ hầu, tuyến yên, vùng hố yên, tuyến tùng vi phẫu",12852000
"Vi phẫu thuật lấy u hố sau: u thuỳ Vermis, góc cầu tiểu não, tiểu não, u nguyên bào mạch máu",10352000
"Vi phẫu thuật cắt u máu tuỷ sống, dị dạng động tĩnh mạch trong tuỷ",9300000
Phẫu thuật nội soi lấy máu tụ nội sọ,15060000
Phẫu thuật nội soi nang màng nhện nội sọ,10954000
Phẫu thuật nội soi đốt u tuyến giáp bằng Microwave,16002000
Phẫu thuật thoát vị đĩa đệm cổ nội soi,8044000
Cắt thần kinh tạng qua nội soi lồng ngực,12218000
Phẫu thuật nội soi cắt một thùy phổi với dao siêu âm và stapler cắt phổi,20174000
Phẫu thuật nội soi cắt một thùy phổi kèm nạo vét hạch với dao siêu âm và stapler cắt phổi,20690000
Nội soi cắt cơ thắt điều trị co thắt tâm vị (POEM),912000
Phẫu thuật nội soi cắt thân và đuôi tụy + cắt lách,18203000
Phẫu thuật nội soi cắt nang tụy,5404000
Cắt tụy trung tâm qua nội soi,19279000
Phẫu thuật nội soi cắt đầu tụy bảo tồn tá tràng,19279000
Phẫu thuật nội soi cắt khối tá tụy nạo hạch D2,23906000
Phẫu thuật nội soi cắt tụy trung tâm,19279000
Phẫu thuật nội soi cắt tụy đoạn giữa,19279000
"Phẫu thuật nội soi cắt thân đuôi tụy, lách và tổ chức sau phúc mạc + nạo hạch (RAMPS)",19402000
Phẫu thuật nội soi Beger trong điều trị viêm tụy mạn do sỏi,16227000
Phẫu thuật nội soi đốt u tụy bằng Microwave,19993000
Phẫu thuật nội soi khác,26979000
Nội soi lấy thận ghép,26381000
Phẫu thuật nội soi cắt bạch mạch thận,14708000
Tạo hình khúc nối niệu quản – bể thận qua nội soi xuôi dòng (qua da),14328000
Nội soi niệu quản cắt nang,7463000
Cắt lọc - khâu vết thương da đầu mang tóc,3558000
Cắt lọc - khâu vết thương vùng trán,3558000
Phẫu thuật điều trị da đầu đứt rời bằng kỹ thuật vi phẫu,21826000
Phẫu thuật tạo hình che phủ khuyết phức hợp vùng đầu bằng vạt da cân xương tự do,18028000
"Tạo hình hộp sọ với mảnh ghép nhân tạo + nẹp, vít cố định",6814000
