Ten dich vu,Gia (VND)
"Chụp cộng hưởng từ vùng mặt - cổ (0.2-1.5T) [không có chất tương phản]","1341500"
"Chụp cộng hưởng từ xương và tủy xương (0.2-1.5T) [không có chất tương phản]","1341500"
"Nội soi bàng quang","975300"
"Cầm máu bằng clip trong chảy máu đường tiêu hóa","798300"
"Nội soi can thiệp - gắp giun, dị vật ống tiêu hóa","1743100"
"Nội soi can thiệp - làm Clo test chẩn đoán nhiễm H.Pylori","317000"
"Nội soi can thiệp - làm Clo test chẩn đoán nhiễm H.Pylori (có gây mê)","317000"
"Nội soi cắt polyp cổ bàng quang","1596600"
"Nội soi dạ dày thực quản cấp cứu chảy máu tiêu hóa cao để chẩn đoán và điều trị","798300"
"Nội soi dạ dày thực quản cấp cứu chảy máu tiêu hóa cao để chẩn đoán và điều trị-GÂY MÊ","798300"
"Nội soi đại tràng sigma không sinh thiết","352100"
"Nội soi đại tràng sigma không sinh thiết [có gây mê]","352100"
"Nội soi đại tràng sigma ổ có sinh thiết","468800"
"Nội soi đại tràng sigma ổ có sinh thiết [có gây mê]","468800"
"Nội soi đặt sonde JJ","1920900"
"Nội soi khâu lỗ thủng bàng quang qua ổ bụng","1596600"
"Nội soi nong hẹp thực quản","2373500"
"Nội soi nong niệu quản hẹp","950500"
"Nội soi ổ bụng- sinh thiết","1095300"
"Nội soi tán sỏi niệu quản (búa khí nén, siêu âm, laser).(nhi)","1345000"
"Nội soi thực quản - dạ dày - tá tràng không sinh thiết","276500"
"Nội soi thực quản - dạ dày - tá tràng không sinh thiết-Gây mê","276500"
"Nội soi thực quản ống mềm lấy dị vật gây tê/gây mê","350500"
"Nội soi thực quản-dạ dày, lấy dị vật","1743100"
"Nội soi trực tràng ống mềm","215200"
"Soi cổ tử cung","68100"
"Nội soi cầm máu mũi có sử dụng Meroxeo (2 bên)","286500"
"Nội soi đốt điện cuốn mũi dưới [gây mê]","705500"
"Nội soi đốt điện cuốn mũi dưới [gây tê]","489900"
"Nội soi họng","40000"
"Nội soi lấy dị vật mũi gây tê/gây mê","705500"
"Nội soi lấy dị vật tai gây mê/[gây tê]","530700"
"Nội soi mũi","40000"
"Nội soi tai","40000"
"Nội soi tai mũi họng","116100"
"Siêu âm + đo trục nhãn cầu","90300"
"Siêu âm các khối u phối ngoại vi","58600"
"Siêu âm các tuyến nước bọt","58600"
"Siêu âm hạch vùng cổ","58600"
"Siêu âm khớp (một vị trí)","58600"
"Siêu âm mắt (siêu âm thường quy)","69700"
"Siêu âm ổ bụng","58600"
"Siêu âm ổ bụng (gan mật, tụy, lách, thận, bàng quang)","58600"
"Siêu âm phần mềm (da, tổ chức dưới da, cơ....)","58600"
"Siêu âm phần mềm (một vị trí)","58600"
"Siêu âm tại giường","58600"
"Siêu âm tinh hoàn hai bên","58600"
"Siêu âm tuyến giáp","58600"
"Siêu âm tuyến vú hai bên","58600"
"Doppler động mạch cảnh, Doppler xuyên sọ","252300"
"Siêu âm cầu nối động mạch tĩnh mạch","252300"
"Siêu âm Doppler động mạch, tĩnh mạch chi dưới","252300"
"Siêu âm Doppler mạch máu","252300"
"Siêu âm Doppler tử cung, buồng trứng qua đường âm đạo","252300"
"Siêu âm thai (thai, nhau thai, nước ối)","58600"
"Siêu âm thai nhi trong 3 tháng đầu","58600"
"Siêu âm tim thai qua đường âm đạo","195600"
"Siêu âm tử cung buồng trứng qua đường âm đạo","195600"
"Siêu âm tử cung phần phụ","58600"
"Siêu âm Doppler tim","252300"
"Siêu âm tim tại giường","252300"
"Co cục máu đông (Tên khác: Co cục máu)","16000"
"Định lượng D-Dimer [Máu]","272900"
"Định lượng Fibrinogen (Tên khác: Định lượng yếu tố I), phương pháp gián tiếp, bằng máy tự động","60800"
"Định lượng yếu tố đông máu nội sinh VIIIc, IX, XI","248800"
"Định nhóm máu hệ ABO (Kỹ thuật ống nghiệm)","42100"
"Định nhóm máu hệ ABO (Kỹ thuật phiến đá)","42100"
"Định nhóm máu hệ ABO bằng giấy định nhóm máu để truyền chế phẩm tiểu cầu hoặc huyết tương","22200"
"Đặt nẹp vít điều trị gãy mâm chày và đầu trên xương chày (NHI-MÊ)","4102500"
