Ten dich vu,Gia (VND)
Cắt u kết mạc có hoặc không u giác mạc không ghép," 1,252,600   "
"Cắt u kết mạc, giác mạc có ghép kết mạc, màng ối hoặc giác mạc"," 930,200   "
Cắt u lành dương vật," 2,396,200   "
Cắt u lành phần mềm đường kính dưới 10 cm," 2,140,700   "
Cắt u lành phần mềm đường kính trên 10 cm," 2,140,700   "
"Cắt u lành tính ống hậu môn (u cơ, polyp…)"," 1,509,500   "
Cắt u mạc treo ruột," 5,141,100   "
Cắt u máu dưới da đầu có đường kính dưới 5 cm," 771,000   "
"Cắt u máu khu trú, đường kính dưới 5 cm"," 2,140,700   "
Cắt u mi cả bề dày không ghép," 812,100   "
"Cắt u nang bao hoạt dịch (cổ tay, khoeo chân, cổ chân)"," 1,456,700   "
Cắt u nang buồng trứng," 3,217,800   "
Cắt u phần mềm vùng cổ," 2,928,100   "
Cắt u phì đại lành tính tuyến tiền liệt qua nội soi," 4,302,500   "
Cắt u sùi đầu miệng sáo," 1,456,700   "
Cắt u tuyến nước bọt dưới hàm," 3,397,900   "
Cắt u thành âm đạo," 2,268,300   "
Cắt u vú lành tính," 3,135,800   "
Cắt u xương sụn lành tính," 4,085,900   "
"Cắt u, polyp trực tràng đường hậu môn"," 2,816,900   "
"Cắt, đốt sùi mào gà âm hộ; âm đạo; tầng sinh môn"," 889,700   "
"Cầm máu đơn giản sau phẫu thuật cắt Amidan, nạo VA"," 139,000   "
Cầm máu mũi bằng Meroxeo (2 bên)," 286,500   "
Cầm máu mũi bằng vật liệu cầm máu [1 bên]," 216,500   "
Cấp cứu bỏng mắt ban đầu," 344,200   "
Cấp cứu ngừng tuần hoàn hô hấp," 532,500   "
Cấp cứu ngừng tuần hoàn hô hấp cơ bản," 532,500   "
Cấy chỉ," 156,400   "
Cấy chỉ châm điều trị hội chứng dạ dày - tá tràng," 156,400   "
Cấy chỉ điều trị cơn động kinh cục bộ," 156,400   "
Cấy chỉ điều trị đái dầm," 156,400   "
Cấy chỉ điều trị đau bụng kinh," 156,400   "
Cấy chỉ điều trị đau do thoái hóa khớp," 156,400   "
"Cấy chỉ điều trị đau đầu, đau nửa đầu"," 156,400   "
Cấy chỉ điều trị đau lưng," 156,400   "
Cấy chỉ điều trị đau thần kinh liên sườn," 156,400   "
Cấy chỉ điều trị hen phế quản," 156,400   "
Cấy chỉ điều trị hội chứng ngoại tháp," 156,400   "
Cấy chỉ điều trị hội chứng tiền đình," 156,400   "
Cấy chỉ điều trị hội chứng tiền mãn kinh," 156,400   "
Cấy chỉ điều trị hội chứng thắt lưng hông," 156,400   "
Cấy chỉ điều trị hội chứng vai gáy," 156,400   "
Cấy chỉ điều trị huyết áp thấp," 156,400   "
Cấy chỉ điều trị liệt chi dưới," 156,400   "
Cấy chỉ điều trị liệt chi trên," 156,400   "
Cấy chỉ điều trị liệt dây thần kinh VII ngoại biên," 156,400   "
Cấy chỉ điều trị liệt nửa người do tai biến mạch máu não," 156,400   "
Cấy chỉ điều trị liệt tứ chi do chấn thương cột sống," 156,400   "
Cấy chỉ điều trị mày đay," 156,400   "
Cấy chỉ điều trị mất ngủ," 156,400   "
Cấy chỉ điều trị nấc," 156,400   "
Cấy chỉ điều trị rối loạn kinh nguyệt," 156,400   "
Cấy chỉ điều trị rối loạn tiêu hóa," 156,400   "
Cấy chỉ điều trị rối loạn tiểu tiện không tự chủ," 156,400   "
Cấy chỉ điều trị rối loạn thần kinh chức năng sau chấn thương sọ não," 156,400   "
Cấy chỉ điều trị táo bón kéo dài," 156,400   "
Cấy chỉ điều trị tâm căn suy nhược," 156,400   "
Cấy chỉ điều trị thất vận ngôn," 156,400   "
Cấy chỉ điều trị thiểu năng tuần hoàn não mạn tính," 156,400   "
Cấy chỉ điều trị viêm mũi dị ứng," 156,400   "
Cấy chỉ điều trị viêm mũi xoang," 156,400   "
Cấy chỉ điều trị viêm quanh khớp vai," 156,400   "
Cấy chỉ hỗ trợ điều trị vẩy nến," 156,400   "
Cấy chỉ hỗ trợ điều trị viêm khớp dạng thấp," 156,400   "
Clonorchis/Opisthorchis (Sán lá gan nhỏ) Ab miễn dịch bán tự động," 321,000   "
CMV IgG miễn dịch tự động," 123,400   "
CMV IgM miễn dịch tự động," 142,500   "
Co cục máu đông (tên khác: Co cục máu)," 16,000   "
Cố định lồng ngực do chấn thương gãy xương sườn," 58,400   "
Cố định nẹp vít gãy trật khớp vai," 4,102,500   "
C-Peptid," 178,300   "
Cryptococcus test nhanh," 123,400   "
Cứu," 37,000   "
Cứu điều trị bại não thể hàn," 37,000   "
Cứu điều trị bệnh tự kỷ thể hàn," 37,000   "
Cứu điều trị bí đái thể hàn," 37,000   "
Cứu điều trị cảm cúm thể hàn," 37,000   "
Cứu điều trị chậm phát triển trí tuệ ở trẻ bại não," 37,000   "
Cứu điều trị di tinh thể hàn," 37,000   "
Cứu điều trị đái dầm thể hàn," 37,000   "
Cứu điều trị đau bụng ỉa chảy thể hàn," 37,000   "
Cứu điều trị đau bụng kinh thể hàn," 37,000   "
"Cứu điều trị đau đầu, đau nửa đầu thể hàn"," 37,000   "
Cứu điều trị đau lưng thể hàn," 37,000   "
Cứu điều trị đau thần kinh toạ thể hàn," 37,000   "
Cứu điều trị đau vai gáy cấp thể hàn," 37,000   "
Cứu điều trị giảm khứu giác thể hàn," 37,000   "
Cứu điều trị giảm thính lực thể hàn," 37,000   "
Cứu điều trị hội chứng thắt lưng- hông thể phong hàn," 37,000   "
Cứu điều trị khàn tiếng thể hàn," 37,000   "
Cứu điều trị liệt chi dưới thể hàn," 37,000   "
Cứu điều trị liệt chi trên thể hàn," 37,000   "
Cứu điều trị liệt dây thần kinh số VII ngoại biên thể hàn," 37,000   "
Cứu điều trị liệt do bệnh của cơ thể hàn," 37,000   "
Cứu điều trị liệt dương thể hàn," 37,000   "
Cứu điều trị liệt nửa người thể hàn," 37,000   "
Cứu điều trị liệt thần kinh VII ngoại biên thể hàn," 37,000   "
Cứu điều trị liệt thể hàn," 37,000   "
Cứu điều trị nấc thể hàn," 37,000   "
Cứu điều trị nôn nấc thể hàn," 37,000   "
Cứu điều trị ngoại cảm phong hàn," 37,000   "
Cứu điều trị rối loạn cảm giác đầu chi thể hàn," 37,000   "
Cứu điều trị rối loạn đại tiểu tiện thể hàn," 37,000   "
Cứu điều trị rối loạn kinh nguyệt thể hàn," 37,000   "
Cứu điều trị rối loạn tiêu hóa thể hàn," 37,000   "
Cứu điều trị rối loạn tiểu tiện thể hàn," 37,000   "
Cứu điều trị rối loạn thần kinh thực vật thể hàn," 37,000   "
Cứu điều trị sa tử cung thể hàn," 37,000   "
Cứu điều trị ù tai thể hàn," 37,000   "
Cứu hỗ trợ điều trị bệnh tự kỷ thể hàn," 37,000   "
Cysticercus cellulosae (Sán lợn) Ab miễn dịch bán tự động," 321,000   "
Chăm sóc lỗ mở khí quản," 64,300   "
Chăm sóc lỗ mở khí quản (một lần)," 64,300   "
Chẩn đóan điện thần kinh cơ," 71,800   "
Chích áp xe thành sau họng gây tê/gây mê," 295,500   "
Chích lể," 76,300   "
Chlamydia test nhanh," 78,300   "
Chọc dịch màng bụng," 153,700   "
Chọc dịch tủy sống," 126,900   "
Chọc dò dịch màng phổi," 153,700   "
Chọc dò dịch não tủy," 126,900   "
Chọc dò dịch ổ bụng xét nghiệm," 153,700   "
Chọc dò ổ bụng cấp cứu," 153,700   "
Chọc dò túi cùng Douglas," 312,500   "
Chọc dò tủy sống trẻ sơ sinh," 126,900   "
Chọc hút áp xe thành bụng," 218,500   "
Chọc hút dịch - khí màng phổi bằng kim hay catheter," 162,900   "
"Chọc hút dịch kính, tiền phòng lấy bệnh phẩm"," 534,500   "
Chọc hút dịch màng ngoài tim dưới siêu âm," 280,500   "
Chọc hút dịch tụ huyết vành tai," 64,300   "
Chọc hút dịch vành tai," 64,300   "
Chọc hút kim nhỏ tuyến giáp," 308,300   "
Chọc hút khí màng phổi," 162,900   "
Chọc hút nước tiểu trên xương mu," 126,700   "
Chọc hút/dẫn lưu dịch màng phổi," 153,700   "
Chọc hút/dẫn lưu khí màng phổi áp lực thấp," 162,900   "
Chọc rửa xoang hàm," 310,500   "
Chọc tháo dịch màng phổi dưới hướng dẫn của siêu âm," 195,900   "
Chọc tháo dịch ổ bụng điều trị," 153,700   "
Chọc thăm dò màng phổi," 153,700   "
Chụp cắt lớp vi tính bụng - tiểu khung thường quy (từ 1-32 dãy) [không có thuốc cản quang]," 550,100   "
Chụp cắt lớp vi tính cột sống cổ có tiêm thuốc cản quang (từ 1- 32 dãy)," 663,400   "
Chụp cắt lớp vi tính cột sống cổ không tiêm thuốc cản quang (từ 1- 32 dãy)," 550,100   "
Chụp cắt lớp vi tính cột sống ngực có tiêm thuốc cản quang (từ 1- 32 dãy)," 663,400   "
Chụp cắt lớp vi tính cột sống ngực không tiêm thuốc cản quang (từ 1- 32 dãy)," 550,100   "
Chụp cắt lớp vi tính cột sống thắt lưng có tiêm thuốc cản quang (từ 1- 32 dãy)," 663,400   "
Chụp cắt lớp vi tính cột sống thắt lưng không tiêm thuốc cản quang (từ 1- 32 dãy)," 550,100   "
Chụp cắt lớp vi tính động mạch chủ - chậu (từ 1-32 dãy)," 663,400   "
Chụp cắt lớp vi tính động mạch chủ ngực (từ 1- 32 dãy)," 663,400   "
Chụp cắt lớp vi tính động mạch phổi (từ 1- 32 dãy)," 663,400   "
Chụp cắt lớp vi tính hệ tiết niệu có khảo sát mạch thận và/hoặc dựng hình đường bài xuất (từ 1-32 dãy) [có thuốc cản quang]," 663,400   "
Chụp cắt lớp vi tính hệ tiết niệu thường quy (từ 1-32 dãy) [không có thuốc cản quang]," 550,100   "
Chụp cắt lớp vi tính khớp thường quy có tiêm thuốc cản quang (từ 1- 32 dãy)," 663,400   "
Chụp cắt lớp vi tính khớp thường quy không tiêm thuốc cản quang (từ 1- 32 dãy)," 550,100   "
Chụp cắt lớp vi tính lồng ngực có tiêm thuốc cản quang (từ 1- 32 dãy)," 663,400   "
Chụp cắt lớp vi tính lồng ngực không tiêm thuốc cản quang (từ 1- 32 dãy)," 550,100   "
Chụp cắt lớp vi tính tạng khảo sát huyết động học khối u (CT perfusion) (từ 1-32 dãy) [có thuốc cản quang]," 663,400   "
"Chụp cắt lớp vi tính tầng trên ổ bụng có khảo sát mạch các tạng (bao gồm mạch: gan, tụy, lách và mạch khối u) (từ 1-32 dãy) [có thuốc cản quang]"," 663,400   "
"Chụp cắt lớp vi tính tầng trên ổ bụng thường quy (gồm: chụp cắt lớp vi tính gan - mật, tụy, lách, dạ dày - tá tràng.v.v.) (từ 1-32 dãy) [không có thuốc cản quang]"," 550,100   "
"Chụp cắt lớp vi tính tiểu khung thường quy (gồm: chụp cắt lớp vi tính tử cung - buồng trứng, tiền liệt tuyến, các khối u vùng tiểu khung.v.v.) (từ 1-32  dãy) [không có thuốc cản quang]"," 550,100   "
Chụp cắt lớp vi tính xương chi có tiêm thuốc cản quang (từ 1- 32 dãy) ," 663,400   "
Chụp cắt lớp vi tính xương chi không tiêm thuốc cản quang (từ 1- 32 dãy) ," 550,100   "
Chụp CLVT hàm - mặt có tiêm thuốc cản quang (từ 1-32 dãy)," 663,400   "
Chụp CLVT hàm - mặt không tiêm thuốc cản quang (từ 1-32 dãy)," 550,100   "
Chụp CLVT hàm mặt có dựng hình 3D (từ 1-32 dãy) [không có thuốc cản quang]," 550,100   "
Chụp CLVT hàm mặt có ứng dụng phần mềm nha khoa (từ 1-32 dãy) [không có thuốc cản quang]," 550,100   "
Chụp CLVT hốc mắt (từ 1-32 dãy) [không có thuốc cản quang]," 550,100   "
Chụp CLVT mạch máu não (từ 1-32 dãy)," 663,400   "
Chụp CLVT sọ não có dựng hình 3D (từ 1-32 dãy) [có thuốc cản quang]," 663,400   "
Chụp CLVT sọ não có tiêm thuốc cản quang (từ 1-32 dãy)," 663,400   "
Chụp CLVT sọ não không tiêm thuốc cản quang (từ 1-32 dãy)," 550,100   "
Chụp CLVT tai - xương đá có tiêm thuốc cản quang (từ 1-32 dãy)," 663,400   "
Chụp CLVT tai - xương đá không tiêm thuốc (từ 1-32 dãy)," 550,100   "
"Chụp cộng hưởng từ bìu, dương vật (0.2-1.5T) [không có chất tương phản]"," 1,341,500   "
"Chụp cộng hưởng từ bìu, dương vật có tiêm chất tương phản (0.2-1.5T)"," 2,250,800   "
Chụp cộng hưởng từ cột sống cổ (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ cột sống cổ có tiêm tương phản (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ cột sống ngực (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ cột sống ngực có tiêm tương phản (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ cột sống thắt lưng - cùng (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ cột sống thắt lưng - cùng có tiêm tương phản (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ đáy sọ và xương đá (0.2-1.5T) [có chất tương phản]," 2,250,800   "
Chụp cộng hưởng từ động mạch chi dưới (1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ động mạch chi dưới có tiêm tương phản (1.5T)," 2,250,800   "
Chụp cộng hưởng từ động mạch chi trên (1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ động mạch chi trên có tiêm tương phản (1.5T)," 2,250,800   "
Chụp cộng hưởng từ động mạch chủ - chậu (1.5T) [có chất tương phản]," 2,250,800   "
Chụp cộng hưởng từ động mạch chủ - ngực (1.5T) [có chất tương phản]," 2,250,800   "
Chụp cộng hưởng từ hệ mạch cổ có tiêm chất tương phản (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ hệ mạch cổ không tiêm chất tương phản (0.2-1.5T)," 1,341,500   "
Chụp cộng hưởng từ hốc mắt và thần kinh thị giác (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ hốc mắt và thần kinh thị giác có tiêm chất tương phản (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ khớp (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ khớp có tiêm tương phản nội khớp (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ khớp có tiêm tương phản tĩnh mạch (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ khuếch tán (DWI - Diffusion-weighted Imaging) (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ lồng ngực (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ lồng ngực có tiêm chất tương phản  (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ não- mạch não có tiêm chất tương phản (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ não- mạch não không tiêm chất tương phản (0.2-1.5T)," 1,341,500   "
Chụp cộng hưởng từ phần mềm chi (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ phần mềm chi có tiêm tương phản (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ sọ não (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ sọ não có tiêm chất tương phản (0.2-1.5T)," 2,250,800   "
"Chụp cộng hưởng từ tầng bụng có tiêm chất tương phản (gồm: chụp cộng hưởng từ gan - mật, tụy, lách, thận, dạ dày - tá tràng...) (0.2-1.5T)"," 2,250,800   "
"Chụp cộng hưởng từ tầng bụng không tiêm chất tương phản (gồm: chụp cộng hưởng từ gan - mật, tụy, lách, thận, dạ dày - tá tràng...) (0.2-1.5T)"," 1,341,500   "
"Chụp cộng hưởng từ tầng trên ổ bụng có khảo sát mạch các tạng (bao gồm mạch: gan, tụy, lách và mạch khối u) (1.5T) [có chất tương phản]"," 2,250,800   "
Chụp cộng hưởng từ tĩnh mạch (1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ tĩnh mạch có tiêm tương phản (1.5T)," 2,250,800   "
Chụp cộng hưởng từ tuyến tiền liệt có tiêm tương phản (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ tuyến yên có tiêm chất tương phản (khảo sát động học) (0.2-1.5T)," 2,250,800   "
"Chụp cộng hưởng từ vùng chậu (gồm: chụp cộng hưởng từ tử cung - phần phụ, tiền liệt tuyến, đại tràng chậu hông, trực tràng, các khối u vùng chậu…) (0.2-1.5T) [không có chất tương phản]"," 1,341,500   "
"Chụp cộng hưởng từ vùng chậu có tiêm chất tương phản (gồm: chụp cộng hưởng từ tử cung - phần phụ, tiền liệt tuyến, đại tràng chậu hông, trực tràng, các khối u vùng chậu…) (0.2-1.5T)"," 2,250,800   "
Chụp cộng hưởng từ vùng chậu dò hậu môn (0.2-1.5T) [có chất tương phản]," 2,250,800   "
Chụp cộng hưởng từ vùng mặt - cổ (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ vùng mặt - cổ có tiêm tương phản (0.2-1.5T)," 2,250,800   "
Chụp cộng hưởng từ xương và tủy xương (0.2-1.5T) [không có chất tương phản]," 1,341,500   "
Chụp cộng hưởng từ xương và tủy xương có tiêm tương phản (0.2-1.5T)," 2,250,800   "
Chụp đáy mắt không huỳnh quang," 222,300   "
Chụp OCT bán phần sau nhãn cầu," 222,300   "
"Chụp X-quang cột sống cổ thẳng nghiêng [> 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang cột sống cùng cụt thẳng nghiêng [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang cột sống ngực thẳng nghiêng hoặc chếch [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang cột sống thắt lưng chếch hai bên [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang cột sống thắt lưng động, gập ưỡn [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang cột sống thắt lưng L5-S1 thẳng nghiêng [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang cột sống thắt lưng thẳng nghiêng [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang hốc mắt thẳng nghiêng [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang khớp gối thẳng, nghiêng hoặc chếch [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang khớp khuỷu thẳng, nghiêng hoặc chếch [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang khớp ức đòn thẳng chếch [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang mặt thẳng nghiêng [≤ 24x30 cm, 2 tư thế]"," 73,300   "
Chụp X-quang phim cắn (Occlusal)," 73,300   "
"Chụp X-quang phim đo sọ thẳng, nghiêng (Cephalometric) "," 72,300   "
Chụp X-quang răng cận chóp (Periapical)," 16,100   "
Chụp X-quang tại giường," 73,300   "
Chụp X-quang tại phòng mổ," 73,300   "
"Chụp X-quang toàn bộ chi dưới thẳng [> 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang xương bàn, ngón chân thẳng, nghiêng hoặc chếch  [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang xương bánh chè và khớp đùi bánh chè  [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang xương cánh tay thẳng nghiêng [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang xương cẳng chân thẳng nghiêng  [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang xương cẳng tay thẳng nghiêng [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang xương cổ chân thẳng, nghiêng hoặc chếch [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang xương đùi thẳng nghiêng [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang xương gót thẳng nghiêng [≤ 24x30 cm, 2 tư thế]"," 73,300   "
"Chụp X-quang xương ức thẳng, nghiêng [≤ 24x30 cm, 2 tư thế]"," 73,300   "
Chườm ngải," 37,000   "
Dẫn lưu áp xe bìu/tinh hoàn," 218,500   "
Dẫn lưu áp xe dưới cơ hoành," 3,142,500   "
Dẫn lưu áp xe gan," 3,142,500   "
Dẫn lưu áp xe hậu môn đơn giản," 873,000   "
Dẫn lưu áp xe khoang Retzius," 1,920,900   "
Dẫn lưu áp xe ruột thừa," 3,142,500   "
Dẫn lưu bàng quang bằng chọc trôca," 1,096,500   "
Dẫn lưu bàng quang đơn thuần," 1,509,500   "
Dẫn lưu bể thận tối thiểu," 1,920,900   "
Dẫn lưu dịch màng bụng," 153,700   "
Dẫn lưu đài bể thận qua da [nhi]," 2,917,900   "
Dẫn lưu hoặc mở thông manh tràng," 2,683,900   "
Dẫn lưu màng phổi liên tục ," 192,300   "
Dẫn lưu nước tiểu bàng quang," 1,920,900   "
Dẫn lưu ổ bụng cấp cứu," 153,700   "
Dẫn lưu thận qua da dưới hướng dẫn của siêu âm," 950,500   "
"Dẫn lưu viêm tấy quanh thận, áp xe thận"," 2,917,900   "
Dengue virus IgG miễn dịch bán tự động," 168,600   "
Dengue virus IgM miễn dịch bán tự động," 168,600   "
Dengue virus IgM/IgG test nhanh," 142,500   "
Dengue virus NS1Ag miễn dịch bán tự động," 168,600   "
Dengue virus NS1Ag test nhanh," 142,500   "
Dengue virus NS1Ag/IgM - IgG test nhanh," 142,500   "
"doppler động mạch cảnh, doppler xuyên sọ"," 252,300   "
Đặt canuyn mở khí quản 2 nòng," 263,700   "
"Đặt canuyn mũi hầu, miệng hầu"," 40,300   "
"Đặt catheter hai nòng có cuff, tạo đường hầm để lọc máu"," 6,906,400   "
Đặt catheter hai nòng tĩnh mạch cảnh trong để lọc máu," 1,158,500   "
Đặt catheter hai nòng tĩnh mạch dưới đòn để lọc máu," 1,158,500   "
Đặt catheter lọc máu cấp cứu," 1,158,500   "
Đặt catheter một nòng hoặc hai nòng tĩnh mạch đùi để lọc máu," 1,158,500   "
Đặt catheter tĩnh mạch cảnh để lọc máu cấp cứu," 1,158,500   "
