Ten dich vu,Gia (VND)
Chụp niệu quản - bể thận ngược dòng (UPR) số hóa,"564,000"
Chụp thực quản có uống thuốc cản quang số hóa,"224,000"
Chụp dạ dày-tá tràng có uống thuốc cản quang số hóa,"224,000"
Chụp khung đại tràng có thuốc cản quang số hóa,"264,000"
Chụp tủy sống có thuốc cản quang số hóa,"521,000"
Chụp X-quang số hóa cắt lớp tuyến vú 1 bên (tomosynthesis),"944,000"
"Chụp X-quang số hóa đường dò, các tuyến có bơm thuốc cản quang trực tiếp ","386,000"
"Chụp cắt lớp vi tính, chụp mạch, cộng hưởng từ ",
Chụp CT Scanner đến 32 dãy không có thuốc cản quang,"522,000"
Chụp CT Scanner đến 32 dãy có thuốc cản quang,"632,000"
Chụp CT Scanner 64 dãy đến 128 dãy có thuốc cản quang,"1,701,000"
Chụp CT Scanner 64 dãy đến 128 dãy không có thuốc cản quang,"1,446,000"
Chụp CT Scanner toàn thân 64 dãy - 128 dãy có thuốc cản quang,"3,451,000"
Chụp CT Scanner toàn thân 64 dãy - 128 dãy không có thuốc cản quang,"3,128,000"
Chụp CT Scanner từ 256 dãy trở lên có thuốc cản quang,"2,985,000"
Chụp CT Scanner từ 256 dãy trở lên không có thuốc cản quang,"2,731,000"
Chụp CT Scanner toàn thân từ 256 dãy có thuốc cản quang,"6,673,000"
Chụp CT Scanner toàn thân từ 256 dãy không thuốc cản quang,"6,637,000"
Chụp PET/CT,"19,770,000"
Chụp PET/CT mô phỏng xạ trị,"20,539,000"
Chụp mạch máu số hóa xóa nền (DSA) ,"5,598,000"
Chụp động mạch vành hoặc thông tim chụp buồng tim dưới DSA,"5,916,000"
"Chụp và can thiệp tim mạch (van tim, tim bẩm sinh, động mạch vành) dưới  DSA ","6,816,000"
Chụp và can thiệp mạch chủ bụng hoặc ngực và mạch chi dưới DSA ,"9,066,000"
Chụp và can thiệp mạch chủ bụng hoặc ngực và mạch chi dưới C-Arm,"7,816,000"
"Chụp, nút dị dạng và can thiệp các bệnh lý mạch thần kinh dưới DSA","9,666,000"
Can thiệp đường  mạch máu cho các tạng dưới DSA,"9,116,000"
"Can thiệp vào lòng mạch trực tiếp qua da (đặt cổng truyền hóa chất, đốt giãn tĩnh mạch, sinh thiết trong lòng mạch) hoặc mở thông dạ dày qua da, dẫn lưu các ổ áp xe và tạng ổ bụng dưới DSA.","2,103,000"
Can thiệp khác dưới hướng dẫn của CT Scanner ,"1,183,000"
"Dẫn lưu, nong đặt Stent, lấy dị vật đường mật hoặc đặt sonde JJ qua da  dưới DSA","3,616,000"
Đốt sóng cao tần hoặcvi sóng  điều trị u gan dưới hướng dẫn của CT scanner,"1,735,000"
Đốt sóng cao tần hoặc vi sóng  điều trị u gan dưới hướng dẫn của siêu âm,"1,235,000"
"Điều trị các tổn thương xương, khớp, cột sống và các tạng dưới DSA (đổ xi măng cột sống, điều trị các khối u tạng và giả u xương...)","3,116,000"
Chụp cộng hưởng từ (MRI) có thuốc cản quang,"2,214,000"
Chụp cộng hưởng từ (MRI) không có thuốc cản quang,"1,311,000"
Chụp cộng hưởng từ gan với chất tương phản đặc hiệu mô,"8,665,000"
Chụp cộng hưởng từ tưới máu - phổ - chức năng,"3,165,000"
Một số kỹ thuật khác,
Đo mật độ xương 1 vị trí,"82,300"
Đo mật độ xương 2 vị trí,"141,000"
Đo mật độ xương ,"21,400"
CÁC THỦ THUẬT VÀ DỊCH VỤ NỘI SOI,
Bơm rửa khoang màng phổi,"216,000"
Bơm rửa niệu quản sau tán sỏi (ngoài cơ thể),"467,000"
Bơm streptokinase vào khoang màng phổi,"1,016,000"
Cấp cứu ngừng tuần hoàn,"479,000"
Cắt chỉ,"32,900"
Chăm sóc da cho người bệnh dị ứng thuốc nặng,"158,000"
Chọc dò màng bụng hoặc màng phổi ,"137,000"
Chọc tháo dịch màng bụng hoặc màng phổi dưới hướng dẫn của siêu âm,"176,000"
Chọc hút khí màng phổi,"143,000"
Chọc rửa màng phổi,"206,000"
Chọc dò màng tim,"247,000"
Chọc dò sinh thiết vú dưới siêu âm,"177,000"
Chọc dò tuỷ sống,"107,000"
Chọc hút dịch điều trị u nang giáp,"166,000"
Chọc hút dịch điều trị u nang giáp dưới hướng dẫn của siêu âm,"221,000"
Chọc hút hạch hoặc u ,"110,000"
Chọc hút hạch hoặc u hoặc áp xe hoặc các tổn thương khác dưới hướng dẫn của siêu âm ,"152,000"
Chọc hút hạch hoặc u hoặc áp xe hoặc các tổn thương khác dưới hướng dẫn của cắt lớp vi tính,"732,000"
Chọc hút tế bào tuyến giáp ,"110,000"
Chọc hút tế bào tuyến giáp dưới hướng dẫn của siêu âm,"151,000"
Chọc hút tủy làm tủy đồ,"530,000"
Chọc hút tủy làm tủy đồ ,"128,000"
Chọc hút tủy làm tủy đồ (sử dụng máy khoan cầm tay),"2,360,000"
Dẫn lưu màng phổi tối thiểu,"596,000"
"Dẫn lưu màng phổi, ổ áp xe phổi dưới hướng dẫn của siêu âm","678,000"
"Dẫn lưu màng phổi, ổ áp xe phổi dưới hướng dẫn của chụp cắt lớp vi tính","1,199,000"
Đặt catheter động mạch quay,"546,000"
Đặt catheter động mạch theo dõi huyết áp liên tục,"1,367,000"
Đặt catheter tĩnh mạch trung tâm một nòng,"653,000"
Đặt catheter tĩnh mạch trung tâm nhiều nòng,"1,126,000"
Đặt ống thông tĩnh mạch bằng catheter 2 nòng ,"1,126,000"
"Đặt catheter hai nòng có cuff, tạo đường hầm để lọc máu","6,811,000"
Đặt nội khí quản,"568,000"
Đặt sonde dạ dày ,"90,100"
Đặt sonde JJ niệu quản ,"917,000"
Đặt stent thực quản qua nội soi,"1,144,000"
Điều trị rung nhĩ bằng năng lượng sóng tần số radio sử dụng hệ thống lập bản đồ ba chiều giải phẫu - điện học các buồng tim ,"3,035,000"
Điều trị suy tĩnh mạch bằng Laser nội mạch ,"2,025,000"
Điều trị suy tĩnh mạch bằng năng lượng sóng tần số radio,"1,925,000"
Gây dính màng phổi bằng thuốc hoặc hóa chất qua ống dẫn lưu màng phổi,"196,000"
Hấp thụ phân tử liên tục điều trị suy gan cấp nặng,"2,321,000"
Hút dẫn lưu khoang màng phổi bằng máy hút áp lực âm liên tục,"185,000"
Hút dịch khớp,"114,000"
Hút dịch khớp dưới hướng dẫn của siêu âm,"125,000"
Hút đờm,"11,100"
Lấy sỏi niệu quản qua nội soi ,"944,000"
Lọc màng bụng chu kỳ (CAPD),"562,000"
Lọc màng bụng liên tục 24 giờ bằng máy (thẩm phân phúc mạc),"964,000"
Lọc máu liên tục  (01 lần),"2,212,000"
Lọc tách huyết tương  (01 lần),"1,636,000"
Mở khí quản,"719,000"
Mở thông bàng quang (gây tê tại chỗ),"373,000"
Nghiệm pháp hồi phục phế quản với thuốc giãn phế quản,"94,900"
Nội soi lồng ngực,"974,000"
"Nội soi màng phổi, gây dính bằng thuốc hoặc hóa chất","5,010,000"
"Nội soi màng phổi, sinh thiết màng phổi","5,788,000"
Niệu dòng đồ,"59,800"
Nội soi phế quản dưới gây mê có sinh thiết,"1,761,000"
Nội soi phế quản dưới gây mê không sinh thiết,"1,461,000"
Nội soi phế quản dưới gây mê lấy dị vật phế quản,"3,261,000"
Nội soi phế quản ống mềm gây tê,"753,000"
Nội soi phế quản ống mềm gây tê có sinh thiết,"1,133,000"
Nội soi phế quản ống mềm gây tê lấy dị vật,"2,584,000"
"Nội soi phế quản ống mềm: cắt đốt u, sẹo nội phế quản bằng điện đông cao tần","2,844,000"
"Nội soi thực quản, dạ dày, tá tràng ống mềm có sinh thiết","433,000"
Nội soi dạ dày làm Clo test   ,"294,000"
Nội soi thực quản-dạ dày- tá tràng ống mềm không sinh thiết,"244,000"
Nội soi đại trực tràng ống mềm có sinh thiết ,"408,000"
Nội soi đại trực tràng ống mềm không sinh thiết,"305,000"
Nội soi trực tràng có sinh thiết,"291,000"
Nội soi trực tràng ống mềm không sinh thiết,"189,000"
Nội soi dạ dày can thiệp ,"728,000"
Nội soi mật tuỵ ngược dòng (ERCP),"2,678,000"
Nội soi ổ bụng,"825,000"
Nội soi ổ bụng có sinh thiết ,"982,000"
Nội soi ống mật chủ,"167,000"
Nội soi siêu âm chẩn đoán,"1,164,000"
"Nội soi siêu âm can thiệp - chọc hút tế bào khối u gan, tụy, u ổ bụng bằng kim nhỏ","2,897,000"
Nội soi tiết niệu có gây mê ,"849,000"
Nội soi bàng quang - Nội soi niệu quản ,"925,000"
Nội soi bàng quang có sinh thiết ,"649,000"
Nội soi bàng quang không sinh thiết,"525,000"
Nội soi bàng quang điều trị đái dưỡng chấp ,"694,000"
Nội soi bàng quang và gắp dị vật hoặc lấy máu cục,"893,000"
Nối thông động - tĩnh mạch có dịch chuyển mạch,"1,351,000"
Nối thông động - tĩnh mạch sử dụng mạch nhân tạo ,"1,371,000"
Nối thông động- tĩnh mạch,"1,151,000"
Nong niệu đạo và đặt thông đái,"241,000"
Nong thực quản qua nội soi ,"2,277,000"
Rửa bàng quang,"198,000"
Rửa dạ dày,"119,000"
Rửa dạ dày loại bỏ chất độc qua hệ thống kín,"589,000"
Rửa phổi toàn bộ,"8,181,000"
Rửa ruột non toàn bộ loại bỏ chất độc qua đường tiêu hoá,"831,000"
Rút máu để điều trị,"236,000"
"Rút ống dẫn lưu màng phổi, ống dẫn lưu ổ áp xe","178,000"
Siêu âm can thiệp - Đặt ống thông dẫn lưu ổ áp xe,"597,000"
Siêu âm can thiệp điều trị áp xe hoặc u hoặc nang trong ổ bụng,"558,000"
Sinh thiết cơ tim ,"1,765,000"
Sinh thiết da hoặc niêm mạc,"126,000"
Sinh thiết gan hoặc thận dưới hướng dẫn của siêu âm,"1,002,000"
Sinh thiết vú hoặc tổn thương khác dưới hướng dẫn của siêu âm,"828,000"
Sinh thiết phổi hoặc gan dưới hướng dẫn của cắt lớp vi tính,"1,900,000"
Sinh thiết thận hoặc vú hoặc vị trí khác dưới hướng dẫn của cắt lớp vi tính,"1,700,000"
Sinh thiết hạch hoặc u,"262,000"
Sinh thiết màng hoạt dịch dưới hướng dẫn của siêu âm,"1,104,000"
Sinh thiết màng phổi ,"431,000"
Sinh thiết móng,"311,000"
Sinh thiết tiền liệt tuyến qua siêu âm đường trực tràng,"609,000"
Sinh thiết tủy xương ,"242,000"
Sinh thiết tủy xương có kim sinh thiết,"1,372,000"
Sinh thiết tủy xương (sử dụng máy khoan cầm tay).,"2,677,000"
Sinh thiết vú,"157,000"
Sinh thiết  tuyến vú dưới hướng dẫn của Xquang có hệ thống định vị stereostatic,"1,560,000"
"Soi bàng quang, chụp thận ngược dòng","645,000"
"Soi đại tràng, tiêm hoặc kẹp cầm máu","576,000"
Soi khớp có sinh thiết,"498,000"
Soi màng phổi,"440,000"
Soi phế quản điều trị sặc phổi ở bệnh nhân ngộ độc cấp,"885,000"
"Soi ruột non, tiêm (hoặc kẹp cầm máu) hoặc cắt polyp","748,000"
Soi ruột non ,"639,000"
Soi thực quản hoặc dạ dày gắp giun,"427,000"
"Soi trực tràng, tiêm hoặc thắt trĩ","243,000"
Tạo nhịp cấp cứu ngoài lồng ngực,"989,000"
Tạo nhịp cấp cứu trong buồng tim,"500,000"
Thẩm tách siêu lọc máu (Hemodiafiltration offline: HDF ON - LINE) ,"1,504,000"
Thận nhân tạo cấp cứu,"1,541,000"
Thận nhân tạo chu kỳ ,"556,000"
Tháo bột: cột sống hoặc lưng hoặc khớp háng hoặc xương đùi hoặc xương chậu,"63,600"
Kỹ thuật phối hợp thận nhân tạo và hấp phụ máu bằng quả hấp phụ máu ,"3,430,000"
Tháo bột khác,"52,900"
Thay băng cắt lọc vết thương mạn tính,"246,000"
Thay băng vết thương hoặc mổ chiều dài  ≤ 15cm,"57,600"
Thay băng vết thương chiều dài trên 15cm đến 30 cm,"82,400"
Thay băng vết  mổ chiều dài trên 15cm đến 30 cm,"82,400"
Thay băng vết thương hoặc mổ chiều dài từ trên 30 cm đến 50 cm,"112,000"
Thay băng vết thương hoặc mổ chiều dài từ trên 15 cm đến 30 cm nhiễm trùng,"134,000"
Thay băng vết thương hoặc mổ chiều dài từ 30 cm đến 50 cm nhiễm trùng,"179,000"
Thay băng vết thương hoặc mổ chiều dài > 50cm nhiễm trùng,"240,000"
Thay canuyn mở khí quản,"247,000"
Thay rửa hệ thống dẫn lưu màng phổi,"92,900"
Thay transfer set ở bệnh nhân lọc màng bụng liên tục ngoại trú,"502,000"
Thở máy (01 ngày điều trị),"559,000"
Thông đái ,"90,100"
Thụt tháo phân hoặc Đặt sonde hậu môn,"82,100"
Tiêm (bắp hoặc dưới da hoặctĩnh mạch),"11,400"
Tiêm khớp,"91,500"
Tiêm khớp dưới hướng dẫn của siêu âm,"132,000"
Truyền tĩnh mạch,"21,400"
Khâu vết thương phần mềm tổn thương nông chiều dài < l0 cm ,"178,000"
Khâu vết thương phần mềm tổn thương nông chiều dài ≥ l0 cm ,"237,000"
Khâu vết thương phần mềm tổn thương sâu chiều dài < l0 cm ,"257,000"
Khâu vết thương phần mềm tổn thương sâu chiều dài ≥ l0 cm ,"305,000"
Y HỌC DÂN TỘC - PHỤC HỒI CHỨC NĂNG,
Bàn kéo,"45,800"
Bó Farafin,"42,400"
Bó thuốc,"50,500"
Bồn xoáy,"16,200"
Châm (có kim dài),"72,300"
Châm (kim ngắn),"65,300"
Chẩn đoán điện,"36,200"
Chẩn đoán điện thần kinh cơ,"58,500"
Chôn chỉ (cấy chỉ) ,"143,000"
"Cứu (Ngải cứu, túi chườm)","35,500"
Đặt thuốc y học cổ truyền,"45,400"
Điện châm (có kim dài),"74,300"
Điện châm (kim ngắn),"67,300"
Điện phân,"45,400"
Điện từ trường,"38,400"
Điện vi dòng giảm đau,"28,800"
Điện xung,"41,400"
Giác hơi,"33,200"
Giao thoa,"28,800"
Hồng ngoại,"35,200"
"Kéo nắn, kéo dãn cột sống, các khớp","45,300"
Kỹ thuật can thiệp rối loạn đại tiện bằng phản hồi sinh học (Biofeedback),"335,000"
Kỹ thuật tập đường ruột cho người bệnh tổn thương tủy sống,"203,000"
Kỹ thuật tập luyện với dụng cụ chỉnh hình,"48,600"
Kỹ thuật thông tiểu ngắt quãng trong phục hồi chức năng tủy sống,"146,000"
Laser châm,"47,400"
Laser chiếu ngoài,"34,000"
Laser nội mạch,"53,600"
"Nắn, bó gẫy xương cẳng chân bằng phương pháp y học cổ truyền","105,000"
"Nắn, bó gẫy xương cẳng tay bằng phương pháp y học cổ truyền","105,000"
"Nắn, bó gẫy xương cánh tay bằng phương pháp y học cổ truyền","105,000"
Ngâm thuốc y học cổ truyền,"49,400"
Phong bế thần kinh bằng Phenol để điều trị co cứng cơ,"1,050,000"
Phục hồi chức năng xương chậu của sản phụ sau sinh đẻ,"33,300"
Sắc thuốc thang (1 thang),"12,500"
Siêu âm điều trị,"45,600"
Sóng ngắn,"34,900"
Sóng xung kích điều trị,"61,700"
Tập do cứng khớp,"45,700"
Tập do liệt ngoại biên,"28,500"
Tập do liệt thần kinh trung ương,"41,800"
Tập dưỡng sinh,"23,800"
"Tập giao tiếp (ngôn ngữ, ký hiệu, hình ảnh...)","59,500"
Tập luyện với ghế tập cơ bốn đầu đùi,"11,200"
"Tập mạnh cơ đáy chậu (cơ sản chậu, Pelvis floor)","302,000"
Tập nuốt (có sử dụng máy),"158,000"
Tập nuốt (không sử dụng máy),"128,000"
Tập sửa lỗi phát âm,"106,000"
Tập vận động đoạn chi ,"42,300"
Tập vận động toàn thân,"46,900"
Tập vận động với các dụng cụ trợ giúp,"29,000"
Tập với hệ thống ròng rọc,"11,200"
Tập với xe đạp tập,"11,200"
Thuỷ châm,"66,100"
Thuỷ trị liệu ,"61,400"
Tiêm Botulinum toxine vào cơ thành bàng quang để điều trị bàng quang tăng hoạt động,"2,769,000"
Tiêm Botulinum toxine vào điểm vận động đề điều trị co cứng cơ,"1,157,000"
Tử ngoại,"34,200"
Vật lý trị liệu chỉnh hình,"30,100"
Vật lý trị liệu hô hấp,"30,100"
Vật lý trị liệu phòng ngừa các biến chứng do bất động,"30,100"
Xoa bóp áp lực hơi,"30,100"
Xoa bóp bấm huyệt ,"65,500"
Xoa bóp bằng máy,"28,500"
Xoa bóp cục bộ bằng tay,"41,800"
Xoa bóp toàn thân ,"50,700"
Xông hơi thuốc,"42,900"
Xông khói thuốc,"37,900"
Xông thuốc bằng máy,"42,900"
Các thủ thuật Y học cổ truyền hoặc Phục hồi chức năng còn lại khác,
Thủ thuật loại I,"132,000"
Thủ thuật loại II,"69,900"
Thủ thuật loại III,"40,600"
"PHẪU THUẬT, THỦ THUẬT THEO CHUYÊN KHOA",
HỒI SỨC CẤP CỨU VÀ CHỐNG ĐỘC,
Phẫu thuật đặt hệ thống tim phổi nhân tạo (ECMO),"5,202,000"
"Thay dây, thay tim phổi (ECMO)                                               ","1,496,000"
"Theo dõi, chạy tim phổi nhân tạo (ECMO) mỗi 8 giờ                                                                                                ","1,293,000"
Kết thúc và rút hệ thống ECMO,"2,444,000"
"Các phẫu thuật, thủ thuật còn lại khác",
Phẫu thuật loại đặc biệt,"3,204,000"
Phẫu thuật loại I,"2,167,000"
Phẫu thuật loại II,"1,290,000"
Thủ thuật loại đặc biệt,"1,233,000"
Thủ thuật loại I,"762,000"
Thủ thuật loại II,"459,000"
Thủ thuật loại III,"317,000"
NỘI KHOA,
Giảm mẫn cảm nhanh với thuốc 72 giờ,"1,392,000"
Giảm mẫn cảm với thuốc hoặcsữa hoặc thức ăn,"885,000"
Liệu pháp miễn dịch đặc hiệu đường dưới lưỡi với dị nguyên (Giai đoạn ban đầu - liệu pháp trung bình 15 ngày),"2,372,000"
Liệu pháp miễn dịch đặc hiệu đường dưới lưỡi với dị nguyên (Giai đoạn duy trì - liệu pháp trung bình 3 tháng),"5,103,000"
Phản ứng phân hủy Mastocyte (Đối với 6 loại dị nguyên),"290,000"
Phản ứng tiêu bạch cầu đặc hiệu.,"160,000"
Test áp bì (Patch test) đặc hiệu với thuốc (Đối với 6 loại thuốc) hoặc mỹ phẩm,"521,000"
Test hồi phục phế quản,"172,000"
Test huyết thanh tự thân ,"668,000"
Test kích thích phế quản không đặc hiệu với Methacholine,"878,000"
Test kích thích với thuốc hoặc sữa hoặc thức ăn,"838,000"
Test lẩy da (Prick test) đặc hiệu với các dị nguyên hô hấp hoặc thức ăn hoặc sữa,"334,000"
Test lẩy da (Prick test) đặc hiệu với các loại thuốc (Đối với 6 loại thuốc hoặc vacxin hoặc huyết thanh),"377,000"
Test nội bì chậm đặc hiệu với thuốc hoặc vacxin hoặc huyết thanh ,"475,000"
Test nội bì nhanh đặc hiệu với thuốc hoặc vacxin hoặc huyết thanh ,"389,000"
"Các phẫu thuật, thủ thuật còn lại khác",
Phẫu thuật loại I,"1,569,000"
Phẫu thuật loại II,"1,091,000"
Thủ thuật loại đặc biệt,"823,000"
Thủ thuật loại I,"580,000"
Thủ thuật loại II,"319,000"
Thủ thuật loại III,"162,000"
DA LIỄU,
Chụp và phân tích da bằng máy,"205,000"
Đắp mặt nạ điều trị một số bệnh da,"195,000"
"Điều  trị một số bệnh da bằng Ni tơ lỏng, nạo thương tổn","332,000"
Điều trị các bệnh lý của da bằng PUVA hoặc UBV toàn thân,"240,000"
Điều trị hạt cơm bằng Plasma,"358,000"
"Điều trị một số bệnh da bằng Fractional, Intracell","1,268,000"
Điều trị một số bệnh da bằng IPL,"453,000"
"Điều trị một số bệnh da bằng Laser CO2, Plasma, đốt điện, ni tơ lỏng","333,000"
Điều trị một số bệnh da bằng Laser mầu,"1,049,000"
"Điều trị một số bệnh da bằng Laser YAG, Laser Ruby","1,230,000"
"Điều trị một số bệnh da bằng Laser, Ánh sáng chiếu ngoài","213,000"
"Điều trị một số bệnh da bằng tiêm tại chỗ, chấm thuốc","285,000"
"Điều trị sùi mào gà bằng Laser CO2, cắt bỏ thương tổn","682,000"
Điều trị u mạch máu bằng IPL (Intense Pulsed Light),"744,000"
Điều trị viêm da cơ địa bằng máy ,"1,108,000"
Phẫu thuật chuyển gân điều trị hở mi ,"2,192,000"
Phẫu thuật điều trị hẹp hố khẩu cái ,"2,468,000"
Phẫu thuật điều trị lỗ đáo có viêm xương,"628,000"
Phẫu thuật điều trị lỗ đáo không viêm xương ,"546,000"
Phẫu thuật điều trị sa trễ mi dưới,"1,912,000"
Phẫu thuật điều trị sập cầu mũi ,"1,552,000"
Phẫu thuật điều trị u dưới móng,"752,000"
Phẫu thuật giải áp thần kinh ,"2,318,000"
Phẫu thuật Mohs điều trị ung thư da,"3,337,000"
"Các phẫu thuật, thủ thuật còn lại khác",
Phẫu thuật loại đặc biệt,"3,256,000"
Phẫu thuật loại I,"1,826,000"
Phẫu thuật loại II,"1,056,000"
Phẫu thuật loại III,"795,000"
Thủ thuật loại đặc biệt,"760,000"
Thủ thuật loại I,"385,000"
Thủ thuật loại II,"250,000"
Thủ thuật loại III,"148,000"
NỘI TIẾT,
Dẫn lưu áp xe tuyến giáp,"231,000"
Gọt chai chân (gọt nốt chai) trên người bệnh đái tháo đường,"258,000"
Phẫu thuật loại 1 mổ mở tuyến nội tiết có dùng dao siêu âm,"6,560,000"
Phẫu thuật loại 1 mổ mở tuyến nội tiết không dùng dao siêu âm,"4,166,000"
Phẫu thuật loại 1 mổ nội soi tuyến nội tiết có dùng dao siêu âm,"5,772,000"
Phẫu thuật loại 2 mổ mở tuyến nội tiết có dùng dao siêu âm,"4,468,000"
Phẫu thuật loại 2 mổ mở tuyến nội tiết không dùng dao siêu âm,"3,345,000"
Phẫu thuật loại 3 mổ mở tuyến nội tiết có dùng dao siêu âm,"4,281,000"
Phẫu thuật loại 3 mổ mở tuyến nội tiết không dùng dao siêu âm,"2,772,000"
Phẫu thuật loại đặc biệt mổ mở tuyến nội tiết không dùng dao siêu âm,"5,485,000"
Phẫu thuật loại đặc biệt tuyến nội tiết mổ mở có dùng dao siêu âm,"7,761,000"
Phẫu thuật loại đặc biệt tuyến nội tiết mổ nội soi dùng dao siêu âm,"7,652,000"
Các thủ thuật còn lại khác,
Thủ thuật loại I,"616,000"
Thủ thuật loại II,"392,000"
Thủ thuật loại III,"212,000"
NGOẠI KHOA,
Ngoại Thần kinh,
Phẫu thuật giải ép thần kinh hoặc khoan thăm dò sọ,"4,498,000"
Phẫu thuật lấy máu tụ trong sọ hoặc ngoài màng cứng hoặc dưới màng cứng hoặc trong não ,"5,081,000"
Phẫu thuật u hố mắt ,"5,529,000"
Phẫu thuật áp xe não ,"6,843,000"
Phẫu thuật dẫn lưu não thất - màng bụng ,"4,122,000"
Phẫu thuật nội soi não hoặc tuỷ sống,"4,948,000"
Phẫu thuật nội soi u tuyến yên,"5,455,000"
Phẫu thuật tạo hình màng não,"5,713,000"
"Phẫu thuật thoát vị não, màng não ","5,414,000"
Phẫu thuật vi phẫu lấy u tủy ,"7,245,000"
Phẫu thuật vi phẫu u não đường giữa,"7,447,000"
Phẫu thuật vi phẫu u não nền sọ,"6,653,000"
Phẫu thuật vi phẫu u não thất,"6,653,000"
Phẫu thuật vi phẫu u não tuyến yên  ,"7,145,000"
Phẫu thuật điều trị viêm xương sọ hoặc hàm mặt ,"5,389,000"
Phẫu thuật ghép khuyết sọ,"4,557,000"
Phẫu thuật u xương sọ,"5,019,000"
Phẫu thuật vết thương sọ não hở ,"5,383,000"
Phẫu thuật vi phẫu dị dạng mạch não,"6,741,000"
Phẫu thuật vi phẫu nối mạch máu trong và ngoài hộp sọ ,"7,121,000"
Phẫu thuật thần kinh có dẫn đường,"6,447,000"
Quang động học (PTD) trong điều trị u não ác tính ,"6,849,000"
Ngoại Lồng ngực - mạch máu,
Cấy hoặc đặt máy tạo nhịp hoặc cấy máy tạo nhịp phá rung ,"1,625,000"
Phẫu thuật bắc cầu mạch vành,"18,144,000"
Phẫu thuật các mạch máu lớn (động mạch chủ ngực hoặc bụng hoặc cảnh hoặc thận),"14,645,000"
Phẫu thuật cắt màng tim rộng,"14,352,000"
Phẫu thuật cắt ống động mạch,"12,821,000"
Phẫu thuật nong van động mạch chủ,"7,852,000"
Phẫu thuật tạo hình eo động mạch,"14,352,000"
Phẫu thuật đặt Catheter ổ bụng để lọc màng bụng ,"7,275,000"
Phẫu thuật tạo thông động tĩnh mạch AVF,"3,732,000"
Phẫu thuật thăm dò ngoài màng tim hoặc thăm dò lồng ngực,"3,285,000"
Phẫu thuật thay đoạn mạch nhân tạo ,"12,653,000"
Phẫu thuật thay động mạch chủ ,"18,615,000"
Phẫu thuật tim các loại (tim bẩm sinh hoặc sửa van tim hoặc thay van tim…),"17,144,000"
Phẫu thuật tim kín khác ,"13,836,000"
Phẫu thuật tim loại Blalock,"14,352,000"
"Phẫu thuật tim, mạch khác có sử dụng tuần hoàn ngoài cơ thể","16,447,000"
Phẫu thuật u máu các vị trí ,"3,014,000"
Phẫu thuật cắt phổi,"8,641,000"
Phẫu thuật cắt u trung thất,"10,311,000"
Phẫu thuật dẫn lưu màng phổi,"1,756,000"
Phẫu thuật điều trị bệnh lý lồng ngực khác,"6,686,000"
Phẫu thuật nội soi cắt u trung thất ,"9,982,000"
Phẫu thuật nội soi ngực bệnh lý hoặc chấn thương,"8,288,000"
Phẫu thuật phục hồi thành ngực (do chấn thương hoặc vết thương),"6,799,000"
Ngoại Tiết niệu,
"Ghép thận, niệu quản tự thân có sử dụng vi phẫu","6,544,000"
Phẫu thuật cắt thận,"4,232,000"
Phẫu thuật cắt u thượng thận hoặc cắt nang thận ,"6,117,000"
Phẫu thuật nội soi  lấy sỏi thận hoặc sỏi niệu quản hoặc sỏi bàng quang ,"4,027,000"
Phẫu thuật nội soi cắt thận hoặc u sau phúc mạc ,"4,316,000"
