Ten dich vu,Gia (VND)
Phẫu thuật nội soi ổ bụng chẩn đoán các bệnh lý phụ khoa,5395300
Phẫu thuật nội soi sa sinh dục nữ,9585300
Phẫu thuật nội soi treo buồng trứng,5988800
Phẫu thuật nội soi triệt sản nữ,5186800
Phẫu thuật nội soi vét hạch tiểu khung,6964200
"Phẫu thuật nội soi xử trí viêm phúc mạc tiểu khung, viêm phần phụ, ứ mủ vòi trứng",7279100
Phẫu thuật Second Look trong ung thư buồng trứng,4451200
Phẫu thuật thắt động mạch hạ vị trong cấp cứu sản phụ khoa,4967000
Phẫu thuật thắt động mạch tử cung trong cấp cứu sản phụ khoa,3596900
Phẫu thuật treo bàng quang và trực tràng sau mổ sa sinh dục,4553300
Phẫu thuật treo tử cung,3131800
Phẫu thuật Wertheim (cắt tử cung tận gốc + vét hạch),6895100
"Sinh thiết cổ tử cung, âm hộ, âm đạo",414500
Sinh thiết gai rau,1182500
Sinh thiết hạch gác (cửa) trong ung thư vú,2367500
Soi cổ tử cung,68100
Soi ối,55100
Thủ thuật LEEP (cắt cổ tử cung bằng vòng nhiệt điện),1249700
Tiêm hoá chất tại chỗ điều trị chửa ở cổ tử cung,290800
Tiêm nhân Chorio,270500
"Vi phẫu thuật tạo hình vòi trứng, nối lại vòi trứng",7946300
"Xoắn hoặc cắt bỏ polype âm hộ, âm đạo, cổ tử cung",436200
Phẫu thuật cắt ruột non,5100100
Phẫu thuật cắt ruột thừa,2815900
Phẫu thuật thăm dò ổ bụng hoặc mở thông dạ dày hoặc mở thông hổng tràng hoặc làm hậu môn nhân tạo,2683900
Truyền hóa chất tĩnh mạch (áp dụng cho bệnh nhân nội trú),144800
Truyền hóa chất tĩnh mạch (áp dụng cho bệnh nhân ngoại trú),172800
Phẫu thuật mở bụng bóc u xơ tử cung,3628800
Phẫu thuật mở bụng cắt u buồng trứng hoặc cắt phần phụ,3217800
"Phẫu thuật tạo hình tử cung (Strassman, Jones)",5324200
Phẫu thuật tạo hình âm đạo (nội soi kết hợp đường dưới),6640200
Phẫu thuật tạo hình âm đạo do dị dạng (đường dưới),4230100
Phẫu thuật nội soi buồng tử cung cắt nhân xơ; polip; tách dính; cắt vách ngăn; lấy dị vật,5990300
Cấy - tháo thuốc tránh thai,251400
Đặt và tháo dụng cụ tử cung,252500
Rã đông tinh trùng,230600
Sinh thiết phôi chẩn đoán (Biopsy-PGS)/cho 1 người bệnh,8928000
Triệt sản nam (bằng dao hoặc không bằng dao),1311400
Lọc rửa tinh trùng,971000
"Rã đông phôi, noãn",3791900
Rã đông tinh trùng,230600
Tiêm tinh trùng vào bào tương của noãn (ICSI),6313900
Tổng phân tích tế bào máu ngoại vi bằng hệ thống tự động hoàn toàn (có nhuộm tiêu bản tự động),114300
Tổng phân tích tế bào máu ngoại vi bằng máy đếm laser,49700
Máu lắng (bằng phương pháp thủ công),24800
"Định nhóm máu hệ ABO trên thẻ định nhóm máu để truyền máu toàn phần, khối hồng cầu, bạch cầu",49700
Định nhóm máu hệ ABO trên thẻ định nhóm máu để truyền chế phẩm tiểu cầu hoặc huyết tương,31100
"Định nhóm máu hệ ABO, Rh(D) bằng phương pháp gelcard/Scangel",93300
Định nhóm máu hệ ABO bằng phương pháp ống nghiệm; trên phiến đá hoặc trên giấy,42100
"Định nhóm máu hệ Rh(D) bằng phương pháp ống nghiệm, phiến đá",33500
Định lượng Beta Crosslap,144200
Co cục máu đông,16000
Định lượng Fibrinogen (Yếu tố I) bằng phương pháp trực tiếp,110300
"Thời gian Prothrombin (PT,TQ) bằng máy bán tự động, tự động",68400
Thời gian thromboplastin hoạt hoá từng phần (APTT),43500
Định lượng kháng thể kháng Phospholipid (IgG/IgM)/ Cardiolipin (IgG/IgM)/ Beta2-Glycoprotein (IgG/IgM),607200
Định lượng 25OH Vitamin D (D3),302500
"Điện giải đồ (Na, K, CL)",30200
Calci,16800
Định lượng Sắt huyết thanh hoặc Mg ++ huyết thanh,33600
"Định lượng các chất Albumine; Creatine; Globuline; Glucose; Phospho, Protein toàn phần, Ure, Axit Uric, Amylase,...",22400
Định lượng Bilirubin toàn phần hoặc trực tiếp; các enzym: phosphataze kiềm hoặc GOT hoặc GPT…,22400
Định lượng Tryglyceride hoặc Phospholipid hoặc Lipid toàn phần hoặc Cholesterol toàn phần hoặc HDL-Cholesterol hoặc LDL - Cholesterol,28000
Nghiệm pháp Coombs gián tiếp hoặc trực tiếp,87000
Test đường + Ham,74600
Công thức nhiễm sắc thể (Karyotype),726700
Công thức nhiễm sắc thể (NST) từ tế bào ối,1230700
Phản ứng hoà hợp có sử dụng kháng globulin người (Kỹ thuật Scangel/ Gelcard trên máy bán tự động/ tự động),80500
Phản ứng hòa hợp trong môi trường nước muối ở 22OC (kỹ thuật ống nghiệm),31100
Phát hiện kháng đông lupus (LAC/ LA screen: Lupus Anticoagulant screen),262800
Thời gian máu chảy/(phương pháp Duke),13600
HbA1C,105300
HE4,312500
HIV khẳng định,201200
PLGF [3 tháng đầu thai kỳ],761300
PLGF [3 tháng giữa thai kỳ],761300
SFLT1,761300
Testosteron,97500
Progesteron,84100
Prolactin,78500
FSH,84100
LH,84100
Estradiol,84100
Beta - HCG,89700
T3/FT3/T4/FT4 (1 loại),67300
TSH,61700
CA 125,144200
Alpha FP (AFP),95300
CEA,89700
LDH,28000
Ferritin,84100
Khí máu,224400
Phản ứng CRP,22400
CRP định lượng,56100
Pro-calcitonin,414700
Đường máu mao mạch,16000
Tổng phân tích nước tiểu,28600
Định lượng Glucose (niệu),14400
Định lượng Protein (niệu),14400
Định lượng Creatinin (niệu),16800
Định lượng Axit Uric (niệu),16800
Định lượng Urê (niệu),16800
Định lượng Protein [dịch não tủy],11200
Định lượng Protein [dịch chọc dò],22400
Định lượng Glucose [dịch chọc dò],13400
Định lượng Glucose [dịch não tủy],13400
"Xét nghiệm tế bào trong nước dịch chẩn đoán tế bào học (não tuỷ, màng tim, màng phổi, màng bụng, dịch khớp, rửa phế quản…)",95300
Rivalta,8800
AFB trực tiếp nhuộm huỳnh quang,71600
Anti-HIV (nhanh),58600
Anti-HCV miễn dịch bán tự động/tự động,130500
CMV IgG miễn dịch bán tự động/tự động,123400
CMV IgM miễn dịch bán tự động/tự động,142500
Dengue NS1Ag/IgM-IgG test nhanh,142500
HBeAg miễn dịch bán tự động/tự động,104400
HIV Ag/Ab miễn dịch bán tự động/ tự động,142500
HBsAg miễn dịch bán tự động/ tự động,81700
HIV khẳng định,201200
"Hồng cầu, bạch cầu trong phân soi trực tiếp",41700
Ký sinh trùng/ Vi nấm soi tươi,45500
Rubella IgG miễn dịch bán tự động/ tự động,130500
Rubella IgM miễn dịch bán tự động/ tự động,156000
Toxoplasma IgG miễn dịch bán tự động/ tự động,130500
Toxoplasma IgM miễn dịch bán tự động/ tự động,130500
Vi khuẩn nhuộm soi,74200
Vi khuẩn nuôi cấy định danh phương pháp thông thường,261000
"Xét nghiệm các loại dịch, nhuộm và chẩn đoán tế bào học",190400
Xét nghiệm chẩn đoán tế bào học bong bằng phương pháp nhuộm Papanicolaou,417200
Cell Bloc (khối tế bào),271700
Xét nghiệm và chẩn đoán hoá mô miễn dịch cho một dấu ấn (Marker),510400
Xét nghiệm và chẩn đoán mô bệnh học bằng phương pháp nhuộm Giem sa,334400
Xét nghiệm và chẩn đoán mô bệnh học bằng phương pháp nhuộm Hemtoxylin Eosin,388800
Xét nghiệm và chẩn đoán mô bệnh học bằng phương pháp nhuộm PAS (Periodic Acide - Siff),461400
Xét nghiệm và chẩn đoán mô bệnh học tức thì bằng phương pháp cắt lạnh,633700
Xét nghiệm và chẩn đoán tế bào học qua chọc hút tế bào bằng kim nhỏ (FNA),308300
Điện tâm đồ,39900
Nghiệm pháp dung nạp glucose cho người bệnh thai nghén,166200
