Ten dich vu,Gia (VND)
"Chụp Xquang xương bàn, ngón chân thẳng, nghiêng hoặc chếch","102000"
"Chụp Xquang xương gót thẳng nghiêng","102000"
"Chụp Xquang toàn bộ chi dưới thẳng","102000"
"Chụp Xquang ngực thẳng","102000"
"Chụp Xquang ngực nghiêng hoặc chếch mỗi bên","102000"
"Chụp Xquang xương ức thẳng, nghiêng","102000"
"Chụp Xquang khớp ức đòn thẳng chếch","102000"
"Chụp Xquang đỉnh phổi ưỡn","102000"
"Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng","102000"
"Chụp Xquang phim đo sọ thẳng, nghiêng (Cephalometric)","102000"
"Chụp Xquang răng cận chóp","35000"
"Chụp Xquang đường dò","630000"
"Chụp Xquang đại tràng","400000"
"Chụp khung đại tràng có thuốc cản quang số hóa","400000"
"Chụp Xquang thực quản cổ nghiêng","360000"
"Chụp Xquang thực quản dạ dày","360000"
"Chụp thực quản có uống thuốc cản quang số hóa","360000"
"Chụp dạ dày-tá tràng có uống thuốc cản quang số hóa","360000"
"Chụp thực quản có uống thuốc cản quang số hóa","360000"
"Chụp CLVT sọ não có tiêm thuốc cản quang","1000000"
"Chụp CLVT hệ động mạch cảnh có tiêm thuốc cản quang","1000000"
"Chụp CLVT mạch máu não","1000000"
"Chụp CLVT sọ não có dựng hình 3D","1000000"
"Chụp CLVT hàm-mặt có tiêm thuốc cản quang","1000000"
"Chụp CLVT tai-xương đá có tiêm thuốc cản quang","1000000"
"Chụp cắt lớp vi tính lồng ngực có tiêm thuốc cản quang","1000000"
"Chụp cắt lớp vi tính động mạch phổi","1000000"
"Chụp cắt lớp vi tính động mạch chủ ngực","1000000"
"Chụp cắt lớp vi tính động mạch vành, tim","1000000"
"Chụp cắt lớp vi tính tầng trên ổ bụng thường quy (gồm: chụp Cắt lớp vi tính gan-mật, tụy, lách, dạ dày-tá tràng.v.v.) (từ 1-32 dãy) [có cản quang]","1000000"
"Chụp cắt lớp vi tính bụng-tiểu khung thường quy (từ 1-32 dãy) [có cản quang]","1000000"
"Chụp cắt lớp vi tính tiểu khung thường quy (gồm: chụp cắt lớp vi tính tử cung buồng trứng, tiền liệt tuyến, các khối u vùng tiểu khung.v.v.) (từ 1-32 dãy) [có cản quang]","1000000"
"Chụp cắt lớp vi tính hệ tiết niệu thường quy (từ 1-32 dãy) [có cản quang]","1000000"
"Chụp cắt lớp vi tính tầng trên ổ bụng có khảo sát mạch các tạng (bao gồm mạch: gan, tụy, lách và mạch khối u)","1000000"
"Chụp cắt lớp vi tính hệ tiết niệu có khảo sát mạch thận và/hoặc dựng hình đường bài xuất","1000000"
"Chụp cắt lớp vi tính gan có dựng hình đường mật","1000000"
"Chụp cắt lớp vi tính tạng khảo sát huyết động học khối u (CT perfusion)","1000000"
"Chụp cắt lớp vi tính đại tràng (colo-scan) dùng dịch hoặc hơi có nội soi ảo","1000000"
"Chụp cắt lớp vi tính động mạch chủ-chậu","1000000"
"Chụp cắt lớp vi tính cột sống cổ có tiêm thuốc cản quang","1000000"
"Chụp cắt lớp vi tính cột sống ngực có tiêm thuốc cản quang","1000000"
"Chụp cắt lớp vi tính cột sống thắt lưng có tiêm thuốc cản quang","1000000"
"Chụp cắt lớp vi tính khớp thường quy có tiêm thuốc cản quang","1000000"
"Chụp cắt lớp vi tính xương chi có tiêm thuốc cản quang","1000000"
"Chụp cắt lớp vi tính mạch máu chi trên","1000000"
"Chụp cắt lớp vi tính mạch máu chi dưới","1000000"
"Chụp CLVT sọ não không tiêm thuốc cản quang","800000"
"Chụp CLVT hàm-mặt không tiêm thuốc cản quang","800000"
"Chụp CLVT hàm mặt có ứng dụng phần mềm nha khoa","800000"
"Chụp CLVT tai-xương đá không tiêm thuốc","800000"
"Chụp CLVT hốc mắt","800000"
"Chụp CLVT hàm mặt có dựng hình 3D","800000"
"Chụp cắt lớp vi tính lồng ngực không tiêm thuốc cản quang","800000"
"Chụp cắt lớp vi tính phổi độ phân giải cao","800000"
"Chụp cắt lớp vi tính nội soi ảo cây phế quản","800000"
"Chụp cắt lớp vi tính tính điểm vôi hóa mạch vành","800000"
"Chụp cắt lớp vi tính tầng trên ổ bụng thường quy (gồm: chụp Cắt lớp vi tính gan-mật, tụy, lách, dạ dày-tá tràng.v.v.) [không cản quang]","800000"
"Chụp cắt lớp vi tính bụng-tiểu khung thường quy [không cản quang]","800000"
"Chụp cắt lớp vi tính tiểu khung thường quy (gồm: chụp cắt lớp vi tính tử cung buồng trứng, tiền liệt tuyến, các khối u vùng tiểu khung.v.v.) [không cản quang]","800000"
"Chụp cắt lớp vi tính hệ tiết niệu thường quy [không cản quang]","800000"
"Chụp cắt lớp vi tính ruột non (entero-scan) không dùng sonde","800000"
"Chụp cắt lớp vi tính cột sống cổ không tiêm thuốc cản quang","800000"
"Chụp cắt lớp vi tính cột sống ngực không tiêm thuốc cản quang","800000"
"Chụp cắt lớp vi tính cột sống thắt lưng không tiêm thuốc cản quang","800000"
"Chụp cắt lớp vi tính khớp thường quy không tiêm thuốc cản quang","800000"
"Chụp cắt lớp vi tính xương chi không tiêm thuốc cản quang","800000"
"Chụp cộng hưởng từ sọ não có tiêm chất tương phản","3500000"
"Chụp cộng hưởng từ não- mạch não có tiêm chất tương phản","3500000"
"Chụp cộng hưởng từ hệ mạch cổ có tiêm chất tương phản","3500000"
"Chụp cộng hưởng từ tuyến yên có tiêm chất tương phản (khảo sát động học)","3500000"
"Chụp cộng hưởng từ hốc mắt và thần kinh thị giác có tiêm chất tương phản","3500000"
"Chụp cộng hưởng từ đáy sọ và xương đá","3500000"
"Chụp cộng hưởng từ vùng mặt – cổ có tiêm tương phản","3500000"
"Chụp cộng hưởng từ lồng ngực có tiêm thuốc cản quang","3500000"
"Chụp cộng hưởng từ tầng bụng có tiêm chất tương phản (gồm: chụp cộng hưởng từ gan-mật, tụy, lách, thận, dạ dày-tá tràng...) (0.2-1.5T)","3500000"
"Chụp cộng hưởng từ vùng chậu dò hậu môn","3500000"
"Chụp cộng hưởng từ vùng chậu có tiêm chất tương phản (gồm: chụp cộng hưởng từ tử cung-phần phụ, tiền liệt tuyến, đại tràng chậu hông, trực tràng, các khối u vùng chậu…)","3500000"
"Chụp cộng hưởng từ bìu, dương vật có tiêm chất tương phản","3500000"
"Chụp cộng hưởng từ ruột non (enteroclysis)","3000000"
"Chụp cộng hưởng từ tầng bụng có tiêm chất tương phản (gồm: chụp cộng hưởng từ gan-mật, tụy, lách, thận, dạ dày-tá tràng...) (0.2-1.5T)","3000000"
"Chụp cộng hưởng từ cột sống cổ có tiêm tương phản","3000000"
"Chụp cộng hưởng từ cột sống ngực có tiêm tương phản","3000000"
"Chụp cộng hưởng từ cột sống thắt lưng - cùng có tiêm tương phản","3000000"
"Chụp cộng hưởng từ khớp có tiêm tương phản tĩnh mạch","3000000"
"Chụp cộng hưởng từ khớp có tiêm tương phản nội khớp","3000000"
"Chụp cộng hưởng từ xương và tủy xương có tiêm tương phản","3000000"
"Chụp cộng hưởng từ phần mềm chi có tiêm tương phản","3000000"
"Chụp cộng hưởng từ động mạch chủ-chậu","3000000"
"Chụp cộng hưởng từ động mạch chủ-ngực","3000000"
"Chụp cộng hưởng từ động mạch vành","3000000"
"Chụp cộng hưởng từ tim","3000000"
"Chụp cộng hưởng từ tầng trên ổ bụng có khảo sát mạch các tạng (bao gồm mạch: gan, tụy, lách và mạch khối u)","3000000"
"Chụp cộng hưởng từ động mạch chi trên có tiêm tương phản","3000000"
"Chụp cộng hưởng từ động mạch chi dưới có tiêm tương phản","3000000"
"Chụp cộng hưởng từ tĩnh mạch có tiêm tương phản","3000000"
"Chụp cộng hưởng từ bạch mạch có tiêm tương phản không đặc hiệu","3000000"
"Chụp cộng hưởng từ bạch mạch có tiêm tương phản đặc hiệu","3000000"
"Chụp cắt lớp vi tính động mạch chủ-chậu","2000000"
"Chụp cắt lớp vi tính khớp có tiêm thuốc cản quang vào ổ khớp","2000000"
"Chụp cộng hưởng từ sọ não","2000000"
"Chụp cộng hưởng từ não- mạch não không tiêm chất tương phản","2000000"
"Chụp cộng hưởng từ hệ mạch cổ không tiêm chất tương phản","2000000"
"Chụp cộng hưởng từ hốc mắt và thần kinh thị giác","2000000"
"Chụp cộng hưởng từ vùng mặt – cổ","2000000"
"Chụp cộng hưởng từ lồng ngực","2000000"
"Chụp cộng hưởng từ tầng bụng không tiêm chất tương phản (gồm: chụp cộng hưởng từ gan-mật, tụy, lách, thận, dạ dày-tá tràng...)","2000000"
"Chụp cộng hưởng từ vùng chậu (gồm: chụp cộng hưởng từ tử cung-phần phụ, tiền liệt tuyến, đại tràng chậu hông, trực tràng, các khối u vùng chậu…)","2000000"
"Chụp cộng hưởng từ bìu, dương vật","2000000"
"Chụp cộng hưởng từ động học sàn chậu, tống phân (defecography-MR)","2000000"
"Chụp cộng hưởng từ cột sống cổ","2000000"
"Chụp cộng hưởng từ cột sống ngực","2000000"
"Chụp cộng hưởng từ cột sống thắt lưng - cùng","2000000"
"Chụp cộng hưởng từ khớp","2000000"
"Chụp cộng hưởng từ xương và tủy xương","2000000"
"Chụp cộng hưởng từ phần mềm chi","2000000"
"Chụp cộng hưởng từ động mạch chi trên","2000000"
"Chụp cộng hưởng từ động mạch chi dưới","2000000"
"Chụp cộng hưởng từ tĩnh mạch","2000000"
"Chụp cộng hưởng từ dây thần kinh ngoại biên (neurography MR)","2000000"
"Bơm thông lệ đạo","150000"
"Chích chắp, lẹo, chích áp xe mi, kết mạc","120000"
"Lấy dị vật kết mạc","100000"
"Soi đáy mắt trực tiếp","80000"
"Bơm rửa lệ đạo","60000"
"Lấy calci đông dưới kết mạc","60000"
"Nặn tuyến bờ mi, đánh bờ mi","60000"
"Rửa cùng đồ","60000"
"Nội soi tai mũi họng","200000"
"A- Lấy dị vật mũi gây tê","300000"
"Lấy dị vật tai [đơn giản]","100000"
"Đo âm ốc tai (OAE) chẩn đoán","100000"
"Đo thính lực trên ngưỡng","100000"
"Đo sức nghe lời","100000"
"Đo nhĩ lượng","50000"
"Đo phản xạ cơ bàn đạp","50000"
"Đo thính lực đơn âm","50000"
"Điện tim thường","50000"
"Điện não đồ thường quy","100000"
"Đo chức năng hô hấp","200000"
"Nẹp bột các loại, không nắn","400000"
"Tách dính da qui đầu","346000"
"Nong hậu môn","168000"
"Đốt sẹo lồi, xấu, vết chai, mụn, thịt dư","130000"
"Chích rạch áp xe nhỏ","300000"
"Thay băng điều trị vết bỏng dưới 10% diện tích cơ thể ở trẻ em","375000"
"Thay băng vết thương/ mổ chiều dài ≤ 15cm","90000"
"Thay băng, cắt chỉ vết mổ","55000"
"Phun khí dung","50000"
"Phun khí dung Pumicort","50000"
"Phun khí dung phối hợp Ventoline và Pumicort","70000"
"Hạ sốt (nhét hậu môn Paracetamol)","20000"
"Hạ sốt + lau mát","50000"
"Hạ sốt + lau mát + bơm hậu môn (Diazepam)","100000"
