Ten dich vu,Gia (VND)
"Cắt u mỡ, u bã đậu vùng mặt đường kính dưới 5 cm","2928100"
"Cắt lọc khâu vết thương rách da đầu","2767900"
"Tháo bột các loại","61400"
"Cắt bỏ bao da qui đầu do dính hoặc dài","1509500"
"Cắt hẹp bao quy đầu","1509500"
"Cắt chỉ sau phẫu thuật sup mi","40300"
"Xử lý vết thương phần mềm, tổn thương nông vùng mặt","1043500"
"Lấy dị vật kết mạc","71500"
"Khâu kết mạc","1595200"
"Lấy calci kết mạc","40900"
"Cắt chỉ khâu da mi đơn giản","40300"
"Cắt chỉ khâu kết mạc","40300"
"Bơm rửa lệ đạo","41200"
"Nặn tuyến bờ mi, đánh bờ mi","40900"
"Rửa cùng đồ","48300"
"Cấp cứu bỏng mắt ban đầu","344200"
"Soi đáy mắt trực tiếp","60000"
"Theo dõi nhãn áp 3 ngày","130900"
"Lấy cao răng","159100"
"Lấy cao răng","159100"
"Chụp tủy bằng Hydroxit canxi","308000"
"Điều trị sâu răng ngà răng phục hồi bằng Composite","280500"
"Nhổ răng vĩnh viễn","239500"
"Nhổ răng vĩnh viễn lung lay","110600"
"Nhổ chân răng vĩnh viễn","217200"
"Cắt lợi trùm răng khôn hàm dưới","178900"
"Trám bít hố rãnh với Composite quang trùng hợp","245500"
"Trám bít hố rãnh bằng nhựa Sealant","245500"
"Trám bít hố rãnh bằng Glassionomer Cement (GIC)","245500"
"Điều trị răng sữa viêm tủy có hồi phục","380100"
"Điều trị tủy răng sữa","296100"
"Điều trị tủy răng sữa","296100"
"Điều trị đóng cuống răng bằng Canxi Hydroxit","493500"
"Điều trị đóng cuống răng bằng MTA","493500"
"Nhổ răng sữa","46600"
"Nhổ chân răng sữa","46600"
"Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội","631000"
"Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội","631000"
"Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội","631000"
"Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha nguội","631000"
"Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha người có sử dụng trâm xoay cầm tay","631000"
"Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha người có sử dụng trâm xoay cầm tay","861000"
"Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha người có sử dụng trâm xoay cầm tay","455500"
"Điều trị tủy răng và hàn kín hệ thống ống tủy bằng Gutta percha người có sử dụng trâm xoay cầm tay","991000"
"Siêu âm tuyến giáp","58600"
"Siêu âm các tuyến nước bọt","58600"
"Siêu âm ổ bụng (gan mật, tụy, lách, thận, bàng quang)","58600"
"Siêu âm hệ tiết niệu (thận, tuyến thượng thận, bàng quang, tiền liệt tuyến)","58600"
"Siêu âm tử cung phần phụ","58600"
"Siêu âm thai (thai, nhau thai, nước ối)","58600"
"Siêu âm tuyến vú hai bên","58600"
"Siêu âm Doppler tim","252300"
"Điện tim thường","39900"
"Chụp X-quang sọ thẳng/nghiêng","105300"
"Chụp X-quang sọ thẳng/nghiêng","105300"
"Chụp X-quang mặt thẳng/nghiêng","105300"
"Chụp X-quang mặt thẳng/nghiêng","105300"
"Chụp X-quang sọ tiếp tuyến","73300"
"Chụp X-quang Blondeau","73300"
"Chụp X-quang Blondeau","73300"
"Chụp X-quang Hirtz","73300"
"Chụp X-quang hàm chếch một bên","73300"
"Chụp X-quang xương chính mũi nghiêng hoặc tiếp tuyến","73300"
"Chụp X-quang hố yên thẳng hoặc nghiêng","73300"
"Chụp X-quang Chausse III","73300"
"Chụp X-quang Schuller","73300"
"Chụp X-quang Stenvers","73300"
"Chụp X-quang khớp thái dương hàm","73300"
"Chụp X-quang răng cận chóp (Periapical)","23700"
"Chụp X-quang răng cận chóp (Periapical)","23700"
"Chụp X-quang răng cánh cắn (Bite wing)","23700"
"Chụp X-quang cột sống cổ thẳng nghiêng","73300"
"Chụp X-quang cột sống cổ thẳng nghiêng","105300"
"Chụp X-quang cột sống cổ chếch hai bên","105300"
"Chụp X-quang cột sống cổ chếch hai bên","105300"
"Chụp X-quang cột sống cổ động, nghiêng 3 tư thế","105300"
"Chụp X-quang cột sống cổ C1-C2","130300"
"Chụp X-quang cột sống cổ C1-C2","105300"
"Chụp X-quang cột sống ngực nghiêng thẳng hoặc chếch","105300"
"Chụp X-quang cột sống ngực nghiêng thẳng hoặc chếch","105300"
"Chụp X-quang cột sống thắt lưng thẳng nghiêng","105300"
"Chụp X-quang cột sống thắt lưng thẳng nghiêng","105300"
"Chụp X-quang cột sống thắt lưng chếch hai bên","105300"
"Chụp X-quang cột sống thắt lưng chếch hai bên","105300"
"Chụp X-quang cột sống thắt lưng L5-S1 thẳng nghiêng","105300"
"Chụp X-quang cột sống thắt lưng L5-S1 thẳng nghiêng","105300"
"Chụp X-quang cột sống thắt lưng động, gấp ưỡn","105300"
"Chụp X-quang cột sống thắt lưng động, gấp ưỡn","105300"
"Chụp X-quang cột sống thắt lưng De Seze","105300"
"Chụp X-quang cột sống thắt lưng De Seze","73300"
"Chụp X-quang cột sống cùng cụt thẳng nghiêng","105300"
"Chụp X-quang cột sống cùng cụt thẳng nghiêng","105300"
"Chụp X-quang xương chậu thẳng chếch hai bên","105300"
"Chụp X-quang khung chậu thẳng","130300"
"Chụp X-quang xương đòn thẳng hoặc chếch","73300"
"Chụp X-quang xương bả vai thẳng nghiêng","73300"
"Chụp X-quang khớp vai thẳng nghiêng","73300"
"Chụp X-quang khớp vai nghiêng hoặc chếch","73300"
"Chụp X-quang xương cánh tay thẳng nghiêng","105300"
"Chụp X-quang xương cánh tay thẳng nghiêng","105300"
"Chụp X-quang khớp khuỷu thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang khớp khuỷu thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang khớp khuỷu gấp (Jones hoặc Coyle)","73300"
"Chụp X-quang xương cẳng tay thẳng nghiêng","105300"
"Chụp X-quang xương cẳng tay thẳng nghiêng","105300"
"Chụp X-quang xương cổ tay thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang xương cổ tay thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang xương bàn ngón tay thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang xương bàn ngón tay thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang khớp háng thẳng","73300"
"Chụp X-quang khớp háng nghiêng","73300"
"Chụp X-quang khớp háng thẳng nghiêng","73300"
"Chụp X-quang khớp háng thẳng nghiêng","73300"
"Chụp X-quang khớp gối thẳng nghiêng hoặc chếch","73300"
"Chụp X-quang khớp gối thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang bánh chè và khớp đùi bánh chè","105300"
"Chụp X-quang bánh chè và khớp đùi bánh chè","105300"
"Chụp X-quang xương cẳng chân thẳng nghiêng","105300"
"Chụp X-quang xương cẳng chân thẳng nghiêng","105300"
"Chụp X-quang xương cổ chân thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang xương cổ chân thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang xương bàn, ngón chân thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang xương bàn, ngón chân thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang xương gót thẳng nghiêng","105300"
"Chụp X-quang xương gót thẳng nghiêng","105300"
"Chụp X-quang ngực thẳng","105300"
"Chụp X-quang xương ức thẳng nghiêng hoặc chếch mỗi bên","73300"
"Chụp X-quang xương ức thẳng nghiêng","73300"
"Chụp X-quang xương ức thẳng nghiêng","105300"
"Chụp X-quang xương đòn thẳng nghiêng","105300"
"Chụp X-quang xương đòn thẳng nghiêng","105300"
"Chụp X-quang đỉnh phổi ưỡn","105300"
"Chụp X-quang bụng không chuẩn bị thẳng hoặc nghiêng","73300"
"Phân tích tế bào máu ngoại vi (bằng phương pháp thủ công)","39700"
"Tổng phân tích tế bào máu ngoại vi (bằng máy đếm laser)","39700"
"Tìm ký sinh trùng sốt rét trong máu (bằng phương pháp thủ công)","49700"
"Máu lắng (bằng phương pháp thủ công)","24800"
"Máu lắng (bằng máy tự động)","39700"
"Định nhóm máu hệ ABO (kỹ thuật phiến đá)","37300"
"Định nhóm máu hệ Rh(D) (kỹ thuật phiến đá)","42100"
"Thời gian máu chảy phương pháp Duke","13600"
"Thời gian máu chảy phương pháp Ivy","52100"
"Định lượng Acid Uric [Máu]","22400"
"Định lượng ALT (GPT) [Máu]","22400"
"Định lượng AST (GOT) [Máu]","22400"
"Định lượng Bilirubin trực tiếp [Máu]","22400"
"Định lượng Bilirubin gián tiếp [Máu]","22400"
"Định lượng Bilirubin toàn phần [Máu]","22400"
"Định lượng Canxi ion hóa [Máu]","22400"
"Định lượng Cholesterol toàn phần (máu)","16800"
"Định lượng Creatinin [Máu]","22400"
"Điện giải đồ (Na, K, Cl) [Máu]","84100"
"Định lượng Estradiol [Máu]","30200"
"Định lượng FT3 (Free Triiodothyronine) [Máu]","84100"
"Định lượng FT4 (Free Thyroxine) [Máu]","67300"
"Định lượng Glucose [Máu]","22400"
"Đo hoạt độ GGT (Gamma Glutamyl Transferase) [Máu]","22400"
"Định lượng HbA1c [Máu]","105300"
"Định lượng HDL-C (High density lipoprotein Cholesterol) [Máu]","28000"
"Định lượng LDL-C (Low density lipoprotein Cholesterol) [Máu]","28000"
"Định lượng Prolactin [Máu]","28000"
"Định lượng Progesteron [Máu]","78500"
"Định lượng T3 (Tri iodothyronine) [Máu]","84100"
"Định lượng T4 (Thyroxine) [Máu]","67300"
"Định lượng Testosteron [Máu]","67300"
"Định lượng Triglycerid [Máu]","28000"
"Định lượng TSH (Thyroid Stimulating hormone) [Máu]","97500"
"Định lượng urê máu [Máu]","22400"
"Định lượng CRP hs (C-Reactive Protein high sesitivity) [Máu]","61700"
"Định tính Amphetamine (test nhanh) [niệu]","56100"
"Định tính Opiate (test nhanh) [niệu]","44800"
"Định tính Morphine (test nhanh) [niệu]","44800"
"Định tính Codein (test nhanh) [niệu]","44800"
"Tổng phân tích nước tiểu (Bằng máy tự động)","28600"
"HBsAg test nhanh","58600"
"HBsAg miễn dịch bán tự động","81700"
"HBeAb test nhanh","65200"
"HBeAg test nhanh","65200"
"HBcAb test nhanh","65200"
"HCV Ab test nhanh","58600"
"HAV Ab test nhanh","58600"
"HIV Ab test nhanh","58600"
"Dengue virus NS1Ag test nhanh","142500"
"Helicobacter pylori Ag test nhanh","171100"
"Treponema pallidum test nhanh","261000"
"Treponema pallidum RPR định tính và định lượng","95100"
"HEV Ab test nhanh","261000"
"HEV IgM test nhanh","130500"
"HEV IgM miễn dịch bán tự động","336000"
"Dengue virus NS1Ag/IgM - IgG test nhanh","142500"
"Dengue virus IgM/IgG test nhanh","142500"
"Hồng cầu, bạch cầu trong phân soi tươi","41700"
"Trứng giun, sán soi tươi","45500"
"Vi nấm soi tươi","45500"
"Test tổng hợp chất gây nghiện","120000"
"Xét nghiệm các loại dịch, nhuộm và chẩn đoán tế bào học","190400"
"Điện châm điều trị hội chứng tiền đình","78300"
"Điện châm điều trị hội chứng thắt lưng hông","78300"
"Điện châm điều trị huyết áp thấp","78300"
"Điện châm điều trị thiểu năng tuần hoàn não mãn tính","78300"
"Điện châm điều trị hội chứng stress","78300"
"Điện châm điều trị cảm mạo","78300"
"Điện châm điều trị viêm Amidan","78300"
"Điện châm điều trị viêm họng","78300"
"Điện châm điều trị phục hồi chức năng cho trẻ bại liệt","78300"
"Điện châm điều trị đau dạ dày cấp và mãn","78300"
"Điện châm điều trị rối loạn kinh nguyệt","78300"
"Điện châm điều trị viêm bàng quang","78300"
"Điện châm điều trị bí đái cơ năng","78300"
"Điện châm điều trị sa tử cung","78300"
"Điện châm điều trị viêm tiền liệt tuyến mãn tính","78300"
"Điện châm điều trị liệt tứ chi do chấn thương cột sống","78300"
"Điện châm điều trị rối loạn thần kinh chức năng sau chấn thương sọ não","78300"
"Điện châm điều trị hội chứng ống cổ tay","78300"
"Điện châm điều trị hội chứng vai cánh tay","78300"
"Điện châm điều trị rối loạn cảm giác đầu chi","78300"
"Điện châm điều trị khàn tiếng","78300"
"Điện châm điều trị chắp lẹo","78300"
"Điện châm điều trị liệt chi trên","78300"
"Điện châm điều trị đau hố mắt","78300"
"Điện châm điều trị viêm thần kinh thị giác sau giai đoạn cấp","78300"
"Điện châm điều trị lác cơ năng","78300"
"Điện châm điều trị rối loạn cảm giác nóng","78300"
"Điện châm điều trị viêm mũi xoang","78300"
"Điện châm điều trị rối loạn tiêu hóa","78300"
"Điện châm điều trị đau răng","78300"
"Điện châm điều trị đau do thoái hóa khớp","78300"
"Điện châm điều trị ù tai","78300"
"Điện châm điều trị giảm khứu giác","78300"
"Điện châm điều trị rối loạn thần kinh tim","78300"
"Điện châm điều trị tổn thương đám rối dây thần kinh","78300"
"Điện châm điều trị giảm đau ung thư","78300"
"Điện châm điều trị liệt do viêm đa rễ, dây thần kinh","78300"
"Điện châm điều trị chứng nấc cơ hoành","78300"
"Điện châm điều trị giảm đau do Zona","78300"
"Xoa bóp bấm huyệt điều trị liệt chi trên","76000"
"Xoa bóp bấm huyệt điều trị liệt chi dưới","76000"
"Xoa bóp bấm huyệt điều trị liệt nửa người do tai biến mạch máu não","76000"
"Xoa bóp bấm huyệt điều trị đau thần kinh tọa","76000"
"Xoa bóp bấm huyệt điều trị hội chứng thắt lưng hông","76000"
"Xoa bóp bấm huyệt điều trị liệt do viêm não","76000"
"Xoa bóp bấm huyệt điều trị hội chứng đau vai gáy","76000"
"Xoa bóp bấm huyệt điều trị cứng khớp chi trên","76000"
"Xoa bóp bấm huyệt điều trị cứng khớp chi dưới","76000"
"Xoa bóp bấm huyệt điều trị liệt dây thần kinh số VII ngoại biên","76000"
"Xoa bóp bấm huyệt điều trị chóng mặt, ngất","76000"
"Xoa bóp bấm huyệt điều trị chứng bí tiểu","76000"
"Xoa bóp bấm huyệt điều trị tâm căn suy nhược","76000"
"Xoa bóp bấm huyệt điều trị hội chứng ngoại tháp","76000"
"Xoa bóp bấm huyệt điều trị đau đầu, đau nửa đầu","76000"
"Xoa bóp bấm huyệt điều trị mất ngủ","76000"
"Xoa bóp bấm huyệt điều trị đau mỏi cơ","76000"
"Xoa bóp bấm huyệt điều trị thiểu năng tuần hoàn não mãn tính","76000"
"Xoa bóp bấm huyệt điều trị tổn thương rễ, đám rối và dây thần kinh","76000"
"Xoa bóp bấm huyệt điều trị tổn thương dây thần kinh số V","76000"
"Xoa bóp bấm huyệt điều trị liệt dây thần kinh số VII ngoại biên","76000"
"Xoa bóp bấm huyệt điều trị sụp mi","76000"
"Xoa bóp bấm huyệt điều trị lác cơ năng","76000"
"Xoa bóp bấm huyệt điều trị giảm thị lực","76000"
"Xoa bóp bấm huyệt điều trị viêm mũi xoang","76000"
"Xoa bóp bấm huyệt điều trị chứng đầy hơi chướng bụng","76000"
"Xoa bóp bấm huyệt điều trị hen phế quản","76000"
"Xoa bóp bấm huyệt hỗ trợ điều trị tăng huyết áp","76000"
"Xoa bóp bấm huyệt điều trị huyết áp thấp","76000"
"Xoa bóp bấm huyệt điều trị đau thần kinh liên sườn","76000"
"Xoa bóp bấm huyệt điều trị hội chứng dạ dày-tá tràng","76000"
"Xoa bóp bấm huyệt điều trị nấc","76000"
"Xoa bóp bấm huyệt điều trị viêm khớp dạng thấp","76000"
"Xoa bóp bấm huyệt điều trị đau do thoái hóa khớp","76000"
"Xoa bóp bấm huyệt điều trị đau lưng","76000"
"Xoa bóp bấm huyệt điều trị viêm quanh khớp vai","76000"
"Xoa bóp bấm huyệt điều trị hội chứng cổ vai cánh tay","76000"
"Xoa bóp bấm huyệt điều trị chứng nấc cơ hoành","76000"
"Xoa bóp bấm huyệt điều trị rối loạn cảm giác đau chi","76000"
"Xoa bóp bấm huyệt điều trị tắc tia sữa","76000"
"Xoa bóp bấm huyệt điều trị rối loạn kinh nguyệt mãn tính","76000"
"Xoa bóp bấm huyệt điều trị rối loạn kinh nguyệt","76000"
"Xoa bóp bấm huyệt điều trị rối loạn tiểu tiện","76000"
"Xoa bóp bấm huyệt điều trị chứng nôn nấc cấp và mãn tính","76000"
"Xoa bóp bấm huyệt điều trị rối loạn tiêu hóa","76000"
"Xoa bóp bấm huyệt điều trị táo bón","76000"
"Xoa bóp bấm huyệt điều trị rối loạn thần kinh thực vật","76000"
"Xoa bóp bấm huyệt điều trị bí đái cơ năng","76000"
"Xoa bóp bấm huyệt điều trị rối loạn chức năng vận động do chấn thương sọ não","76000"
"Xoa bóp bấm huyệt điều trị liệt tứ chi do chấn thương cột sống","76000"
"Xoa bóp bấm huyệt điều trị giảm đau sau phẫu thuật","76000"
"Xoa bóp bấm huyệt điều trị đái dầm","76000"
"Xoa bóp bấm huyệt điều trị hội chứng cổ vai gáy","76000"
"Xoa bóp bấm huyệt điều trị hội chứng thắt lưng hông","76000"
"Cứu điều trị đau đầu, đau nửa đầu thể hàn","37000"
"Cứu điều trị nấc thể hàn","37000"
"Cứu điều trị ngoại cảm phong hàn","37000"
"Cứu điều trị rối loạn tiêu hóa thể hàn","37000"
"Cứu điều trị rối loạn cảm giác đau chi thể hàn","37000"
"Cứu điều trị liệt chi dưới thể hàn","37000"
"Cứu điều trị liệt nửa người thể hàn","37000"
"Cứu điều trị liệt dây thần kinh số VII ngoại biên thể hàn","37000"
"Cứu điều trị đau vai gáy cấp thể hàn","37000"
"Cứu điều trị giảm thính lực thể hàn","37000"
"Cứu hỗ trợ điều trị bệnh tự kỷ thể hàn","37000"
"Cứu điều trị sa trực tràng thể hàn","37000"
"Cứu điều trị rối loạn tiểu tiện thể hàn","37000"
"Cứu điều trị liệt dương thể hàn","37000"
"Cứu điều trị lỵ trực trùng thể hàn","37000"
"Cứu điều trị bí đái thể hàn","37000"
"Cứu điều trị sa tử cung thể hàn","37000"
"Cứu điều trị đau bụng kinh thể hàn","37000"
"Cứu điều trị rối loạn kinh nguyệt thể hàn","37000"
"Cứu điều trị đái dầm thể hàn","37000"
"Cứu điều trị đau thắt lưng thể hàn","37000"
"Cứu điều trị đau lưng thể hàn","37000"
"Cứu điều trị giảm khứu giác thể hàn","37000"
"Cứu điều trị rối loạn thần kinh thực vật thể hàn","37000"
"Giác hơi điều trị cảm cúm thể hàn","36700"
"Cứu điều trị rối loạn tiêu hóa thể hàn","37000"
"Giác hơi điều trị ngoại cảm phong nhiệt","36700"
"Giác hơi điều trị các chứng đau","36700"
"Giác hơi điều trị cảm cúm","36700"
