Ten dich vu,Gia (VND)
"Chọc tháo dịch màng bụng hoặc màng phổi dưới hướng dẫn của siêu âm","183000"
"Chọc hút khí màng phổi","150000"
"Chọc rửa màng phổi","214000"
"Chọc dò tuỷ sống","114000"
"Chọc hút hạch hoặc u","116000"
"Chọc hút hạch hoặc u hoặc áp xe hoặc các tổn thương khác dưới hướng dẫn của siêu âm","159000"
"Chọc hút hạch hoặc u hoặc áp xe hoặc các tổn thương khác dưới hướng dẫn của cắt lớp vi tính","743000"
"Chọc hút tủy làm tủy đồ","537000"
"Chọc hút tủy làm tủy đồ","135000"
"Dẫn lưu màng phổi tối thiểu","607000"
"Dẫn lưu màng phổi, ổ áp xe phổi dưới hướng dẫn của siêu âm","697000"
"Dẫn lưu màng phổi, ổ áp xe phổi dưới hướng dẫn của chụp cắt lớp vi tính","1218000"
"Đặt catheter động mạch quay","557000"
"Đặt catheter động mạch theo dõi huyết áp liên tục","1379000"
"Đặt catheter tĩnh mạch trung tâm một nòng","664000"
"Đặt catheter tĩnh mạch trung tâm nhiều nòng","1137000"
"Đặt nội khí quản","579000"
"Đặt sonde dạ dày","94300"
"Hút dẫn lưu khoang màng phổi bằng máy hút áp lực âm liên tục","188000"
"Hút dịch khớp","120000"
"Hút dịch khớp dưới hướng dẫn của siêu âm","132000"
"Hút đờm","12200"
"Mở khí quản","734000"
"Mở thông bàng quang (gây tê tại chỗ)","384000"
"Nghiệm pháp hồi phục phế quản với thuốc giãn phế quản","101000"
"Nội soi siêu âm chẩn đoán","1778000"
"Nội soi phế quản dưới gây mê có sinh thiết","1478000"
"Nội soi phế quản dưới gây mê không sinh thiết","3278000"
"Nội soi phế quản ống mềm gây tê","768000"
"Nội soi phế quản ống mềm gây tê có sinh thiết","1159000"
"Nong niệu đạo và đặt thông đái","252000"
"Rửa bàng quang","209000"
"Rửa dạ dày","131000"
"Rửa dạ dày loại bỏ chất độc qua hệ thống kín","601000"
"Rút máu để điều trị","256000"
"Rút ống dẫn lưu màng phổi, ống dẫn lưu ổ áp xe","184000"
"Siêu âm can thiệp - Đặt ống thông dẫn lưu ổ áp xe","620000"
"Sinh thiết da hoặc niêm mạc","130000"
"Sinh thiết thận hoặc vú hoặc vị trí khác dưới hướng dẫn của cắt lớp vi tính","1726000"
"Sinh thiết hạch hoặc u","273000"
"Sinh thiết màng hoạt dịch dưới hướng dẫn của siêu âm","1128000"
"Sinh thiết móng","335000"
"Sinh thiết tủy xương","253000"
"Sinh thiết tủy xương có kim sinh thiết","1383000"
"Sinh thiết tủy xương (sử dụng máy khoan cầm tay)","2689000"
"Soi khớp có sinh thiết","513000"
"Tạo nhịp cấp cứu ngoài lồng ngực","1008000"
"Tháo bột: cột sống hoặc lưng hoặc khớp háng hoặc xương đùi hoặc xương chậu","67500"
"Tháo bột khác","56000"
"Thay băng cắt lọc vết thương mạn tính","258000"
"Thay băng vết thương hoặc mổ chiều dài <= 15cm","60000"
"Thay băng vết thương chiều dài trên 15cm đến 30 cm","85000"
"Thay băng vết mổ chiều dài trên 15cm đến 30 cm","85000"
"Thay băng vết thương hoặc mổ chiều dài từ trên 30 cm đến 50 cm","115000"
"Thay băng vết thương hoặc mổ chiều dài từ trên 15 cm đến 30 cm nhiễm trùng","139000"
"Thay băng vết thương hoặc mổ chiều dài từ 30 cm đến 50 cm nhiễm trùng","184000"
"Thay băng vết thương hoặc mổ chiều dài > 50cm nhiễm trùng","253000"
"Thay canuyn mở khí quản","253000"
"Thay rửa hệ thống dẫn lưu màng phổi","96000"
"Thở máy (01 ngày điều trị)","583000"
"Thông đái","94300"
"Thụt tháo phân hoặc Đặt sonde hậu môn","85900"
"Tiêm (bắp hoặc dưới da hoặc tĩnh mạch)","12800"
"Tiêm khớp","96200"
"Tiêm khớp dưới hướng dẫn của siêu âm","138000"
"Truyền tĩnh mạch","22800"
"Khâu vết thương phần mềm tổn thương nông chiều dài < 10 cm","184000"
"Khâu vết thương phần mềm tổn thương nông chiều dài >= 10 cm","248000"
"Khâu vết thương phần mềm tổn thương sâu chiều dài < 10 cm","268000"
"Khâu vết thương phần mềm tổn thương sâu chiều dài >= 10 cm","323000"
