Ten dich vu,Gia (VND)
"Sử dụng thuốc giải độc trong ngộ độc cấp (chưa kể tiền thuốc)","155000"
"Đặt catheter tĩnh mạch ngoại biên","21400"
"Đặt đường truyền vào xương(qua đường xương)","762000"
"Đặt nội khí quản cấp cứu bằng Combitube","762000"
"Đặt mặt nạ thanh quản cấp cứu","762000"
"Bơm rửa ổ lao khớp","92900"
"Lấy dị vật giác mạc sâu[Lấy dị vật giác mạc nông, một mắt (gây mê)]","665000"
"Lấy dị vật giác mạc sâu[Lấy dị vật giác mạc nông, một mắt (gây tê)]","82100"
"Lấy dị vật giác mạc sâu[Lấy dị vật giác mạc sâu, một mắt (gây tê)]","327000"
"Cắt chỉ khâu giác mạc","32900"
"Tiêm dưới kết mạc","47500"
"Tiêm cạnh nhãn cầu","47500"
"Tiêm hậu nhãn cầu","47500"
"Bơm thông lệ đạo[Thông lệ đạo hai mắt ]","94400"
"Bơm thông lệ đạo[Thông lệ đạo một mắt ]","59400"
"Lấy dị vật kết mạc","64400"
"Lấy calci kết mạc","35200"
"Cắt chỉ khâu da mi đơn giản","32900"
"Đốt lông xiêu, nhổ lông siêu","47900"
"Bơm rửa lệ đạo","36700"
"Chích chắp, lẹo, nang lông mi, chích áp xe mi, kết mạc","78400"
"Nặn tuyến bờ mi, đánh bờ mi","35200"
"Rửa cùng đồ","41600"
"Rạch áp xe mi","186000"
"Rạch áp xe túi lệ","186000"
"Soi đáy mắt trực tiếp","52500"
"Soi góc tiền phòng","52500"
"Siêu âm mắt (siêu âm thường qui)","59500"
"Test thử cảm giác giác mạc","39600"
"Nghiệm pháp phát hiện glôcôm","107000"
"Đo nhãn áp (Maclakov, Goldmann, Schiotz…..)","25900"
"Đo sắc giác","65900"
"Đo khúc xạ khách quan (soi bóng đồng tử - Skiascope)","29900"
"Đo khúc xạ máy","9900"
"Đo khúc xạ giác mạc Javal","36200"
"Đo công suất thể thủy tinh nhân tạo bằng siêu âm","59100"
"Cắt bỏ chấp có bọc","78400"
"Chích dẫn lưu túi lệ","78400"
"Theo dõi nhãn áp 3 ngày","107000"
"Test phát hiện khô mắt","39600"
"Đo độ sâu tiền phòng","192000"
"Chọc dịch não tủy thắt lưng (thủ thuật)","107000"
"Cố định gãy xương sườn bằng băng dính to bản","49900"
"Bơm rửa bàng quang, bơm hóa chất","198000"
"Nong niệu đạo","241000"
"Nắn, bó bột chỉnh hình chân chữ 0[Nắn, bó bột xương cẳng chân (bột liền)]","335000"
"Nắn, bó bột chỉnh hình chân chữ 0[Nắn, bó bột xương cẳng chân (bột tự cán)]","254000"
"Nắn, bó bột chỉnh hình chân chữ X[Nắn, bó bột xương cẳng chân (bột liền)]","335000"
"Nắn, bó bột chỉnh hình chân chữ X[Nắn, bó bột xương cẳng chân (bột tự cán)]","254000"
"Nắn, bó bột trật khớp vai[Nắn trật khớp vai (bột liền)]","319000"
"Nắn, bó bột trật khớp vai[Nắn trật khớp vai (bột tự cán)]","164000"
"Cắt phymosis","237000"
"Nắn, bó bột gãy 1/3 trên thân xương cánh tay[Nắn, bó bột xương cánh tay (bột liền)]","335000"
