Id,Ten,Dia chi,Loai,So dien thoai,Hinh anh,Link Anh Goc,Gioi thieu,Website,Lat,Lng,Tu khoa goc,,,
105a9b4b,Bệnh viện Nhi Đồng Thành Phố,"15 Đ. Võ Trần Chí, Tân Kiên, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện nhi'],+84 28 2253 6688,downloaded_images\08ea721f0f324208bca583b0ecfebc50.jpg,https://lh3.googleusercontent.com/p/AF1QipPYGyiQHoJAkWRPrNv8apRDhd4ckqUSiJohpF69=w1080-h1080-no,Không có,http://bvndtp.org.vn/,10.7096251,106.5738758,Bệnh viện Nhi Đồng Thành Phố,r,,
5854f135,Bệnh viện Ung bướu TP. HCM,"47 Nguyễn Huy Lượng, Phường 14, Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Trung tâm điều trị ung thư,+84 28 3843 3022,downloaded_images\5a83067943a7b2b8b04d7b8b4bfefa7a.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxZGZsu0Fk6j8VPBiTIxoIN1T5pdce70H8LHdq2Aqnnqbx53usQSs2Q21UtJO9I5z4iIvy9oHDNErjZanuixWOzThWoDeguXnHszpqVoTaoH7urg2vARC6gzom1lOD90vFDJdKlJw=w1080-h1080-no,Không có,https://benhvienungbuou.vn/,10.8049868,106.6943584,Bệnh viện Ung Bướu TP.HCM Cơ sở 1,r,,
9c6b29c1,Cơ sở 2 Bệnh viện Ung Bướu TP. Hồ Chí Minh,"12 Đ. Số 400, Khu phố 3, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam","['Bệnh viện chuyên khoa', 'Trung tâm điều trị ung thư']",+84 28 3841 2637,downloaded_images\60c87356ae9e7c8a70a7e207c4e2cc9e.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyw5QFSt6BBR5VQKPO4cKVDsicO_zRwkc9MsB3AwXNGdfTpR7Xhm_qfGKCnCT4sHS57vNUw-FRP6DJs2zQvssG_cRRudVCdh5IjeSTIqVJj8Ygq9lt323iIREqDo5XnMcOHr72G=w1080-h1080-no,Không có,http://benhvienungbuou.vn/,10.8703629,106.8093938,Bệnh viện Ung Bướu TP.HCM Cơ sở 2,r,,
cffca54d,Bệnh viện Bình Dân,"371 Điện Biên Phủ, Phường 4, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện,+84 28 3839 4747,downloaded_images\52b2e50062291589dd597f932330dd15.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhCp_1wlLzsdHT0nTE5--ly6wRJxhxCajcfiC0So5Sgo-Gt701vUYO4LeFBSx8J2-rGYGNehOtEsD8L6WM5XnTP5jVPS4YR2iaVV5-_xSZZydylxZEQriI3ptq1Wol9np_Ixkt=w1080-h1080-no,Không có,http://www.bvbinhdan.com.vn/,10.774024599999999,106.6812751,Bệnh viện Bình Dân Trụ sở chính,r,,
7e2c9bc9,Bệnh viện Bình Dân - Khu điều trị Kỹ thuật cao,"Điện Biên Phủ/326 - 328 Phường Vườn Lài, Phường 3, Quận 10, Thành phố Hồ Chí Minh, Việt Nam","['Bệnh viện chuyên khoa', 'Bệnh viện']",+84 799 325 371,downloaded_images\995b6c01233ffd11d48fb3ce0e3228a9.jpg,https://lh3.googleusercontent.com/p/AF1QipMqcGZtLWm9yoKW8I5UCVXrqmLnCG64U-V_Oqc=w1080-h1080-no,Không có,http://bvbinhdan.com.vn/,10.7750738,106.681394,Bệnh viện Bình Dân Khu kỹ thuật cao,r,,
c2a6ac59,Bệnh Viện Tai Mũi Họng Tp. HCM,"153 - 155 - 157 Trần Quốc Thảo, Phường 9, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","['Bệnh viện chuyên khoa', 'Bệnh viện']",+84 28 3931 7381,downloaded_images\c26c40ef3af76662a5583ef15415fe50.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyJt34l8Svc1OaUMunR70E-kKDnujBCnlmVnGqDSCqVDY6IBHiWE6sMgBvK4_TjLHIpGGbQUs4aZpyXGNiOxClDbskCYTT45l_i15fvh2mRIZO9zEC3Wdeaj45Zdx9runJ6BqAXFA=w1080-h1080-no,Không có,http://taimuihongtphcm.vn/,10.7842921,106.6840656,Bệnh viện Tai Mũi Họng TP.HCM,r,,
368085e6,Bệnh viện Mắt TPHCM,"280 Điện Biên Phủ, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam","['Bệnh viện chuyên khoa', 'Bệnh viện']",+84 28 3932 5364,downloaded_images\aaee2116cfb8148857451d2db76ced81.jpg,https://lh3.googleusercontent.com/p/AF1QipPByK6REpoQMt299WSvSjRF9iCP2vwd4oAV_pvq=w1080-h1080-no,Không có,/url?q=http://www.benhvienmat.com/&opi=79508299&sa=U&ved=0ahUKEwixso2Ut86RAxW7DkQIHSl9CGsQ61gIFygS&usg=AOvVaw31n5rD4biUcVEEUXdKUTMH,10.778585,106.6849517,Bệnh viện Mắt TP.HCM,r,,
87e15752,Bệnh viện Da Liễu TP.HCM,"2 Nguyễn Thông, Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000, Việt Nam","['Bệnh viện chuyên khoa', 'Bác sĩ', 'Bệnh viện']",+84 28 3930 1396,downloaded_images\d549ca0469b0f35a8c9e0208b576e99a.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx1W5PSsM-GKlsC3ekBzNef0WEK6g0OZuZv6a9D60SWGsFSDpNci9NK0IJWxhWlvuTHO7EEKgKAhKtmxwfMgYyQSSdN5o972mPobuyRAfrSl7y8UaC8esyAGmemyWVyhGtr93VN=w1080-h1080-no,Không có,https://bvdl.org.vn/,10.776407299999999,106.6865735,Bệnh viện Da Liễu TP.HCM,r,,
9658e4f2,Bệnh viện Truyền máu Huyết học - Cơ sở 2,"Số 01 Trần Hữu Nghiệp, Tân Kiên, Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện chuyên khoa,+84 28 3834 5555,downloaded_images\032d4e0971c04f45c7dde04647b51646.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw53z27bc_eUWa-xff7ANEdQdcl9sGiq4GJg0l32ID25bQSeHvFGlO9hhDHuWaLpt_SgMOsQdjw3s6Ps6fmNp5hiZWqWmhIs0OIs6iUw9NPRzv8wzXeOTcBxUh67U6EuegWCMZI=w1080-h1080-no,Không có,https://bth.org.vn/,10.709863499999999,106.57601989999999,Bệnh viện Truyền máu Huyết học Cơ sở 1,r,,
1b98be48,Bệnh viện Truyền máu - Huyết học Tp. Hồ Chí Minh,"118 Đ. Hồng Bàng, Phường 12, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3957 1342,downloaded_images\5a8442b0027d713d5d34893a29d9ab20.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxh6UqP2FX9_-aULphxx4fjbsx3fwJ38G3827O1g6j7TqEZOOqAyyXfg3k2uLPIFgb6hPq8gSmBJdUUp_yoFCe88BwLzA1Wkdo-8yEOJxxjEKATVkHxCLtFukLLJIhqgXlM5nFB=w1080-h1080-no,Không có,Không có,10.756407,106.66588159999999,Bệnh viện Truyền máu Huyết học - Ngân hàng máu,r,,
2cf135e6,Bệnh viện Phạm Ngọc Thạch,"120 Đ. Hồng Bàng, Phường 12, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện'],+84 28 3855 0207,downloaded_images\9e9314dc3dd998080c04cb6d5aea9471.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqzXx4AnptqpQdPEUFXOoIA4_8G9DVPyUAMty42nfOmsCS68N4ZnGdPfjWrlF4vX0nq-O5lecWnGSj-YGNSRgwnpROprW8HdgiMkgjkJ2dm3FNIc9RacriYH8hX3weXROyliY=w1080-h1080-no,Không có,http://bvpnt.org.vn/,10.7570129,106.66597039999999,Bệnh viện Phạm Ngọc Thạch,r,,
66886ee2,Bệnh viện Bệnh Nhiệt đới,"764 Võ Văn Kiệt, Phường 1, Quận 5, Thành phố Hồ Chí Minh 700000, Việt Nam",Bệnh viện chuyên khoa,+84 28 3923 5804,downloaded_images\071252c7c44712317a4005d0a7ecf2cd.jpg,https://lh3.googleusercontent.com/p/AF1QipO93qtYx3dcyhD8Op3zqt6VQTAkB66pMk728vvR=w1080-h1080-no,Không có,http://www.bvbnd.vn/,10.752660599999999,106.67891639999999,Bệnh viện Bệnh Nhiệt đới,r,,
a634a116,Bệnh viện Tâm Thần Thành phố Hồ Chí Minh,"766 Võ Văn Kiệt, Phường 1, Quận 5, Thành phố Hồ Chí Minh, Việt Nam","['Bệnh viện tâm thần', 'Bệnh viện']",+84 28 3923 4675,downloaded_images\6feb18a9074991fd44932f2b93c672de.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfG9I4iNFO2wsHqcG9cYMQuf8Rhda8t8jBndje4fUDui439uifpEI2C0M824Kxrso4g_VFz252OaTzB9lPRVEcZpl_Dqwujb8ulyk5mUo4gq9kf7HGD_UOzUoywVIOvV6yNtaq7w=w1080-h1080-no,Không có,https://bvtt-tphcm.org.vn/,10.752481699999999,106.6783073,Bệnh viện Tâm thần TP.HCM Cơ sở Võ Văn Kiệt,r,,
c03ea2c2,Bệnh Viện Tâm Thần Lê Minh Xuân,"Ấp 6 Xã Lê Minh Xuân, Lê Minh Xuân, Thành Phố Hồ Chí Minh, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện đa khoa'],+84 28 3766 0313,downloaded_images\d964fc2cbc56a56d1a331a1126331d57.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJAZoWDq7g2Wv-k6DP-7U0er6lFWDcEBLu54CEq7OrTofH7AGSYoT8PMhPdaG4fJ1uO6SqC8HP4VEiuJN70mqCPLBGVN6kZoLDXQ9QTd1_gmcUA7CShFHwpmCESJWgtRxuPyqP=w1080-h1080-no,Không có,Không có,10.7698568,106.54543,Bệnh viện Tâm thần TP.HCM Cơ sở Lê Minh Xuân,r,,
ab0f99b6,Bệnh viện Trưng Vương,"266 Đ. Lý Thường Kiệt, Phường Diên Hồng, Quận 10, Thành phố Hồ Chí Minh 700000, Việt Nam",['Bệnh viện đa khoa'],+84 28 3865 6744,downloaded_images\753b4fca8d7868c0016d308e0c051fc8.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyz-PNwRxgAww2FhKymXLQk5LeIEYIqte-1EwLK4FfNqZI3lFFeBQVmN13mHrl2z6K7Qsh0A_lw4WaugBHvlqv-rP0vhYZBnWL6UKQ8R2X63GV73ghEAMYStrcDnPyoQvTRBqCr3Q=w1080-h1080-no,Không có,http://bvtrungvuong.vn/,10.770505499999999,106.6594484,Bệnh viện Trưng Vương,r,,
78858303,Bệnh viện Nguyễn Tri Phương,"468 Nguyễn Trãi, Phường 7, Quận 5, Thành phố Hồ Chí Minh 70000, Việt Nam",['Bệnh viện'],+84 28 3923 4332,downloaded_images\db877b13175d37964424f7c42f08aa93.jpg,https://lh3.googleusercontent.com/p/AF1QipMHxmrak3LItojn3l2rtzq9LKno6Pt5By0-xb8f=w1080-h1080-no,Không có,https://bvnguyentriphuong.com.vn/,10.7550025,106.6705345,Bệnh viện Nguyễn Tri Phương,r,,
ea966db6,Bệnh viện An Bình,"146 Đ. An Bình, Phường An Đông, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện đa khoa'],+84 28 3923 4359,downloaded_images\f872e38e707a46ca36d90005a4384462.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_0v-_U4kZqex79zyCFC6wStxCY51fZtUco7sFFDIS7sKBRlEjtiIgAF4uZnJQqRLEspp7lz90QGMATqCnq64QBYQweHkB5cUZ61B0irpzVHUkx4K4X4-tL8JNz05AdHD4xXZ9bg=w1080-h1080-no,Không có,http://www.benhvienanbinh.vn/,10.7542613,106.6715847,Bệnh viện An Bình,r,,
528af556,BỆNH VIỆN NGUYỄN TRÃI,"314 Nguyễn Trãi, Phường 8, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện'],Không có,downloaded_images\e0abae54484db5a0a64d0316f536104d.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyPlO7v7GRJOBFf18Jg7_EmjSRDIkYqYnnd6G4HmRUUAIKeUP52tUSxF7PG_SImHkwTPOSzZ4JPwCQ_V7o9BODXrD4o6_ygfWa-Erbq9xLjtsZYgnMZoDKSKGHmmmK8Zxuc1iRK=w1080-h1080-no,Không có,https://bvnguyentrai.org.vn/,10.756156299999999,106.6749535,Bệnh viện Nguyễn Trãi,r,,
011372f0,Bệnh viện Chấn Thương Chỉnh Hình,"929 Trần Hưng Đạo, Phường 1, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện chuyên khoa'],+84 28 3923 7007,downloaded_images\3ccdf01921c6b0a748a4932a64bb1bb5.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5HxEshWLPLPEX-oZhJWklrbfhby_ow6EBF0C_jyj87V0E-m19m_TI8gh7xNLk2fpNoiItIl7YhVPZuVFKmP6ikzhI-ieUOAHkncgSwtLrxq_1vu3xYmuFGGL_G1JGNTxXXUMCDg=w1080-h1080-no,Không có,http://www.bvctch.vn/,10.7541909,106.67818749999999,Bệnh viện Chấn thương Chỉnh hình,r,,
d6d1a0d0,Bệnh viện Răng Hàm Mặt TP. HCM,"263 - 265 Trần Hưng Đạo, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện chuyên khoa,+84 1900 636227,downloaded_images\f1c301d64591f7818ab65f2d094d1f4c.jpg,https://lh3.googleusercontent.com/p/AF1QipM6SaJ5JTb9DLNNXgdDnJZfKd07ZtOJrq2egd_R=w1080-h1080-no,Không có,https://bvranghammat.com/,10.7635458,106.69199289999999,Bệnh viện Răng Hàm Mặt TP.HCM,r,,
be2ee6a2,Bệnh viện Y Học Cổ Truyền TP.HCM,"179-187 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện'],+84 28 3932 6579,downloaded_images\25ed24a3782ff7f6f99a6a2893aa4e4d.jpg,https://lh3.googleusercontent.com/p/AF1QipMFkzhhxdKIWlOdDq1NYIa6WaXRag9rB9qHVpqx=w1080-h1080-no,Không có,http://yhct.vn/,10.7860658,106.6877392,Bệnh viện Y học Cổ truyền TP.HCM,r,,
519ceacc,Bệnh viện Phục hồi Chức năng - Điều trị Bệnh Nghề nghiệp TP. HCM,"313 Âu Dương Lân, Phường Rạch Ông, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","['Bệnh viện', 'Trung tâm phục hồi chức năng']",+84 28 3856 9147,downloaded_images\5cede70441dcca706149de01789a974b.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzoYgjsXvwdemsUP7TdzvJX5amm3jrTpajdRa-IvGnik4C4ACVquKhuq-qTpwYiz9kYHq0IXHrmTKmNUQHIGp87F--tGzDo42groE2A2lFXvLp1bKnqiJ4FTwGQ2JvB_jTdwGg=w1080-h1080-no,Không có,http://bvphuchoichucnanghcm.vn/,10.7412467,106.68615679999999,Bệnh viện Phục hồi chức năng - Điều trị bệnh nghề nghiệp,r,,
2e73b02a,Bệnh viện Thống Nhất,"1 Đ. Lý Thường Kiệt, Phường 7, Tân Bình, Thành phố Hồ Chí Minh 700000, Việt Nam",['Bệnh viện đa khoa'],+84 28 3869 0277,downloaded_images\6f7820161f8fe3146675dec87b0b1150.jpg,https://lh3.googleusercontent.com/p/AF1QipM9-mfEIvBwMUW1Db1YrZsDexsdYLXTVatO7M1V=w1080-h1080-no,Không có,http://bvtn.org.vn/,10.7915151,106.65345389999999,Bệnh viện Thống Nhất,r,,
405783b2,Bệnh viện Quân Y 175,"Nguyễn Kiệm/786 Đ. Hạnh Thông, Phường, Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện quân đội,Không có,downloaded_images\9f35bb7c96d1b2f5cb1cb8e3c1d3c47e.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_G4GlM1QDHg4hrLaMbYKtqsqZDeArP6lX4a-5AuShG9BV4JBGRTzPnBUpSXkQvm5KETH7lmrONA1Thk9mYEmb0bgYp2Tr7PT_oKIRvay1m1QSiCnO_wICfzQ-JRLrD9wMTbP1=w1080-h1080-no,Không có,https://benhvien175.vn/,10.8175099,106.6806615,Bệnh viện Quân y 175,r,,
3611078e,Bệnh viện 30-4,"9 Sư Vạn Hạnh, Phường 9, Quận 5, Thành phố Hồ Chí Minh 72712, Việt Nam",['Bệnh viện chính phủ'],Không có,downloaded_images\e6b95f19b0e986852e3198249a468a32.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzt6C9epx5n0otWk7hn3BcZJRH7kpN_MnPRAcqgqolpYH3Y4G55GOMU1v6tkRgY1dRRjjDqWZfXN_GUKnGSQi-R6054rFu7S-X30IqXfcmDoHIbpCze_V1e7IISmNULIVCnJkSb=w1080-h1080-no,Không có,http://benhvien304.com.vn/,10.7591033,106.6730315,Bệnh viện 30-4,k,,
0f97318a,Bệnh viện Tân Định - Cơ sở 2,"237 Trần Hưng Đạo, Phường Cô Giang, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Bệnh viện,+84 28 3920 7527,downloaded_images\187cc1cf5f32d5f1cb4adad247910207.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqdYwffnzFGKFOwh-m2RU22r8GMqMpQas5Z79z72cBQsU22vf_MPslwNr7Gn1IETiJTaxviShtZjRtkkMOnoML5gK_2dDYqzj1by0ZMjOAqSDbBFR4_FPxBVWaS2-hUaZTLIQ=w1080-h1080-no,Không có,http://cs1.bvq1.vn/bvq1/,10.765051,106.693235,Bệnh viện Quận 1,r,,
bf52a5ee,Bệnh viện Lê Văn Thịnh,"130 Lê Văn Thịnh, Phường Bình Trưng Tây, Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện'],Không có,downloaded_images\8c55d91678caa0f58d0ad9693da888dc.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxIXfyg_bqqTN_lxty2BNxSmAABRfTkChTlzAp4fZy4zuUH0hntLTq0mrWwEXTHqD48PmzCUKSQd4syV6WC9bfuUcqgW6pU9-DHS0IAC0Bkp7fjt8xQJx0Z_ASyiZBrWRer_fsb=w1080-h1080-no,Không có,https://benhvienlevanthinh.vn/,10.7825712,106.76910439999999,Bệnh viện Lê Văn Thịnh (Bệnh viện Quận 2 cũ),r,,
bc658a31,Bệnh Viện Quận 3,"114 Trần Quốc Thảo, Phường 14, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",['Bệnh viện'],+84 28 3931 0400,downloaded_images\e98e68bbc09e06495993849d9f0e5be8.jpg,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw7VaruXDD4k6JdPUNEmSOkS3uwZRg8-33-pSCV-wMxWaI5W3F1SwuERiIzA6tGPEUzTVJDzfB9yxCrLv8Phm-ujfc6D1zA2N84imauPiRxhNkBynEGkgefLKtu5kvOALxhYi0M=w1080-h1080-no,Không có,https://bvquan3.medinet.gov.vn/default.aspx,10.7847873,106.6839614,Bệnh viện Quận 3,r,,
