Ten dich vu,Gia (VND)
"Chọc hút dịch tụ huyết vành tai","64300"
"Trích nhọt ống tai ngoài","218500"
"Làm thuốc tai","22000"
"Trích rạch màng nhĩ","69300"
"Đo điện thính giác thân não","185300"
"Phẫu thuật nội soi cắt u nhú đảo ngược vùng mũi xoang","6463600"
"Phẫu thuật nội soi giảm áp ổ mắt","6353000"
"Nắn sống mũi sau chấn thương","2804100"
"Nhét bấc mũi sau","139000"
"Nhét bấc mũi trước","139000"
"Bẻ cuốn dưới","165500"
"Làm Proetz","69300"
"Cầm máu mũi bằng Meroxeo (2 bên)","286500"
"Phẫu thuật nối khí quản tận-tận trong sẹo hẹp thanh khí quản","8483300"
"Phẫu thuật cắt thanh quản toàn phần","5352100"
"Phẫu thuật cắt thanh quản bán phần","5352100"
"Phẫu thuật tạo hình sẹo hẹp thanh-khí quản","4936000"
"Phẫu thuật cắt thanh quản và tái tạo hệ phát âm","7411800"
"Trích áp xe thành sau họng","771900"
"Trích áp xe thành sau họng","295500"
"Áp lạnh Amidan","225500"
"Cắt u nang hạ họng - thanh quản qua nội soi","3340900"
"Lấy dị vật hạ họng","43100"
"Phẫu thuật lấy đường rò luân nhĩ","3209900"
"Trích áp xe quanh Amidan","771900"
"Trích áp xe quanh Amidan","295500"
"Đốt nhiệt họng hạt","89400"
"Đốt lạnh họng hạt","141500"
"Làm thuốc tai, mũi, thanh quản","22000"
"Khí dung mũi họng","27500"
"Phẫu thuật cắt u xơ vòm mũi họng","9151800"
"Phẫu thuật tái tạo vùng đầu cổ mặt bằng vạt da cơ xương","6258000"
"Phẫu thuật phục hồi, tái tạo dây thần kinh VII","8512000"
"Phẫu thuật cắt bỏ u thành bên họng lan lên đáy sọ có kiểm soát bằng kính hiển vi và nội soi","9963300"
"Phẫu thuật tạo hình sống mũi, cánh mũi","2804100"
"Ghép thanh khí quản đặt stent","6282500"
"Cắt thanh quản có tái tạo phát âm","7411800"
"FESS giải quyết các u lành tính","4535700"
"Phẫu thuật cắt thùy nông tuyến mang tai-bảo tồn dây VII","4944000"
"Phẫu thuật cắt toàn bộ tuyến mang tai có hoặc không bảo tồn dây VII","4944000"
"Phẫu thuật cắt bỏ nang và rò xoang lê (túi mang IV)","4936000"
"Phẫu thuật cắt bỏ nang và rò xoang lê (túi mang IV)","4936000"
"Phẫu thuật nạo VA gây mê","852900"
"Cắt Amidan bằng Coblator","2487100"
"Khâu vết thương phần mềm vùng đầu cổ","194700"
"Khâu vết thương phần mềm vùng đầu cổ","269500"
"Khâu vết thương phần mềm vùng đầu cổ","289500"
"Khâu vết thương phần mềm vùng đầu cổ","354200"
"Cắt u phần mềm vùng cổ","2928100"
"Cắt nang giáp móng","2289300"
"Cắt bỏ ung thư Amidan và nạo vét hạch cổ","5980000"
"Cắt ung thư thanh quản, hạ họng bằng laser","6984300"
"Cắt u tuyến mang tai bảo tồn dây thần kinh VII","4944000"
"Cắt ung thư lưỡi và tạo hình tại chỗ","7249700"
"Cắt, nạo vét hạch cổ tiệt căn","4287100"
"Nạo vét hạch cổ chọn lọc hoặc chức năng 1 bên","4287100"
"Nạo vét hạch cổ chọn lọc hoặc chức năng 2 bên","4287100"
"Cắt u Amidan qua đường miệng","1217100"
"Cắt tuyến nước bọt dưới hàm","4944000"
"Cắt ung thư amidan/thanh quản và nạo vét hạch cổ","5980000"
"Cắt u cuộn cảnh","8131800"
"Cắt polyp ống tai","2122100"
"Cắt polyp ống tai","634500"
"Phẫu thuật nội soi điều trị rò dịch não tủy nền sọ","7677800"
"Phẫu thuật nội soi tuyến yên qua đường xương bướm","6043600"
"Phẫu thuật nội soi mũi xoang cắt u xoang bướm","9611800"
"Phẫu thuật nội soi cắt u xơ vòm mũi họng","9151800"
"Phẫu thuật nội soi chỉnh hình vách ngăn mũi","3526900"
"Phẫu thuật nội soi chỉnh hình cuốn dưới","4211900"
"Phẫu thuật nội soi mũi xoang dẫn lưu u nhầy","5244100"
"Phẫu thuật nội soi cuốn giữa và cuốn dưới","4211900"
"Phẫu thuật nội soi mở sàng-hàm, cắt polyp mũi","705900"
"Phẫu thuật nội soi chỉnh hình vách ngăn","3526900"
"Phẫu thuật nội soi nạo V.A","3045800"
"Đặt catheter tĩnh mạch cảnh ngoài","685500"
"Gây mê khác","868900"
"Khí dung đường thở ở bệnh nhân nặng","27500"
"Phẫu thuật tạo hình bằng các vạt da có cuống mạch liền","3720600"
"Ghép da tự thân mảnh lớn dưới 5% diện tích cơ thể ở người lớn","3065600"
"Ghép da tự thân mảnh lớn dưới 3% diện tích cơ thể ở trẻ em","3065600"
"Kỹ thuật tạo vạt da có cuống mạch liền điều trị sẹo bỏng","5363900"
"Kỹ thuật tạo vạt da có cuống mạch liền điều trị vết thương mạn tính","5363900"
"Kỹ thuật ghép khối mỡ tự thân điều trị vết thương mạn tính","4630500"
"Tiêm trong da, tiêm dưới da, tiêm bắp thịt","15100"
"Tiêm tĩnh mạch, truyền tĩnh mạch","15100"
"Cấy điện cực ốc tai (Cấy ốc tai điện tử)","5530000"
"Phẫu thuật cấy máy trợ thính đường xương (BAHA)","2333000"
"Phẫu thuật khoét mê nhĩ","6572800"
"Phẫu thuật mở túi nội dịch","5530000"
"Phẫu thuật điều trị rò mê nhĩ","6572800"
"Phẫu thuật điều trị rò dịch não tủy ở tai","7677800"
"Phẫu thuật vùng đỉnh xương đá","4897800"
"Phẫu thuật cắt u dây thần kinh VII","6572800"
"Phẫu thuật phục hồi, tái tạo dây VII","8512000"
"Phẫu thuật giảm áp dây VII","7551300"
"Phẫu thuật cắt u dây thần kinh VIII","6572800"
"Phẫu thuật cắt dây thần kinh tiền đình","6572800"
"Phẫu thuật dẫn lưu áp xe não do tai","6258000"
"Phẫu thuật tai xương chũm trong viêm màng não","5537100"
"Phẫu thuật tai xương chũm trong viêm tắc tĩnh mạch bên","5537100"
"Phẫu thuật thay thế xương bàn đạp","5530000"
"Phẫu thuật xương chũm đơn thuần","4058900"
"Phẫu thuật tiệt căn xương chũm","5537100"
"Phẫu thuật nội soi tiệt căn xương chũm","5201900"
"Phẫu thuật tiệt căn xương chũm cải biên","5537100"
"Phẫu thuật nội soi tiệt căn xương chũm cải biên","5201900"
"Phẫu thuật tiệt căn xương chũm cải biên - chỉnh hình tai giữa","5537100"
"Phẫu thuật chỉnh hình hốc mổ tiệt căn xương chũm","4058900"
"Mở sào bào","4058900"
"Mở sào bào - thượng nhĩ","4058900"
"Mở sào bào thượng nhĩ - và nhĩ","4058900"
"Phẫu thuật tạo hình tai giữa","5530000"
"Chỉnh hình tai giữa có tái tạo chuỗi xương con","6641000"
"Chỉnh hình tai giữa không tái tạo chuỗi xương con","4058900"
"Phẫu thuật mở hòm nhĩ kiểm tra/ lấy dị vật","1646800"
"Vá nhĩ đơn thuần","4058900"
"Phẫu thuật vá nhĩ bằng nội soi","3209900"
"Phẫu thuật tạo hình màng nhĩ","3209900"
"Phẫu thuật chỉnh hình tai giữa type I, II, III, IV","5530000"
"Phẫu thuật lấy u thần kinh thính giác đường xuyên mê nhĩ","6572800"
"Phẫu thuật cắt bỏ u cuộn cảnh","8131800"
"Phẫu thuật tạo hình ống tai ngoài thiểu sản","4058900"
"Phẫu thuật tạo hình chít hẹp ống tai ngoài","4058900"
"Phẫu thuật cắt bỏ u ống tai ngoài","2122100"
"Phẫu thuật cắt bỏ u ống tai ngoài","634500"
"Phẫu thuật cắt bỏ u nang vành tai/u bã đậu dái tai","1385400"
"Phẫu thuật cắt bỏ u nang vành tai/u bã đậu dái tai","874800"
"Phẫu thuật lấy đường rò luân nhĩ","3209900"
"Phẫu thuật lấy đường rò luân nhĩ","580400"
"Đặt ống thông khí màng nhĩ","3209900"
"Phẫu thuật nội soi đặt ống thông khí màng nhĩ","3209900"
"Trích rạch màng nhĩ","69300"
"Khâu vết rách vành tai","194700"
"Bơm hơi vòi nhĩ","126500"
"Phẫu thuật nạo vét sụn vành tai","1075700"
"Lấy dị vật tai (gây mê/ gây tê)","530700"
"Lấy dị vật tai (gây mê/ gây tê)","170600"
"Nội soi lấy dị vật tai gây mê/[gây tê]","530700"
"Nội soi lấy dị vật tai gây mê/[gây tê]","170600"
"Chọc hút dịch vành tai","64300"
"Làm thuốc tai","22000"
"Lấy nút biểu bì ống tai ngoài","70300"
"Phẫu thuật nội soi cắt dây thần kinh Vidienne","8492000"
"Phẫu thuật nội soi thắt/ đốt động mạch bướm khẩu cái","2981800"
"Phẫu thuật nội soi thắt động mạch hàm trong","3963300"
"Phẫu thuật thắt động mạch sàng","1646800"
"Phẫu thuật nội soi thắt động mạch sàng","2981800"
"Phẫu thuật dẫn lưu áp xe ổ mắt","1646800"
"Phẫu thuật nội soi giảm áp ổ mắt","6353000"
"Phẫu thuật nội soi giảm áp thần kinh thị giác","6353000"
"Phẫu thuật bít lấp rò dịch não tủy ở mũi","5657000"
"Phẫu thuật nội soi bít lấp rò dịch não tủy ở mũi","7677800"
"Phẫu thuật xoang trán đường ngoài (phẫu thuật Jacques)","3078100"
"Phẫu thuật nội soi mở xoang trán","4211900"
"Phẫu thuật nội soi mở xoang sàng","3180600"
"Cắt u cuộn cảnh","8131800"
"Đo ABR (1 lần)","185300"
"Đo sức nghe lời","61500"
"Đo trên ngưỡng","74000"
"Phẫu thuật cắt bỏ u thành bên họng lan lên đáy sọ có kiểm soát bằng kính hiển vi và nội soi","9963300"
"Tập nuốt","144700"
"Tập nuốt","173700"
"Tập giao tiếp (ngôn ngữ ký hiệu, hình ảnh...)","77500"
"Tập sửa lỗi phát âm","124000"
"Chụp X-quang sọ thẳng/nghiêng","73300"
"Chụp X-quang mặt thẳng nghiêng","73300"
"Chụp X-quang sọ tiếp tuyến","73300"
"Chụp X-quang hốc mắt thẳng nghiêng","73300"
"Chụp X-quang Blondeau","73300"
"Chụp X-quang Hirtz","73300"
"Chụp X-quang hàm chếch một bên","73300"
"Chụp X-quang xương chính mũi nghiêng hoặc tiếp tuyến","73300"
"Chụp X-quang Chausse III","73300"
"Chụp X-quang Schuller","73300"
"Chụp X-quang Stenvers","73300"
"Chụp X-quang khớp thái dương hàm","73300"
"Chụp X-quang mỏm trâm","73300"
"Chụp X-quang cột sống cổ thẳng nghiêng","73300"
"Chụp X-quang cột sống cổ chếch hai bên","73300"
"Chụp X-quang cột sống cổ C1-C2","73300"
"Chụp X-quang cột sống ngực thẳng nghiêng hoặc chếch","73300"
"Chụp X-quang cột sống thắt lưng thẳng nghiêng","73300"
"Chụp X-quang cột sống thắt lưng L5-S1 thẳng nghiêng","73300"
"Chụp X-quang khung chậu thẳng","73300"
"Chụp X-quang xương đòn thẳng hoặc chếch","73300"
"Chụp X-quang xương cánh tay thẳng nghiêng","73300"
"Chụp X-quang khớp khuỷu thẳng, nghiêng hoặc chếch","73300"
"Chụp X-quang khớp khuỷu gấp (Jones hoặc Coyle)","73300"
"Chụp X-quang xương cẳng tay thẳng nghiêng","73300"
"Chụp X-quang xương cổ tay thẳng, nghiêng hoặc chếch","73300"
"Chụp X-quang xương bàn ngón tay thẳng, nghiêng hoặc chếch","73300"
"Chụp X-quang khớp háng thẳng hai bên","73300"
"Chụp X-quang khớp háng nghiêng","73300"
"Chụp X-quang xương đùi thẳng nghiêng","73300"
"Chụp X-quang khớp gối thẳng, nghiêng hoặc chếch","73300"
"Chụp X-quang xương bánh chè và khớp đùi bánh chè","73300"
"Chụp X-quang xương cẳng chân thẳng nghiêng","73300"
"Chụp X-quang xương cổ chân thẳng, nghiêng hoặc chếch","73300"
"Chụp X-quang xương bàn, ngón chân thẳng, nghiêng hoặc chếch","73300"
"Chụp X-quang xương gót thẳng nghiêng","73300"
"Chụp X-quang ngực thẳng","73300"
"Chụp X-quang ngực nghiêng hoặc chếch mỗi bên","73300"
"Chụp X-quang đỉnh phổi ưỡn","73300"
"Chụp X-quang bụng không chuẩn bị thẳng hoặc nghiêng","73300"
"Chụp X-quang phim đo sọ thẳng, nghiêng (Cephalometric)","73300"
"Chụp X-quang sọ thẳng/nghiêng","105300"
"Chụp X-quang mặt thẳng nghiêng","105300"
"Chụp X-quang hốc mắt thẳng nghiêng","105300"
"Chụp X-quang Blondeau","105300"
"Chụp X-quang cột sống cổ thẳng nghiêng","105300"
"Chụp X-quang cột sống cổ chếch hai bên","105300"
"Chụp X-quang cột sống cổ C1-C2","105300"
"Chụp X-quang cột sống ngực thẳng nghiêng hoặc chếch","105300"
"Chụp X-quang cột sống thắt lưng thẳng nghiêng","105300"
"Chụp X-quang cột sống thắt lưng L5-S1 thẳng nghiêng","105300"
"Chụp X-quang xương cánh tay thẳng nghiêng","105300"
"Chụp X-quang khớp khuỷu thẳng, nghiêng hoặc chếch","105300"
"Chụp X-quang xương cẳng tay thẳng nghiêng","105300"
"Chụp X-quang xương cổ tay thẳng, nghiêng hoặc chếch","105300"
"Chụp X-quang xương bàn ngón tay thẳng, nghiêng hoặc chếch","105300"
