Ten dich vu,Gia (VND)
"Phẫu thuật tạo hình nếp mi (Phẫu thuật nhấn mí đôi 1 mắt)","3644000"
"Phẫu thuật lấy mỡ mi mắt trên/ Phẫu thuật cắt bỏ da thừa mi mắt","3801000"
"Phẫu thuật treo cung mày trực tiếp/ Phẫu thuật treo cung mày bằng chỉ (Phẫu thuật nâng cung mày (1 bên))","3116000"
"Ghép nội mô giác mạc(Ghép giác mạc nội mô DSEK/DMEK)","7883000"
"Ghép giác mạc lớp (Ghép giác mạc lớp trước (DALK))","7883000"
"Ghép giác mạc xuyên(Ghép giác mạc quang học / bảo tồn / điều trị )","7883000"
"Ghép củng mạc (Ghép giác mạc bảo tồn)","7267000"
"Ghép màng ối, kết mạc điều trị loét, thủng giác mạc(Ghép mành nhu mô giác mạc)","3605000"
"Cắt u kết mạc, giác mạc có ghép kết mạc, màng ối hoặc giác mạc","3243000"
"Đặt kính áp tròng điều trị: tật khúc xạ, giác mạc hình chóp, bệnh lý bề mặt giác mạc (Đặt kính tiếp xúc)","162000"
"Đặt ống Silicon tiền phòng điều trị glôcôm (Đặt Istent Inject)","4350000"
"Điều trị glôcôm bằng quang đông thể mi (Điều trị glôcôm bằng quang đông thể mi với laser vi xung chọn lọc)","1933000"
"Điều trị một số bệnh võng mạc bằng laser (bệnh võng mạc tiểu đường, cao huyết áp, trẻ đẻ non...)(Laser quang đông võng mạc)","1157000"
"Mở bao sau đục bằng Laser( Laser Capsulo) (1 mắt)","903000"
"Điều trị glôcôm bằng tạo hình mống mắt (Iridoplasty)(Laser Irido)","1082000"
"Điều trị glôcôm bằng tạo hình vùng bè (Trabeculoplasty)(Laser SLTlaser SLT)","1082000"
"Soi góc tiền phòng","142000"
"Đặt ống Silicon tiền phòng điều trị glôcôm(Đặt van dẫn lưu tiền phòng điều trị Glaucoma (1 mắt))","4350000"
"Cắt bè sử dụng thuốc chống chuyển hóa hoặc chất anti VEGF (Cắt bè củng mạc + 5FU)","5133000"
"Mở bè có hoặc không cắt bè(Cắt bè củng giác mạc + Ologen )","5019000"
"Cắt bỏ túi lệ (1 Mắt)","3619000"
"Phẫu thuật tạo cùng đồ để lắp mắt giả(Tạo cùng đồ đơn thuần trên hoặc dưới (1 mắt))","5551000"
"Nâng sàn hốc mắt (1 mắt)","5256000"
"Vá da, niêm mạc tạo cùng đồ có hoặc không tách dính mi cầu(Tạo cùng đồ phức tạp (1 mắt) (Ghép niêm mạc môi/ Ghép da đùi))","5551000"
"Nạo vét tổ chức hốc mắt","5597000"
"Nối thông lệ mũi nội soi(Phẫu thuật TKTLM nội soi Laser + Silicon (1 mắt) )","4745000"
"Tạo hình đường lệ có hoặc không điểm lệ(Tạo hình điểm lệ + Silicon (1 mắt))","4995000"
"Tái tạo lệ quản kết hợp khâu mi(Nối lệ quản ± Silicon+ khâu da mi /Thông ± Silicon (1 mắt))","4995000"
"Laser bổ sung sau mổ TKTLM nội soi laser","935000"
"Vá da tạo hình mi(Phẫu thuật lấy mảnh ghép tự thân để tạo hình (1mắt) (Niêm mạc, môi, da đùi, sụn vành tai, mỡ mông))","4908000"
"Vá da tạo hình mi(Tạo hình mi phức tạp ( không ghép da))","4908000"
"Vá da tạo hình mi(Tạo hình mi phức tạp (Ghép da) )","4908000"
"Vá da tạo hình mi (Tạo hình góc mí bằng vạt sụn)","4908000"
"Phẫu thuật mở rộng khe mi (Tạo hình khe mi sau di thực sụn)","5260000"
"Cắt u hốc mắt có hoặc không có mở xương hốc mắt (Mở thành ngoài hốc mắt lấy u (1 mắt))","5597000"
"Cắt u hốc mắt có hoặc không có mở xương hốc mắt (Cắt u hốc mắt đường trước (1 mắt ))","5597000"
"Cắt u da mi cả bề dày không ghép(Cắt u da mi không ghép da )","3073000"
"Cắt u da mi có trượt lông mi, vạt da hay ghép da (Cắt trọn u tạo hình (1 mắt ))","6740000"
"Cắt u da mi có trượt lông mi, vạt da, hay ghép da (Cắt u di thực sụn )","7010000"
"Cắt bỏ nhãn cầu có hoặc không cắt thị thần kinh dài (CBNC + Ghép mỡ bì/ Cân cơ thái dương (1 mắt))","3326000"
"Múc nội nhãn (1 mắt)","3481000"
"Lấy bi thải (1 mắt)","837000"
"Cắt u, nốt ruồi không khâu cắt đốt /KYST (1 cái)","779000"
"Điều trị chứng giật cơ mi mắt bằng tiêm Botulinum Toxin A (Dysport, Botox,...)(Co giật mi (1 mắt))","1700000"
"Điều trị chứng giật cơ mi mắt bằng tiêm Botulinum Toxin A (Dysport, Botox,...) ( xóa cau mày)","3470000"
"Điều trị chứng giật cơ mi mắt bằng tiêm Botulinum Toxin A (Dysport, Botox,...) Tiêm Botox xóa nhăn chân chim (2 mắt))","3470000"
"Điều trị chứng giật cơ mi mắt bằng tiêm Botulinum Toxin A (Dysport, Botox,...) (Điều trị lác liệt bằng tiêm Botulinum Toxin A/ Tiêm Botox điều trị Co trợn mi (1 mắt))","1310000"
"Điều trị chứng giật cơ mi mắt bằng tiêm Botulinum Toxin A (Dysport, Botox,...) (Tiêm Botox điều trị Co trợn mi (2 mắt))","2380000"
"Chích chắp, lẹo, nang lông mi, chích áp xe mi, kết mạc","229000"
"Lấy dị vật kết mạc (Lấy dị vật kết mạc nông (1 mắt))","165000"
"Lấy dị vật giác mạc sâu (Lấy dị vật giác mạc nông (1 mắt))","244000"
"Bơm rửa lệ đạo/ Bơm thông lệ đạo (1 mắt)","152000"
"Bơm rửa lệ đạo/ Bơm thông lệ đạo (2 mắt)","210000"
"Lấy calci kết mạc (Lấy sạn vôi (1 mắt))","195000"
"Bóc sợi giác mạc (Viêm giác mạc sợi)/Bóc giả mạc (1 mắt)","210000"
"Nặn tuyến bờ mi, đánh bờ mi (1 mắt)","173000"
"Rửa cùng đồ","100000"
"Cắt chỉ khâu da mi đơn giản/ Cắt chỉ khâu kết mạc/Cắt chỉ khâu giác mạc","133000"
"Đốt lông xiêu, nhổ lông xiêu","125000"
"Tra thuốc mỡ - băng mắt (1 mắt)","150000"
"Gây mê trong phẫu thuật mắt","1237000"
"Gây mê trong thủ thuật mắt","288000"
"Phòng 2 giường","1000000"
"Phòng 3-4 giường","750000"
"Phòng 5 giường (trở lên)","270000"
"Siêu âm mắt ( siêu âm thường quy )","139000"
"Đo công suất thể thuỷ tinh nhân tạo bằng siêu âm","153000"
"Chụp khu trú dị vật nội nhãn (2 phim)","222000"
"Chụp khu trú dị vật nội nhãn (1 phim)","146000"
"Chụp mạch ký huỳnh quang","601000"
"Đo thị trường trung tâm, thị trường ám điểm","175000"
"Đo thị trường chu biên","175000"
"Chụp đáy mắt không huỳnh quang","330000"
"Chụp OCT bán phần sau nhãn cầu","419000"
"Chụp OCT bán phần trước nhãn cầu","419000"
"Chụp OCT bán phần sau nhãn cầu","419000"
"Siêu âm bán phần trước","343000"
"Đo độ sâu tiền phòng","290000"
"Chụp đĩa thị 3D (Chụp đĩa thị bằng máy OCT)","650000"
"Khám Nội","100000"
"Điện tim thường","124000"
