Ten dich vu,Gia (VND)
Ngày giường [phòng 6-7 giường có điều hòa] [Khoa Sản],"360,000"
Ngày giường [phòng 9 - 12 giường có điều hòa],"320,000"
Ngày giường [phòng 10 giường có điều hòa] [Khoa Sản],"320,000"
"Ngày giường [phòng không điều hòa] 
(tùy loại phẫu thuật)","250,000"
Ngày giường [phòng nhi sơ sinh],"300,000"
Ngày giường sưởi ấm sơ sinh,"275,000"
VẬN CHUYỂN,
Cấp cứu ngoại viện bằng xe cấp cứu chuyên dụng,"20,000"
"Cước phí vận chuyển đón người bệnh, đưa người bệnh về [bằng xe cấp cứu]","30,000"
Chuyển bệnh đi trung tâm TP.HCM,"1,000,000"
"Cấp cứu ngoại viện,chuyển bệnh đi trung tâm, đưa, đón người bệnh [Điều dưỡng đi cùng]","350,000"
"Cấp cứu ngoại viện, chuyển bệnh đi trung tâm, đưa, đón người bệnh [Bác sĩ đi cùng]","600,000"
XÉT NGHIỆM,
Xét nghiệm đông máu nhanh tại giường (TC),"25,000"
Xét nghiệm đường máu mao mạch tại giường,"33,000"
Dung nạp đường cho BN thai nghén (75g glucose 3 mẫu),"210,000"
Nghiệm pháp dung nạp glucose đường uống 2 mẫu không định lượng Insulin [Nghiệm pháp dung nạp glucose cho bệnh nhân thường],"210,000"
"Thời gian prothrombin (PT: Prothrombin Time), (Các tên khác: TQ; Tỷ lệ Prothrombin) bằng máy tự động","104,000"
"Thời gian thromboplastin một phần hoạt hoá (APTT: Activated Partial Thromboplastin Time), (Tên khác: TCK) bằng máy tự động","93,000"
"Định lượng Fibrinogen (Tên khác: Định lượng yếu tố I), phương pháp Clauss-phương pháp trực tiếp, bằng máy tự động","192,000"
Thời gian máu chảy phương pháp Duke (TS),"25,000"
Định lượng D-Dimer,"517,000"
Định lượng AT/AT III (Anti thrombin/ Anti thrombinIII),"605,000"
Định lượng yếu tố đông máu nội sinh IX,"1,067,000"
Định lượng yếu tố đông máu nội sinh XI,"6,050,000"
Định lượng yếu tố đông máu ngoại sinh VII,"4,290,000"
Định lượng Protein C,"440,000"
Định lượng Protein S,"440,000"
Định lượng Anti Xa,"385,000"
Định lượng Acid Folic (Folate),"176,000"
Định lượng Transferin,"126,000"
Định lượng EPO (Erythropoietin),"286,000"
Định lượng Peptid - C,"231,000"
Định lượng Haptoglobin,"137,000"
Định lượng men G6PD,"165,000"
Định lượng IgA (Immunoglobuline A),"132,000"
Định lượng IgM (Immunoglobuline M),"132,000"
Tổng phân tích tế bào máu ngoại vi (bằng máy đếm laser),"120,000"
Xét nghiệm tế bào học tủy xương,"605,000"
Xét nghiệm hồng cầu lưới (bằng máy đếm laser),"65,000"
Tìm ký sinh trùng sốt rét trong máu (bằng phương pháp thủ công),"165,000"
Tìm ấu trùng giun chỉ trong máu,"88,000"
Máu lắng (bằng máy tự động),"55,000"
Tìm tế bào Hargraves(Le cell),"110,000"
Xét nghiệm tế bào cặn nước tiểu (cặn addis),"110,000"
"Xét nghiệm tế bào trong nước dịch chẩn đoán tế bào học (não tủy, màng tim, màng phổi, màng bụng, dịch khớp, rửa phế quản…) bằng phương pháp thủ công","165,000"
Phản ứng hòa hợp Crossmatch bằng pp gelcard,"165,000"
Định nhóm máu hệ ABO trên thẻ định nhóm máu (đã có sẵn huyết thanh mẫu) để truyền chế phẩm tiểu cầu hoặc huyết tương,"99,000"
Nghiệm pháp Coombs trực tiếp (Kỹ thuật Scangel/Gelcard trên máy bán tự động),"165,000"
Nghiệm pháp Coombs gián tiếp (Kỹ thuật Scangel/Gelcard trên máy bán tự động),"165,000"
Kháng thể kháng dsDNA (anti-dsDNA) bằng kỹ thuật ELISA,"407,000"
Kháng thể kháng nhân (anti-ANA) bằng kỹ thuật ELISA,"462,000"
Điện di huyết sắc tố,"594,000"
Điện di protein huyết thanh,"605,000"
Định lượng ACTH (Adrenocorticotropic hormone) [Máu],"198,000"
Định lượng Acid Uric [Máu],"65,000"
Định lượng ADH (Anti Diuretic Hormone)[ADH],"528,000"
Định lượng Aldosteron [Máu],"737,000"
Định lượng Albumin [Máu],"65,000"
Định lượng Albumin dịch,"65,000"
Đo hoạt độ ALP (Alkalin Phosphatase) [Máu],"65,000"
Đo hoạt độ Amylase [Máu],"65,000"
Định lượng Amoniac (NH3) [Máu],"132,000"
Định lượng Anti - TPO (Anti- thyroid Peroxidase antibodies) [Máu],"330,000"
Định lượng AFP (Alpha Fetoproteine) [Máu],"187,000"
Đo hoạt độ ALT (GPT) [Máu],"65,000"
Đo hoạt độ AST (GOT) [Máu],"65,000"
Định lượng Beta2 microglobulin [Máu],"170,000"
Định lượng bhCG (Beta human Chorionic Gonadotropins) [Máu],"275,000"
Định lượng Bilirubin trực tiếp [Máu],"65,000"
Bilirubin gián tiếp,"65,000"
Định lượng Bilirubin toàn phần [Máu],"65,000"
Định lượng BNP (B- Type Natriuretic Peptide) [Máu],"875,000"
Định lượng Calci toàn phần [Máu],"40,000"
Định lượng CA125 (cancer antigen 125) [Máu],"308,000"
Định lượng CA 19 - 9 (Carbohydrate Antigen 19-9) [Máu],"308,000"
Định lượng CA 15 - 3 (Cancer Antigen 15-3) [Máu],"330,000"
Định lượng CA 72 - 4 (Cancer Antigen 72-4) [Máu],"286,000"
Định lượng Ceruloplasmin [Máu],"137,000"
Định lượng CEA (Carcino Embryonic Antigen) [Máu],"220,000"
Đo hoạt độ Cholinesterase (ChE) [Máu],"65,000"
Định lượng Cholesterol toàn phần (máu),"65,000"
Đo hoạt độ CK (Creatine kinase) [Máu],"110,000"
Đo hoạt độ CK-MB (Isozym MB of Creatine kinase) [Sinh hóa],"168,000"
Định lượng Cortisol (máu),"148,000"
Định lượng Cortisol (niệu),"148,000"
Complement 3 (C3 ),"132,000"
Complement 4 ( C4),"132,000"
Phản ứng CRP,"75,000"
Định lượng Creatinin (máu),"65,000"
Định lượng Cyfra 21- 1 [Máu],"286,000"
Định lượng Vitamin D total [Máu],"467,000"
Định lượng Digoxin [Máu],"247,000"
"Điện giải đồ (Na, K, Cl) [Máu]","120,000"
Định lượng Ethanol (cồn) [Nồng độ rượu trong Máu],"110,000"
Định lượng Estradiol [Máu],"165,000"
Định lượng Ferritin [Máu],"165,000"
Định lượng FSH (Follicular Stimulating Hormone) [Máu],"165,000"
Định lượng FT3 (Free Triiodothyronine) [Máu],"143,000"
Định lượng FT4 (Free Thyroxine) [Máu],"143,000"
Định lượng Growth Hormon (hGH),"269,000"
Định lượng Glucose [Máu],"65,000"
Định lượng Globulin [Máu],"65,000"
Đo hoạt độ GGT (Gama Glutamyl Transferase) [Máu],"65,000"
Định lượng HbA1c [Máu] [Bảo hiểm chi trả 3 tháng/1 lần],"230,000"
Định lượng HDL-C (High density lipoprotein Cholesterol) [Máu],"65,000"
Định lượng Homocystein [Máu],"264,000"
Định lượng IgE (Immunoglobuline E) [Máu],"165,000"
Định lượng IgG (Immunoglobuline G),"126,000"
Định lượng Insulin [Máu],"176,000"
Xét nghiệm Khí máu [Máu],"324,000"
Định lượng Lactat (Acid Lactic) [Máu],"192,000"
Đo hoạt độ Lipase [Máu],"135,000"
Định lượng LH (Luteinizing Hormone) [Máu],"165,000"
Đo hoạt độ LDH (Lactat dehydrogenase) [Máu],"65,000"
Định lượng LDL - C (Low density lipoprotein Cholesterol) [Máu],"65,000"
Định lượng Myoglobin [Máu],"220,000"
Định lượng Mg [Máu],"88,000"
Định lượng proBNP (NT-proBNP) [Máu],"748,000"
Định lượng Phospho (máu),"65,000"
Định lượng Pro-calcitonin [Máu],"759,000"
Định lượng Prolactin [Máu],"165,000"
Định lượng Protein toàn phần [Máu],"65,000"
Định lượng Progesteron [Máu],"165,000"
Định lượng PSA tự do (Free prostate-Specific Antigen) [Máu],"198,000"
Định lượng PSA toàn phần (Total prostate-Specific Antigen) [Máu],"253,000"
Định lượng PTH (Parathyroid Hormon) [Máu],"385,000"
Định lượng Renin activity [Máu],"737,000"
Định lượng RF (Reumatoid Factor) [Máu],"110,000"
Định lượng Sắt [Máu],"82,000"
Định lượng SCC (Squamous cell carcinoma antigen),"297,000"
Định lượng Testosterol [Máu],"148,000"
Thyroglobulin(TG),"209,000"
Định lượng TRAb (TSH Receptor Antibodies) [Máu],"561,000"
Định lượng Triglycerid [Máu],"65,000"
Định lượng Troponin I [Máu],"275,000"
Định lượng TSH (Thyroid Stimulating hormone) [Máu],"148,000"
Định lượng Urê máu [Máu],"65,000"
Định lượng nồng độ Vancomycin,"726,000"
Định lượng Vitamin B12 [Máu],"187,000"
"Điện giải đồ(Na, K, Cl) (niệu)","99,000"
Định lượng Amylase (niệu),"77,000"
Định lượng Axit Uric (niệu),"65,000"
Định lượng Canxi (niệu),"65,000"
Định lượng Catecholamin (niệu),"847,000"
Định lượng Creatinin (niệu),"55,000"
Định lượng Glucose (niệu),"65,000"
Định lượng MAU (Micro Albumin Urine) [niệu],"99,000"
Định tính Morphin (test nhanh)-Heroin[niệu],"100,000"
Định lượng Phospho (niệu),"65,000"
Định lượng Protein (niệu),"65,000"
Định lượng Urê (niệu),"65,000"
Tổng phân tích nước tiểu (Bằng máy tự động),"100,000"
Tổng phân tích nước tiểu toàn phần tự động hoàn toàn (NT 16 thông số và Cặn lắng nước tiểu),"135,000"
Định lượng Clo (dịch não tuỷ),"82,000"
Định lượng Glucose (dịch não tuỷ),"55,000"
Phản ứng Pandy [dịch],"33,000"
Định lượng Protein (dịch não tuỷ),"55,000"
Định lượng Amylase (dịch),"65,000"
Định lượng Glucose (dịch chọc dò),"65,000"
Đo hoạt độ LDH (dịch chọc dò),"55,000"
Định lượng Protein (dịch chọc dò),"65,000"
Phản ứng Rivalta [dịch],"50,000"
CRP định lượng,"120,000"
Soi Đàm [Nhuộm Gram Đàm],"80,000"
Soi trực tiếp [nhuộm Gram-trừ mẫu Đàm],"120,000"
Soi trực tiếp nhuộm soi (nhuộm xanh Methylen),"120,000"
Soi+ nhuộm huyết trắng,"120,000"
Vi khuẩn nuôi cấy và định danh hệ thống tự động,"440,000"
Vi khuẩn kháng thuốc [Kháng sinh đồ],"440,000"
AFB (Đàm kiểm soát)trực tiếp nhuộm Ziehl-Neelsen,"120,000"
AFB trực tiếp nhuộm Ziehl-Neelsen(BK ĐÀM),"120,000"
AFB trực tiếp nhuộm Ziehl-Neelsen(XN TÌM BK),"120,000"
Mycobacterium tuberculosis Real-time PCR (PCR LAO)[bán tự động],"437,000"
PCR Clostridium difficile trong phân,"1,593,000"
"Helicobacter pylori nuôi cấy, định danh và kháng thuốc","1,870,000"
Salmonella Widal,"253,000"
Streptococcus pyogenes ASLO,"110,000"
HBsAg miễn dịch tự động,"220,000"
HBsAb định lượng (Anti-HBs),"308,000"
HBc IgM miễn dịch tự động,"253,000"
HBeAg miễn dịch tự động,"165,000"
HBeAb miễn dịch tự động( Anti HBe),"176,000"
HBV DNA Cobas Taqman(Roche Đ.tính +Đ.Lượng),"1,200,000"
HCV Ab miễn dịch tự động (Anti-HCV),"275,000"
HAV IgM miễn dịch tự động,"275,000"
HAV IgM (nhanh),"88,000"
HEV IgM (nhanh),"165,000"
HIV Ab test nhanh (Anti- HIV nhanh)[sàng lọc nhanh],"110,000"
HIV Ag/Ab miễn dịch tự động (Anti-HIV Elisa),"198,000"
HIV khẳng định (*)[khi xét nghiệm sàng lọc có phản ứng],"385,000"
Dengue virus NS 1Ag test nhanh,"242,000"
Dengue virus IgM/IgG test nhanh,"242,000"
CMV IgM miễn dịch tự động,"242,000"
CMV IgG miễn dịch tự động,"225,000"
CMV Real-time PCR,"1,045,000"
"HSV 1,2 IgM miễn dịch bán tự động","352,000"
"HSV 1,2 IgG miễn dịch bán tự động","352,000"
EBV-VCA IgM miễn dịch bán tự động,"231,000"
EBV-VCA IgG miễn dịch bán tự động,"231,000"
HPV Real-time PCR (định tính và định type HPV-HR)[bán tự động],"860,000"
JEV IgM miễn dịch bán tự động,"880,000"
Rubella virus IgM miễn dịch tự động,"192,000"
Rubella virus IgG miễn dịch tự động,"192,000"
"Hồng cầu, bạch cầu trong phân soi tươi","88,000"
Hồng cầu trong phân test nhanh,"264,000"
"Trứng giun, sán soi tươi","110,000"
Cysticercus cellulosae (Sán lợn) Ab miễn dịch bán tự động,"165,000"
Echinococcus granulosus (Sán dây chó) Ab miễn dịch bán tự động,"165,000"
Entamoeba histolytica (Amip) Ab miễn dịch bán tự động,"165,000"
Fasciola (Sán lá gan lớn) Ab miễn dịch bán tự động,"165,000"
Paragonimus (Sán lá phổi) Ab miễn dịch bán tự động,"165,000"
Plasmodium (Ký sinh trùng sốt rét) Ag test nhanh,"324,000"
Schistosoma (Sán máng) Ab miễn dịch bán tự động,"165,000"
Strongyloides stercoralis (Giun lươn) Ab miễn dịch bán tự động,"165,000"
"Toxocara (Giun đũa chó, mèo) Ab miễn dịch bán tự động","165,000"
Ascaris lumbricoides IgG ( Giun Đũa ),"143,000"
Toxoplasma IgM miễn dịch tự động,"198,000"
Toxoplasma IgG miễn dịch tự động,"198,000"
Trichinella spiralis (Giun xoắn) Ab miễn dịch bán tự động,"209,000"
Vi nấm soi tươi,"120,000"
Cấy Phân,"60,000"
Cấy máu bằng máy,"250,000"
Chọc hút kim nhỏ tuyến giáp(FNA),"385,000"
"Chọc hút kim nhỏ các khối sưng, khối u dưới da (FNA)","385,000"
Chọc hút kim nhỏ các hạch (FNA),"385,000"
Chọc hút kim nhỏ mô mềm (FNA),"330,000"
Nhuộm hai màu Hematoxyline- Eosin (Mẫu lớn) [BHYT không thanh toán cho người bệnh ngoại trú],"561,000"
Nhuộm hai màu Hematoxyline- Eosin (Mẫu nhỏ) [BHYT không thanh toán cho người bệnh ngoại trú],"445,000"
Lấy bệnh phẩm làm phiên đồ tế bào cổ tử cung - âm đạo (pap'smear),"110,000"
Cell block (khối tế bào),"385,000"
HCG (test nhanh),"65,000"
"Định nhóm máu hệ ABO, Rh(D) (Kỹ thuật Scangel/Gelcard trên máy bán tự động)","151,800"
Định lượng AMH (Anti- Mullerian Hormone)[AMH],"726,000"
Định lượng SHBG (Sex Hormon Binding Globulin),"132,000"
HIV Ab test nhanh (Anti- HIV nhanh)[Phụ nữ mang thai],"110,000"
"Điện giải đồ 4TS có Ca2+ [Na+, K+, CL-, Calci ion hóa]","120,000"
HBc total miễn dịch tự động,"198,000"
Xét nghiệm HIT (Heparin Induced Thrombocytopenia)-Ab,"2,220,000"
Phát hiện kháng đông ngoại sinh (TQ hỗn hợp),"272,000"
Độ bảo hòa Transferrin (Transferrin Saturation),"145,000"
HCV đo tải lượng Real-time PCR [Đ.tính +Đ.Lượng],"1,600,000"
Gnathostoma (Giun đầu gai) Ab miễn dịch bán tự động,"133,000"
Định lượng Pro-GRP [Máu],"396,000"
Đo hoạt độ MPO,"581,000"
Tinh dịch đồ (Who 2010),"385,000"
Xét nghiệm sàng lọc sơ sinh 2 yếu tố,"297,000"
Xét nghiệm sàng lọc sơ sinh 3 yếu tố,"330,000"
Sàng lọc tiền sản giật 3 tháng đầu thai kỳ [Placental growth factor (PLGF)],"880,000"
Sàng lọc Tiền Sản Giật 3 tháng giữa hoặc 3 tháng cuối thay kỳ [Tính tỉ sô SFlt-1/PLGF],"1,650,000"
CHẨN ĐOÁN HÌNH ẢNH,
CHỤP X QUANG,
Chụp Xquang sọ thẳng/nghiêng,"160,000"
Chụp Xquang mặt thẳng nghiêng,"220,000"
Chụp Xquang mặt thấp hoặc mặt cao [Số hóa],"160,000"
Chụp Xquang sọ tiếp tuyến [Số hóa],"160,000"
Chụp Xquang hốc mắt thẳng nghiêng [Số hóa 2 phim],"220,000"
Chụp Xquang Blondeau [Số hóa 1 phim],"220,000"
Chụp Xquang Hirtz,"220,000"
Chụp Xquang Hirtz [Số hóa],"220,000"
Chụp Xquang hàm chếch một bên [Số hóa],"160,000"
Chụp Xquang xương chính mũi nghiêng hoặc tiếp tuyến [Số hóa],"220,000"
Chụp Xquang hố yên thẳng hoặc nghiêng [Số hóa],"220,000"
Chụp Xquang Chausse III [Số hóa],"220,000"
Chụp Xquang Schuller [Số hóa],"220,000"
Chụp Xquang Stenvers [Số hóa],"220,000"
Chụp Xquang khớp thái dương hàm [Số hóa],"160,000"
Chụp Xquang răng cận chóp (Periapical) [Chụp X-quang ổ răng hoặc cận chóp],"80,000"
Chụp Xquang răng cánh cắn (Bite wing) [Số hóa],"105,000"
Chụp Xquang mỏm trâm [Số hóa],"160,000"
Chụp Xquang cột sống cổ thẳng nghiêng [Số hóa 1 phim],"220,000"
"Chụp Xquang cột sống cổ thằng nghiêng, chếch hai bên [Số hóa 2 phim]","260,000"
X-Quang - Các đốt sống cổ,"160,000"
Chụp Xquang cột sống cổ chếch hai bên [Số hóa 1 phim],"160,000"
"Chụp Xquang cột sống cổ động, nghiêng 3 tư thế [Số hóa 2 phim]","260,000"
Chụp Xquang cột sống cổ C1-C2 [Số hóa 1 phim],"160,000"
"Chụp Xquang cột sống ngực thẳng nghiêng hoặc chếch [Chếch, số hóa 1 phim]","220,000"
"Chụp Xquang cột sống ngực thẳng nghiêng hoặc chếch [Thẳng nghiêng, số hóa 1 phim]","220,000"
"Chụp Xquang cột sống thắt lưng thẳng nghiêng [Cột sống thắt lưng cùng, Số hóa 1 phim]","220,000"
Chụp Xquang cột sống thắt lưng thẳng nghiêng [Số hóa 1 phim],"220,000"
"Chụp Xquang cột sống thắt lưng thẳng nghiêng, chếch hai bên [Số hóa 2 phim]","260,000"
Chụp Xquang cột sống thắt lưng chếch hai bên [Số hóa 1 phim],"220,000"
Chụp Xquang cột sống thắt lưng L5-S1 thẳng nghiêng [Số hóa 1 phim],"220,000"
"Chụp Xquang cột sống thắt lưng động, gập ưỡn [Số hóa 2 phim]","260,000"
Chụp Xquang cột sống thắt lưng De Sèze [Số hóa],"220,000"
Chụp Xquang cột sống cùng cụt thẳng nghiêng [Số hóa 1 phim],"220,000"
Chụp Xquang khớp cùng chậu thẳng chếch hai bên [Số hóa 3 phim],"300,000"
Chụp Xquang khung chậu thẳng [Số hóa],"220,000"
Chụp Xquang xương đòn thẳng hoặc chếch [Số hóa],"160,000"
Chụp Xquang khớp vai thẳng [Số hóa],"160,000"
Chụp Xquang khớp vai nghiêng hoặc chếch [Số hóa],"160,000"
Chụp Xquang xương bả vai thẳng nghiêng [Số hóa 1 phim],"220,000"
Chụp Xquang xương cánh tay thẳng nghiêng [Số hóa 1 phim],"220,000"
X-Quang - Bàn tay hoặc cổ tay hoặc cẳng tay hoặc khuỷu tay hoặc cánh tay hoặc khớp vai hoặc xương đòn hoặc xương bả vai (hai tư thế),"220,000"
X-Quang - Bàn tay hoặc cổ tay hoặc cẳng tay hoặc khuỷu tay hoặc cánh tay hoặc khớp vai hoặc xương đòn hoặc xương bả vai (một tư thế),"160,000"
"Chụp Xquang khớp khuỷu thẳng, nghiêng hoặc chếch [Số hóa 1 phim]","220,000"
Chụp Xquang khớp khuỷu gập (Jones hoặc Coyle) [Số hóa],"160,000"
Chụp Xquang xương cẳng tay thẳng nghiêng [Số hóa 2 phim],"220,000"
"Chụp Xquang xương cổ tay thẳng, nghiêng hoặc chếch [Số hóa 1 phim]","220,000"
"Chụp Xquang xương bàn ngón tay thẳng, nghiêng hoặc chếch [Số hóa 1 phim]","220,000"
Chụp Xquang khớp háng thẳng hai bên [Số hóa],"160,000"
Chụp Xquang khớp háng nghiêng [Số hóa],"160,000"
Chụp Xquang xương đùi thẳng nghiêng,"220,000"
X-Quang - Cẳng chân hoặc khớp gối hoặc xương đùi hoặc khớp háng (hai tư thế),"220,000"
X-Quang - Cẳng chân hoặc khớp gối hoặc xương đùi hoặc khớp háng (một tư thế),"220,000"
"Chụp Xquang khớp gối thẳng, nghiêng hoặc chếch [Số hóa 1 phim]","220,000"
Chụp Xquang xương bánh chè và khớp đùi bánh chè [Số hóa 2 phim],"260,000"
Chụp Xquang xương cẳng chân thẳng nghiêng [Số hóa 1 phim],"220,000"
"Chụp Xquang xương cổ chân thẳng, nghiêng hoặc chếch","220,000"
"Chụp Xquang xương cổ chân thẳng, nghiêng hoặc chếch [Số hóa 1 phim]","220,000"
X-Quang - Bàn chân hoặc cổ chân hoặc xương gót (hai tư thế),"220,000"
"Chụp Xquang xương bàn, ngón chân thẳng, nghiêng hoặc chếch [Số hóa 1 phim]","220,000"
Chụp Xquang xương gót thẳng nghiêng [Số hóa 2 phim],"260,000"
Chụp Xquang ngực thẳng [Số hóa],"160,000"
"Chụp Xquang ngực thẳng [Tim phổi nghiêng, số hóa, tư thế 2]","160,000"
"Chụp Xquang ngực thẳng [Tim phổi nghiêng, số hóa]","160,000"
"Chụp Xquang ngực thẳng [Tim phổi thẳng, số hóa]","160,000"
Chụp Xquang ngực nghiêng hoặc chếch mỗi bên [Số hóa],"160,000"
"Chụp Xquang xương ức thẳng, nghiêng [Số hóa 1 phim]","220,000"
"Chụp Xquang đỉnh phổi ưỡn [Khớp ức đòn thẳng chếch, số hóa]","220,000"
Chụp Xquang đỉnh phổi ưỡn [Số hóa],"160,000"
"Chụp Xquang đỉnh phổi ưỡn [Xương ức thẳng, nghiêng, số hóa]","160,000"
"Chụp Xquang thực quản cổ nghiêng [Có uống thuốc cản quang, số hóa]","900,000"
"Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng [Bụng đứng, số hóa 1 phim]","160,000"
"Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng [Chụp hệ tiết niệu,số hóa 1 phim]","160,000"
"Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng [Nghiêng, số hóa 1 phim]","160,000"
Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng [Số hóa 1 phim],"160,000"
"Chụp Xquang bụng không chuẩn bị thẳng hoặc nghiêng [Thẳng, số hóa 1 phim]","160,000"
Chụp Xquang tuyến vú [Mammography (1 bên)],"220,000"
Chụp Xquang tuyến vú [Mammography (2 bên)],"500,000"
Chụp Xquang tại giường [Số hóa],"500,000"
"Chụp Xquang thực quản dạ dày [Có uống thuốc cản quang, 4 phim]","900,000"
"Chụp Xquang thực quản dạ dày [Có uống thuốc cản quang, số hóa]","900,000"
"Chụp Xquang thực quản dạ dày [Dạ dày, có uống thuốc cản quang, số hóa]","900,000"
"Chụp Xquang thực quản dạ dày [Thực quản ,có uống thuốc cản quang, số hóa]","900,000"
"Chụp Xquang đại tràng [Bơm thuốc cản quang qua đường hậu môn, Số hóa]","900,000"
Chụp Xquang đường mật qua Kehr,"750,000"
Chụp Xquang mật tụy ngược dòng qua nội soi,"1,200,000"
Chụp Xquang đường dò,"630,000"
Chụp Xquang tử cung vòi trứng [Số hóa],"1,370,000"
"Chụp Xquang niệu đồ tĩnh mạch (UIV) [Chụp hệ tiết niệu có tiêm thuốc cản quang, số hóa]","1,200,000"
"Chụp Xquang niệu quản-bể thận ngược dòng [Niệu đạo bàng quang, UPR, số hóa]","1,200,000"
"Chụp Xquang niệu quản-bể thận ngược dòng [UPR, số hóa]","1,200,000"
"Chụp Xquang niệu quản-bể thận ngược dòng [URP, có tiêm thuốc cản quang]","1,200,000"
Chụp Xquang niệu đạo-bàng quang ngược dòng [UCR],"1,200,000"
SIÊU ÂM,
Siêu âm cấp cứu tại giường bệnh,"550,000"
Siêu âm Doppler mạch máu [động mạch cảnh],"360,000"
Siêu âm Doppler mạch máu [Chi trên],"360,000"
Siêu âm Doppler mạch máu,"360,000"
"Siêu âm Doppler mạch máu [Chi trên, nội tim mạch]","360,000"
Siêu âm Doppler tim,"360,000"
"Siêu âm tim, màng tim qua thành ngục [Nội tim mạch]","360,000"
"Siêu âm tim gắng sức (thảm chạy, thuốc)","950,000"
Siêu âm tim qua thực quản,"1,250,000"
Siêu âm tuyến giáp,"216,000"
Siêu âm qua thóp,"180,000"
Siêu âm nhãn cầu,"180,000"
Siêu âm các khối u phổi ngoại vi,"180,000"
"Siêu âm ổ bung (gan mật, tụy, lách, thận, bàng quang) [Siêu âm màu tổng quát]","180,000"
"Siêu âm hệ tiết niệu (thận, tuyến thuợng thận, bàng quang, tiền liệt tuyến) [Đo thể tích nước tiểu tồn lưu]","360,000"
"Siêu âm hệ tiết niệu (thận, tuyến thuợng thận, bàng quang, tiền liệt tuyến) [Nội tim mạch]","360,000"
Siêu âm tiền liệt tuyến qua trực tràng,"312,000"
"Siêu âm thai (thai, nhau thai, nuớc ối)","180,000"
"Siêu âm Doppler mạch máu ổ bụng (động mạch chủ, mạc treo tràng trên, thân tạng...)","360,000"
Siêu âm Doppler động mạch thận,"360,000"
"Siêu âm Doppler thai nhi (thai, nhau thai, dây rốn, động mạch tử cung)","360,000"
"Siêu âm Doppler tĩnh mạch chậu, chủ duới","360,000"
Siêu âm tử cung buồng trứng qua đuờng bụng,"180,000"
Siêu âm tử cung buồng trứng qua đuờng âm đạo,"216,000"
Siêu âm thai nhi trong 3 tháng đầu [Siêu âm đo độ mờ da gáy],"300,000"
Siêu âm thai nhi trong 3 tháng giữa [Siêu âm Doppler màu sản 4D],"468,000"
"Siêu âm khớp (gối, háng, khuỷu, cổ tay....)","180,000"
"Siêu âm phần mềm (da, tổ chức dưới da, cơ..)","216,000"
"Siêu âm Doppler động mạch, tĩnh mạch chi dưới","360,000"
"Doppler động mạch cảnh, Doppler xuyên sọ","360,000"
"Siêu âm tim, màng tim qua thành ngục [Siêu âm màu Doppler tim]","360,000"
Siêu âm tuyến vú hai bên,"216,000"
Siêu âm dương vật,"180,000"
Siêu âm tinh hoàn hai bên,"216,000"
CT SCANNER,
Chụp CLVT sọ não không tiêm thuốc cản quang (từ 1-32 dãy) [CT 4 lát],"1,200,000"
