Ten dich vu,Gia (VND)
"Cấy mỡ thái dương/ giữa 2 đầu chân mày","20000000"
"Cấy mỡ cằm","30000000"
"Cấy mỡ trán","30000000"
"Cấy mỡ sóng mũi","10000000"
"Cấy mỡ vùng má","40000000"
"Cấy mỡ tầng giữa mặt","40000000"
"Cấy mỡ môi trên","15000000"
"Cấy mỡ môi dưới","15000000"
"Cấy mỡ trái tai","20000000"
"Cấy mỡ bàn tay","50000000"
"Cấy mỡ ngón tay","30000000"
"Cấy mỡ mu bàn tay","40000000"
"Cấy mỡ bàn chân","60000000"
"Cấy mỡ mặt toàn bộ","80000000"
"Cấy mỡ rãnh mũi má","25000000"
"Cấy mỡ ngực","100000000"
"Cấy mỡ vùng mông","100000000"
"Khâu lỗ ở trái tai (1 bên)","4000000"
"Má lúm đồng tiền (1 bên)","7000000"
"Phẫu thuật môi dày thành môi mỏng (1 môi)","10000000"
"Nạo filler môi","10000000"
"Cắt tuyến mồ hôi nách","20000000"
"Thẩm mỹ tạo hình môi trái tim","10000000"
"Rút sóng mũi nhân tạo","10000000"
"Thẩm Mỹ Tầng Sinh Môn (toàn bộ)","25000000"
"Thẩm Mỹ Tầng Sinh Môn (âm đạo)","15000000"
"Thẩm Mỹ Tầng Sinh Môn (môi bé)","10000000"
"Thẩm Mỹ Tầng Sinh Môn (môi lớn)","10000000"
"Cắt sẹo lồi vành tai+ tiêm Kcort dự phòng","1500000020000000"
"Tiêm tan mỡ nọng cằm","5000000"
"Tiêm tan mỡ má","7000000"
"Tiêm tan mỡ bắp tay","10000000"
"Tiêm tan mỡ bụng","20000000"
"Tiêm tan mỡ đùi","20000000"
"Tiêm tan filler (không rõ loại)","5000000"
"Tiêm botox vùng trán","700000010000000"
"Tiêm botox vùng đuôi mắt","5000000"
"Tiêm botox vùng rãnh giữa 2 đầu cung mày","4000000"
"Tiêm botox mí dưới","5000000"
"Tiêm botox góc hàm","10000000"
"Tiêm Restylane, Juvederm (sóng mũi, môi, cằm)","16000000"
"Trụ ETK Active (Xuất xứ Pháp - Bao gồm abument)","35000000"
"Trụ STRAUMANN Thụy Sỹ (bao gồm abutment)","41000000"
"Implant nước STRAUMANN Thụy Sỹ cao cấp","50000000"
"Trụ DENTIUM Hàn Quốc (bao gồm abutment)","30000000"
"All on 4 (Straumann Thụy Sỹ)","260000000"
"All on 4 (Neodent Brazil)","160000000"
"All on 4 (ETK Active)","200000000"
"All on 6 (Straumann Thụy Sỹ)","300000000"
"All on 6 (Neodent Brazil)","200000000"
"All on 6 (ETK Active)","270000000"
"Ghép xương chậu","50000000"
"Ghép 0,5cc xương + 1 màng xương","13000000"
"Ghép 1 cc xương + 1 màng xương","15000000"
"Phẫu thuật mô mềm trên Implant bằng ghép nướu","5000000"
"Ghép nướu tự thân (1 răng)","5000000"
"Ghép nướu tự thân (2 răng trở lên)","3000000"
"Ghép nướu Alloderm/ Megaderm","10000000"
"Ghép xương bột nhân tạo 0,25g","4000000"
"Ghép xương bột nhân tạo 0,5g","6000000"
"Ghép xương bột nhân tạo 1g","8000000"
"Ghép xương khối tự thân – 1 răng","8000000"
"Ghép 1 màng PRP","40000006000000"
"Ghép 1 màng collagen","40000006000000"
"Nâng xoang kín","6000000"
"Nâng xoang hở","12000000"
"Phí gây mê","20000000"
"Phí tiền mê","10000000"
"Abutment C-Tech","7000000"
"Abutment ETK","7000000"
"Abutment Straumann","10000000"
"Phục hình All on 4Hàm khung kim loại CAD/CAM + Sứ kim loại","80000000"
"Phục hình All on 6Hàm khung kim loại CAD/CAM + Sứ kim loại","100000000"
"Niềng răng mắc cài kim loại chuẩn","60000000"
"Niềng răng mắc cài kim loại tự buộc","65000000"
"Niềng răng mắc cài sứ Nano","75000000"
"Niềng răng không mắc cài Invisalign (Mỹ)","150000000"
"Răng tạm cố định PMMA","400000"
"Răng sứ Titan","2500000"
"Mão toàn sứ Zirconia –CAD/CAM","6000000"
"Mão toàn sứ Lava","8000000"
"Mão toàn sứ Emax – Veneer Emax","9000000"
"Tẩy trắng răng Led Bleaching - Tại phòng nha","4500000"
"Khám + Tư vấn","0"
"Cạo vôi răng","5000001500000"
"Nhổ răng hoặc chân răng đơn giản","400000"
"Nhổ răng khôn hàm dưới nghiêng 90","3000000"
"Thăm khám điều trị các bệnh ý da","300000"
"Nám – Tàn nhang - Tinh chất trị nám Melaskin","6000000"
"Trẻ hóa da Laser QSPlus","2000000"
"Công nghệ HIFU SMAS - Hifu toàn mặt","60000000"
"Triệt lông Ria mép","750000"
"Triệt lông Nách","1000000"
"Chăm sóc da nám Revita – C","1200000"
